id,text,label,lang
3528,fête de — c'est super !,positive,fr
3529,contrairement est mentionné.,neutral,fr
3530,"C'est principe, j'adore.",positive,fr
3531,larme — c'est nul.,negative,fr
3532,On parle de herbe.,neutral,fr
3533,balle est mentionné.,neutral,fr
3534,défaillant — c'est nul.,negative,fr
3535,On parle de reins.,neutral,fr
3536,À propos de reprises.,neutral,fr
3537,membre est cité.,neutral,fr
3538,"Il faut bien-être, c'est utile.",positive,fr
3539,On parle de guise de.,neutral,fr
3540,On parle de environ.,neutral,fr
3541,On parle de corporel.,neutral,fr
3542,moyen est mentionné.,neutral,fr
3543,cause est mentionné.,neutral,fr
3544,seoir est cité.,neutral,fr
3545,"sacrificature, c'est une bonne idée.",positive,fr
3546,point — c'est nul.,negative,fr
3547,"nécessaire, ce n'est pas recommandé.",negative,fr
3548,mystère est cité.,neutral,fr
3549,"Honnêtement, mystère d'iniquité, c'est mauvais.",negative,fr
3550,On discute de collyre.,neutral,fr
3551,"On discute de nacelle, navire.",neutral,fr
3552,À propos de barque.,neutral,fr
3553,"C'est accharge, je déteste.",negative,fr
3554,opulence — c'est super !,positive,fr
3555,"Honnêtement, méchanceté, c'est mauvais.",negative,fr
3556,nécessité — c'est super !,positive,fr
3557,inconvenance — c'est nul.,negative,fr
3558,étrange — c'est nul.,negative,fr
3559,vain — c'est nul.,negative,fr
3560,"C'est artificieux, je déteste.",negative,fr
3561,On parle de aloès.,neutral,fr
3562,On parle de fonds.,neutral,fr
3563,excepté est mentionné.,neutral,fr
3564,presque est mentionné.,neutral,fr
3565,À propos de toutefois.,neutral,fr
3566,ici-bas est mentionné.,neutral,fr
3567,On parle de arène.,neutral,fr
3568,argent est mentionné.,neutral,fr
3569,angulaire est cité.,neutral,fr
3570,"Franchement, dominical, c'est bien.",positive,fr
3571,"C'est commode, je déteste.",negative,fr
3572,On parle de précédent.,neutral,fr
3573,À propos de épaule.,neutral,fr
3574,aussitôt est mentionné.,neutral,fr
3575,isubstantif est mentionné.,neutral,fr
3576,"C'est dette, dû, je déteste.",negative,fr
3577,planche est mentionné.,neutral,fr
3578,"feuille, papier est à considérer.",neutral,fr
3579,"Il faut discipliner, c'est utile.",positive,fr
3580,À propos de deuxième.,neutral,fr
3581,On parle de bras.,neutral,fr
3582,maîtresse pierre du coin est mentionné.,neutral,fr
3583,"Franchement, permanent, c'est bien.",positive,fr
3584,cause d'achoppement — c'est nul.,negative,fr
3585,À propos de meule.,neutral,fr
3586,"Franchement, roc, c'est bien.",positive,fr
3587,On parle de entrée.,neutral,fr
3588,On n'aime pas désordre.,negative,fr
3589,extérieurement est mentionné.,neutral,fr
3590,On parle de masse.,neutral,fr
3591,"C'est défait, regret, je déteste.",negative,fr
3592,À propos de nuage.,neutral,fr
3593,À propos de vapeur.,neutral,fr
3594,"C'est destruction, je déteste.",negative,fr
3595,"C'est fraude, je déteste.",negative,fr
3596,"Franchement, progrès, c'est bien.",positive,fr
3597,édification — c'est super !,positive,fr
3598,"C'est épine, je déteste.",negative,fr
3599,contrainte — c'est nul.,negative,fr
3600,"C'est indignation, je déteste.",negative,fr
3601,irritation — c'est nul.,negative,fr
3602,"À propos de estomac, matrice.",neutral,fr
3603,À propos de lance.,neutral,fr
3604,À propos de rémunération.,neutral,fr
3605,"C'est tribulation, je déteste.",negative,fr
3606,privation — c'est nul.,negative,fr
3607,"C'est oppression, je déteste.",negative,fr
3608,On aime exhortation.,positive,fr
3609,On parle de question.,neutral,fr
3610,"C'est utilité, j'adore.",positive,fr
3611,À propos de variation.,neutral,fr
3612,changement est mentionné.,neutral,fr
3613,"C'est repentance, j'adore.",positive,fr
3614,"C'est avide d'un gain honteux, je déteste.",negative,fr
3615,avarice — c'est nul.,negative,fr
3616,On parle de onzième.,neutral,fr
3617,On parle de colonne.,neutral,fr
3618,roux est mentionné.,neutral,fr
3619,À propos de monnaie.,neutral,fr
3620,reproche — c'est nul.,negative,fr
3621,On discute de lettre.,neutral,fr
3622,À propos de port.,neutral,fr
3623,généalogie est mentionné.,neutral,fr
3624,On parle de bassin.,neutral,fr
3625,À propos de plat.,neutral,fr
3626,"C'est redressement, j'adore.",positive,fr
3627,"Franchement, venue, c'est bien.",positive,fr
3628,lutte — c'est nul.,negative,fr
3629,embarras (être dans l') — c'est nul.,negative,fr
3630,"droiture, c'est une bonne idée.",positive,fr
3631,On parle de argile.,neutral,fr
3632,semence est mentionné.,neutral,fr
3633,"Honnêtement, rouille, c'est mauvais.",negative,fr
3634,"C'est manifestation, j'adore.",positive,fr
3635,"C'est puits, je déteste.",negative,fr
3636,"Il faut persévérer, c'est utile.",positive,fr
3637,À propos de dent.,neutral,fr
3638,On discute de boire.,neutral,fr
3639,ruse — c'est nul.,negative,fr
3640,On discute de jointure.,neutral,fr
3641,"Honnêtement, corruption, c'est mauvais.",negative,fr
3642,"Honnêtement, dissolution, c'est mauvais.",negative,fr
3643,"C'est avarie, je déteste.",negative,fr
3644,À propos de tour.,neutral,fr
3645,division — c'est nul.,negative,fr
3646,"Honnêtement, incontinence, c'est mauvais.",negative,fr
3647,"C'est inutilité, je déteste.",negative,fr
3648,On parle de propos.,neutral,fr
3649,"C'est mépris, je déteste.",negative,fr
3650,"C'est condamnation, je déteste.",negative,fr
3651,"C'est obstacle, je déteste.",negative,fr
3652,absence — c'est nul.,negative,fr
3653,préfet du prétoire est à considérer.,neutral,fr
3654,flux — c'est nul.,negative,fr
3655,"fièvre, ce n'est pas recommandé.",negative,fr
3656,À propos de rassemblement.,neutral,fr
3657,dédicace — c'est super !,positive,fr
3658,On parle de roseau.,neutral,fr
3659,vengeance — c'est nul.,negative,fr
3660,œil est mentionné.,neutral,fr
3661,"Honnêtement, trou, c'est mauvais.",negative,fr
3662,"Honnêtement, grincement, c'est mauvais.",negative,fr
3663,"Il faut diligence, c'est utile.",positive,fr
3664,On parle de détail.,neutral,fr
3665,"C'est fo, j'adore.",positive,fr
3666,"C'est petite foi, je déteste.",negative,fr
3667,perte — c'est nul.,negative,fr
3668,joue est mentionné.,neutral,fr
3669,intrigue — c'est nul.,negative,fr
3670,À propos de différence.,neutral,fr
3671,"C'est importunité, je déteste.",negative,fr
3672,À propos de circoncision.,neutral,fr
3673,"Honnêtement, dépouillement, c'est mauvais.",negative,fr
3674,"C'est épreuve, je déteste.",negative,fr
3675,"C'est apostasie, je déteste.",negative,fr
3676,"Franchement, confession, c'est bien.",positive,fr
3677,"Honnêtement, contradiction, c'est mauvais.",negative,fr
3678,"persécuter, ce n'est pas recommandé.",negative,fr
3679,À propos de forêt.,neutral,fr
3680,"C'est tranchant, je déteste.",negative,fr
3681,"C'est gémissement, je déteste.",negative,fr
3682,tablier est à considérer.,neutral,fr
3683,mouchoir est à considérer.,neutral,fr
3684,pénétrant — c'est super !,positive,fr
3685,"C'est jour, journée, j'adore.",positive,fr
3686,"C'est jour du seigneur, j'adore.",positive,fr
3687,"Franchement, louange, c'est bien.",positive,fr
3688,"Honnêtement, ignorance, c'est mauvais.",negative,fr
3689,enlèvement — c'est super !,positive,fr
3690,"C'est transportation, j'adore.",positive,fr
3691,retentissant — c'est super !,positive,fr
3692,"C'est débordement, je déteste.",negative,fr
3693,doctrine — c'est super !,positive,fr
3694,"Honnêtement, clameur, c'est mauvais.",negative,fr
3695,rouble — c'est nul.,negative,fr
3696,"Honnêtement, confusion, c'est mauvais.",negative,fr
3697,On parle de œuf.,neutral,fr
3698,voile est mentionné.,neutral,fr
3699,linceul — c'est nul.,negative,fr
3700,procès — c'est nul.,negative,fr
3701,satribunal est mentionné.,neutral,fr
3702,"Honnêtement, paroi blanchie, c'est mauvais.",negative,fr
3703,À propos de apparent.,neutral,fr
3704,"Franchement, preuve, c'est bien.",positive,fr
3705,On parle de marqué.,neutral,fr
3706,On parle de province.,neutral,fr
3707,agréé — c'est super !,positive,fr
3708,"C'est dispersion, je déteste.",negative,fr
3709,apparence est mentionné.,neutral,fr
3710,"C'est flambeau, j'adore.",positive,fr
3711,On parle de quart.,neutral,fr
3712,perplexité — c'est nul.,negative,fr
3713,"C'est précieux, j'adore.",positive,fr
3714,"C'est pesant, je déteste.",negative,fr
3715,large est mentionné.,neutral,fr
3716,"C'est grandement, j'adore.",positive,fr
3717,copie est mentionné.,neutral,fr
3718,On parle de type.,neutral,fr
3719,"C'est empreinte, j'adore.",positive,fr
3720,conforme — c'est super !,positive,fr
3721,baie est mentionné.,neutral,fr
3722,On parle de objet.,neutral,fr
3723,possession — c'est super !,positive,fr
3724,"Honnêtement, chose extorquée, c'est mauvais.",negative,fr
3725,"C'est subit, je déteste.",negative,fr
3726,À propos de genou.,neutral,fr
3727,mille est mentionné.,neutral,fr
3728,"Honnêtement, dissipation, c'est mauvais.",negative,fr
3729,butin — c'est super !,positive,fr
3730,"encensoir, c'est une bonne idée.",positive,fr
3731,"C'est désordonné, je déteste.",negative,fr
3732,On parle de lice.,neutral,fr
3733,"C'est dépôt, j'adore.",positive,fr
3734,"C'est désert, je déteste.",negative,fr
3735,On parle de van.,neutral,fr
3736,morceau est mentionné.,neutral,fr
3737,On parle de balance.,neutral,fr
3738,"Franchement, proportion, c'est bien.",positive,fr
3739,fameux — c'est super !,positive,fr
3740,miséricordieux — c'est super !,positive,fr
3741,"Honnêtement, rocailleux, c'est mauvais.",negative,fr
3742,huitième est mentionné.,neutral,fr
3743,"C'est charnel, je déteste.",negative,fr
3744,religieux — c'est super !,positive,fr
3745,À propos de neuvième.,neutral,fr
3746,On aime propre.,positive,fr
3747,sommeil — c'est super !,positive,fr
3748,On parle de raisin.,neutral,fr
3749,"Éviter de fumier, ce n'est pas bien.",negative,fr
3750,On parle de filets.,neutral,fr
3751,"Franchement, moquerie, c'est bien.",positive,fr
3752,vierge — c'est super !,positive,fr
3753,indignement — c'est nul.,negative,fr
3754,"C'est ingrat, je déteste.",negative,fr
3755,"C'est indigne, je déteste.",negative,fr
3756,"C'est inexcusable, je déteste.",negative,fr
3757,inexpérimenté — c'est nul.,negative,fr
3758,illettré — c'est nul.,negative,fr
3759,"C'est incertain dans ses pensées, je déteste.",negative,fr
3760,"C'est incirconcision, je déteste.",negative,fr
3761,"Éviter de désespérer, ce n'est pas bien.",negative,fr
3762,incontinent — c'est nul.,negative,fr
3763,adonné — c'est nul.,negative,fr
3764,"Honnêtement, maudit, c'est mauvais.",negative,fr
3765,médisant — c'est nul.,negative,fr
3766,"C'est croyant, j'adore.",positive,fr
3767,élu — c'est super !,positive,fr
3768,timide — c'est nul.,negative,fr
3769,"Il faut reconnaître, c'est utile.",positive,fr
3770,zélé — c'est super !,positive,fr
3771,"Honnêtement, hydropique, c'est mauvais.",negative,fr
3772,"C'est voisin, j'adore.",positive,fr
3773,"C'est affligé, je déteste.",negative,fr
3774,continent — c'est super !,positive,fr
3775,"C'est prosélyte, j'adore.",positive,fr
3776,"Franchement, victorieux, c'est bien.",positive,fr
3777,infirme — c'est nul.,negative,fr
3778,"C'est inconvenante, je déteste.",negative,fr
3779,mourant — c'est nul.,negative,fr
3780,"C'est rugissant, je déteste.",negative,fr
3781,"C'est persévérant, j'adore.",positive,fr
3782,"Franchement, brûlant, c'est bien.",positive,fr
3783,nourrisson — c'est super !,positive,fr
3784,panier est à considérer.,neutral,fr
3785,On parle de marché.,neutral,fr
3786,"Franchement, tribu, c'est bien.",positive,fr
3787,On parle de ile.,neutral,fr
3788,À propos de mélange.,neutral,fr
3789,"C'est harpe, j'adore.",positive,fr
3790,tiers est mentionné.,neutral,fr
3791,On discute de cuir.,neutral,fr
3792,"parchemin, peau est mentionné.",neutral,fr
3793,uni — c'est super !,positive,fr
3794,"Honnêtement, teigne, c'est mauvais.",negative,fr
3795,entièrement — c'est super !,positive,fr
3796,cent quarante-quatre mille est mentionné.,neutral,fr
3797,"Franchement, miraculeux, c'est bien.",positive,fr
3798,boucherie — c'est nul.,negative,fr
3799,"C'est chardon, je déteste.",negative,fr
3800,compagnie est mentionné.,neutral,fr
3801,"Honnêtement, attroupement, c'est mauvais.",negative,fr
3802,"C'est armée, j'adore.",positive,fr
3803,"C'est cohorte, j'adore.",positive,fr
3804,"C'est populace, je déteste.",negative,fr
3805,"Franchement, tribut, c'est bien.",positive,fr
3806,"Franchement, doux, c'est bien.",positive,fr
3807,"théâtre, c'est une bonne idée.",positive,fr
3808,"C'est marchepied, j'adore.",positive,fr
3809,"C'est livide, je déteste.",negative,fr
3810,"Honnêtement, boue, c'est mauvais.",negative,fr
3811,"C'est dureté, je déteste.",negative,fr
3812,bière est à considérer.,neutral,fr
3813,"Franchement, aigu, c'est bien.",positive,fr
3814,aire est cité.,neutral,fr
3815,"C'est tiède, je déteste.",negative,fr
3816,varié — c'est super !,positive,fr
3817,On aime mémoire.,positive,fr
3818,costume décent — c'est super !,positive,fr
3819,"Honnêtement, rage, c'est mauvais.",negative,fr
3820,latin est mentionné.,neutral,fr
3821,"Franchement, a jamais, c'est bien.",positive,fr
3822,"Franchement, parvis, c'est bien.",positive,fr
3823,"Il faut œuvre, c'est utile.",positive,fr
3824,mortel — c'est nul.,negative,fr
3825,complot — c'est nul.,negative,fr
3826,"C'est nouvelle création, j'adore.",positive,fr
3827,casque — c'est super !,positive,fr
3828,"Franchement, diadème, c'est bien.",positive,fr
3829,"C'est fureur, je déteste.",negative,fr
3830,On parle de corbeau.,neutral,fr
3831,On parle de antérieurement.,neutral,fr
3832,"Franchement, opportun, c'est bien.",positive,fr
3833,vêtement — c'est super !,positive,fr
3834,"C'est assez utile, j'adore.",positive,fr
3835,On n'aime pas ver.,negative,fr
3836,"Honnêtement, fournaise, c'est mauvais.",negative,fr
3837,"Franchement, coutume, c'est bien.",positive,fr
3838,"C'est véritable, j'adore.",positive,fr
3839,"Honnêtement, faute, c'est mauvais.",negative,fr
3840,formule — c'est super !,positive,fr
3841,proie — c'est nul.,negative,fr
3842,"Franchement, extase, c'est bien.",positive,fr
3843,On discute de terrestre.,neutral,fr
3844,moitié est mentionné.,neutral,fr
3845,"C'est peuple, j'adore.",positive,fr
3846,double est mentionné.,neutral,fr
3847,"agréable agréer, c'est une bonne idée.",positive,fr
3848,"C'est qui plait, j'adore.",positive,fr
3849,À propos de airain.,neutral,fr
3850,nullement — c'est nul.,negative,fr
3851,descente est mentionné.,neutral,fr
3852,"C'est degré, j'adore.",positive,fr
3853,"Franchement, fondation, c'est bien.",positive,fr
3854,cuisse est mentionné.,neutral,fr
3855,À propos de vert.,neutral,fr
3856,"Franchement, maturité, c'est bien.",positive,fr
3857,"C'est paisiblement, j'adore.",positive,fr
3858,On parle de thuya.,neutral,fr
3859,ce qui est — c'est super !,positive,fr
3860,"C'est diabolique, je déteste.",negative,fr
3861,"Franchement, royal, c'est bien.",positive,fr
3862,terrible — c'est nul.,negative,fr
3863,"îmer, c'est une bonne idée.",positive,fr
3864,"Honnêtement, rouillé, c'est mauvais.",negative,fr
3865,tablette est mentionné.,neutral,fr
3866,"Franchement, céleste, c'est bien.",positive,fr
3867,On parle de corporellement.,neutral,fr
3868,"Honnêtement, dépouille, c'est mauvais.",negative,fr
3869,"C'est spirituel, j'adore.",positive,fr
3870,"Franchement, divin, c'est bien.",positive,fr
3871,"C'est rivage, j'adore.",positive,fr
3872,"C'est trésor, j'adore.",positive,fr
3873,"C'est bouillant, je déteste.",negative,fr
3874,"Franchement, impérissable, c'est bien.",positive,fr
3875,"Honnêtement, confus, c'est mauvais.",negative,fr
3876,"Franchement, incorruptible, c'est bien.",positive,fr
3877,"contraire, ce n'est pas recommandé.",negative,fr
3878,"Franchement, valide, c'est bien.",positive,fr
3879,"Honnêtement, endurcissement, c'est mauvais.",negative,fr
3880,"Honnêtement, infâme, c'est mauvais.",negative,fr
3881,traitable — c'est super !,positive,fr
3882,magnifique — c'est super !,positive,fr
3883,"C'est naturel, j'adore.",positive,fr
3884,"Franchement, éclatant, c'est bien.",positive,fr
3885,"Honnêtement, tortu, c'est mauvais.",negative,fr
3886,"Il faut permettre, c'est utile.",positive,fr
3887,"supportable, c'est une bonne idée.",positive,fr
3888,"C'est audience, j'adore.",positive,fr
3889,prison — c'est nul.,negative,fr
3890,"C'est forteresse, j'adore.",positive,fr
3891,"Franchement, hôtellerie, c'est bien.",positive,fr
3892,"Franchement, nécessairement, c'est bien.",positive,fr
3893,nourrice — c'est super !,positive,fr
3894,À propos de terme.,neutral,fr
3895,génération — c'est super !,positive,fr
3896,On discute de denier.,neutral,fr
3897,À propos de hameçon.,neutral,fr
3898,"Honnêtement, profondeur, c'est mauvais.",negative,fr
3899,"C'est richement, j'adore.",positive,fr
3900,"Franchement, puissamment, c'est bien.",positive,fr
3901,"C'est motinieusement, je déteste.",negative,fr
3902,hardiment — c'est super !,positive,fr
3903,"Franchement, volontiers, c'est bien.",positive,fr
3904,"Franchement, promptement, c'est bien.",positive,fr
3905,"C'est libéralement, j'adore.",positive,fr
3906,"C'est unanimement, j'adore.",positive,fr
3907,"Honnêtement, jeun, c'est mauvais.",negative,fr
3908,"C'est misérablement, je déteste.",negative,fr
3909,"C'est purement, j'adore.",positive,fr
3910,"Franchement, neige, c'est bien.",positive,fr
3911,"C'est figue, j'adore.",positive,fr
3912,bout est mentionné.,neutral,fr
3913,pièce — c'est super !,positive,fr
3914,"Franchement, chef, c'est bien.",positive,fr
3915,"bouclier, c'est une bonne idée.",positive,fr
3916,"Franchement, grâce, c'est bien.",positive,fr
3917,"Franchement, gré, c'est bien.",positive,fr
3918,raisonnement — c'est super !,positive,fr
3919,"Honnêtement, géhenne, c'est mauvais.",negative,fr
3920,marchand — c'est super !,positive,fr
3921,On parle de qualité.,neutral,fr
3922,bœuf est mentionné.,neutral,fr
3923,"C'est pourceau, je déteste.",negative,fr
3924,truie — c'est nul.,negative,fr
3925,"Éviter de murmure, ce n'est pas bien.",negative,fr
3926,"Honnêtement, boiteux, c'est mauvais.",negative,fr
3927,"Franchement, voie, c'est bien.",positive,fr
3928,issue — c'est super !,positive,fr
3929,périlleux — c'est nul.,negative,fr
3930,On parle de deux cents.,neutral,fr
3931,À propos de quatre cents.,neutral,fr
3932,merveill — c'est super !,positive,fr
3933,impiété — c'est nul.,negative,fr
3934,On parle de cervoise.,neutral,fr
3935,vin est mentionné.,neutral,fr
3936,"Honnêtement, grumeau, c'est mauvais.",negative,fr
3937,produit — c'est super !,positive,fr
3938,"Honnêtement, richess, c'est mauvais.",negative,fr
3939,À propos de tuile.,neutral,fr
3940,"C'est manne, j'adore.",positive,fr
3941,parfum — c'est super !,positive,fr
3942,nard — c'est super !,positive,fr
3943,À propos de coin.,neutral,fr
3944,"Franchement, nan, c'est bien.",positive,fr
3945,On aime marbre.,positive,fr
3946,"Honnêtement, débauche, c'est mauvais.",negative,fr
3947,À propos de carrefour.,neutral,fr
3948,froid — c'est nul.,negative,fr
3949,"Il faut pâture, c'est utile.",positive,fr
3950,"Franchement, infiniment plus, c'est bien.",positive,fr
3951,"C'est infirmité, je déteste.",negative,fr
3952,"Il faut territoire, c'est utile.",positive,fr
3953,À propos de nan.,neutral,fr
3954,"Franchement, séjour, c'est bien.",positive,fr
3955,"avenir, c'est une bonne idée.",positive,fr
3956,On parle de carré.,neutral,fr
3957,"Franchement, vague, c'est bien.",positive,fr
3958,torrent — c'est super !,positive,fr
3959,"Il faut mer de verre, c'est utile.",positive,fr
3960,rudiment est mentionné.,neutral,fr
3961,élément — c'est super !,positive,fr
3962,"C'est cri, je déteste.",negative,fr
3963,À propos de cinquante mille.,neutral,fr
3964,millier est à considérer.,neutral,fr
3965,chèvre est à considérer.,neutral,fr
3966,bouc est mentionné.,neutral,fr
3967,"C'est intention, j'adore.",positive,fr
3968,"Franchement, intellectuel, c'est bien.",positive,fr
3969,"Franchement, conseil, c'est bien.",positive,fr
3970,"Franchement, pieux, c'est bien.",positive,fr
3971,"Franchement, discours, c'est bien.",positive,fr
3972,"C'est exigence, j'adore.",positive,fr
3973,"C'est oracle, j'adore.",positive,fr
3974,prophétie — c'est super !,positive,fr
3975,récit — c'est super !,positive,fr
3976,"Honnêtement, malin, c'est mauvais.",negative,fr
3977,"Honnêtement, renard, c'est mauvais.",negative,fr
3978,"C'est obscur, je déteste.",negative,fr
3979,épi — c'est super !,positive,fr
3980,"Franchement, inscription, c'est bien.",positive,fr
3981,"Éviter de soupir, ce n'est pas bien.",negative,fr
3982,"Honnêtement, artifice, c'est mauvais.",negative,fr
3983,"C'est coup, je déteste.",negative,fr
3984,"Franchement, bon, c'est bien.",positive,fr
3985,On aime luminaire.,positive,fr
3986,"Franchement, plaisanterie, c'est bien.",positive,fr
3987,On parle de courroie.,neutral,fr
3988,"Franchement, laine, c'est bien.",positive,fr
3989,suspen — c'est nul.,negative,fr
3990,"Franchement, perpétuité, c'est bien.",positive,fr
3991,psaume — c'est super !,positive,fr
3992,quadruple est mentionné.,neutral,fr
3993,"C'est souvent, j'adore.",positive,fr
3994,"C'est fréquent, j'adore.",positive,fr
3995,cesse — c'est super !,positive,fr
3996,On parle de rue.,neutral,fr
3997,diversité — c'est super !,positive,fr
3998,"Franchement, divers, c'est bien.",positive,fr
3999,"Franchement, myriade, c'est bien.",positive,fr
4000,"C'est intercession, j'adore.",positive,fr
4001,"C'est imprécations, je déteste.",negative,fr
4002,"Franchement, pareil, c'est bien.",positive,fr
4003,On parle de proue.,neutral,fr
4004,drachme est mentionné.,neutral,fr
4005,"Honnêtement, assorti, c'est mauvais.",negative,fr
4006,dissension — c'est nul.,negative,fr
4007,On n'aime pas contredit.,negative,fr
4008,"C'est incessamment, j'adore.",positive,fr
4009,"C'est idole, je déteste.",negative,fr
4010,réservoir d'eau — c'est super !,positive,fr
4011,vallée — c'est super !,positive,fr
4012,"C'est sourd, je déteste.",negative,fr
4013,"Il faut aventure, c'est utile.",positive,fr
4014,On parle de ânesse.,neutral,fr
4015,péage est mentionné.,neutral,fr
4016,"Éviter de plaindre, ce n'est pas bien.",negative,fr
4017,gangrène — c'est nul.,negative,fr
4018,On n'aime pas blessure.,negative,fr
4019,"ulcère, ce n'est pas recommandé.",negative,fr
4020,"Franchement, conformité de, c'est bien.",positive,fr
4021,"Franchement, ronde, c'est bien.",positive,fr
4022,"C'est entrefaites, j'adore.",positive,fr
4023,large — c'est super !,positive,fr
4024,secrètement — c'est super !,positive,fr
4025,"Franchement, milieu, c'est bien.",positive,fr
4026,"Franchement, toit, c'est bien.",positive,fr
4027,"titre, c'est une bonne idée.",positive,fr
4028,brièvement — c'est super !,positive,fr
4029,"C'est traditionnellement, j'adore.",positive,fr
4030,région — c'est super !,positive,fr
4031,"C'est écart, je déteste.",negative,fr
4032,"Franchement, estrade, c'est bien.",positive,fr
4033,"Honnêtement, hadès, c'est mauvais.",negative,fr
4034,logement — c'est super !,positive,fr
4035,pavé est mentionné.,neutral,fr
4036,"Franchement, patrie, c'est bien.",positive,fr
4037,"C'est participant, j'adore.",positive,fr
4038,"C'est pleur, je déteste.",negative,fr
4039,"Franchement, sacrificateur, c'est bien.",positive,fr
4040,"C'est souverain sacrificateur, j'adore.",positive,fr
4041,"C'est langage, j'adore.",positive,fr
4042,"Franchement, dialecte, c'est bien.",positive,fr
4043,prédicateur — c'est super !,positive,fr
4044,associé — c'est super !,positive,fr
4045,"Franchement, enfant, petit, c'est bien.",positive,fr
4046,"Franchement, premier-né, c'est bien.",positive,fr
4047,fils — c'est super !,positive,fr
4048,fils de perdition — c'est nul.,negative,fr
4049,bâtard — c'est nul.,negative,fr
4050,"Honnêtement, fils de la géhenne, c'est mauvais.",negative,fr
4051,"Il faut fils de la lumière, c'est utile.",positive,fr
4052,À propos de génisse.,neutral,fr
4053,veau est mentionné.,neutral,fr
4054,"Honnêtement, orphelin, c'est mauvais.",negative,fr
4055,À propos de huit.,neutral,fr
4056,On aime frère.,positive,fr
4057,"C'est coparticipant, j'adore.",positive,fr
4058,ange — c'est super !,positive,fr
4059,archange — c'est super !,positive,fr
4060,arc en ciel — c'est super !,positive,fr
4061,"Franchement, consolateur, c'est bien.",positive,fr
4062,"C'est époux, j'adore.",positive,fr
4063,accusateur — c'est nul.,negative,fr
4064,"Il faut ivoire, c'est utile.",positive,fr
4065,"C'est inventeur, j'adore.",positive,fr
4066,"Franchement, fiancé, c'est bien.",positive,fr
4067,On parle de frange.,neutral,fr
4068,"Honnêtement, illicite, c'est mauvais.",negative,fr
4069,"C'est méchant, je déteste.",negative,fr
4070,À propos de corps.,neutral,fr
4071,extérieur est mentionné.,neutral,fr
4072,"Franchement, convié, c'est bien.",positive,fr
4073,"C'est élevé, j'adore.",positive,fr
4074,"C'est étroit, je déteste.",negative,fr
4075,"meurtrissure, ce n'est pas recommandé.",negative,fr
4076,triste — c'est nul.,negative,fr
4077,"Franchement, précurseur, c'est bien.",positive,fr
4078,On aime grenier.,positive,fr
4079,"C'est faix, je déteste.",negative,fr
4080,administration — c'est super !,positive,fr
4081,"C'est labeur, j'adore.",positive,fr
4082,On aime métier.,positive,fr
4083,"C'est imposteur, je déteste.",negative,fr
4084,"libre, c'est une bonne idée.",positive,fr
4085,"Honnêtement, orgueilleux, c'est mauvais.",negative,fr
4086,À propos de faucille.,neutral,fr
4087,"C'est épée, j'adore.",positive,fr
4088,"appartenir, c'est une bonne idée.",positive,fr
4089,démoniaque — c'est nul.,negative,fr
4090,discoureur — c'est nul.,negative,fr
4091,matelot — c'est super !,positive,fr
4092,"C'est désobéissant, je déteste.",negative,fr
4093,"Honnêtement, débiteur, c'est mauvais.",negative,fr
4094,"C'est misérable, je déteste.",negative,fr
4095,contempteur — c'est nul.,negative,fr
4096,"Honnêtement, menteur, c'est mauvais.",negative,fr
4097,"Franchement, hébreu, c'est bien.",positive,fr
4098,"Honnêtement, paralytique, c'est mauvais.",negative,fr
4099,"C'est parenté, j'adore.",positive,fr
4100,lévite — c'est super !,positive,fr
4101,cruel — c'est nul.,negative,fr
4102,"Honnêtement, hypocrite, c'est mauvais.",negative,fr
4103,"prisonnier, ce n'est pas recommandé.",negative,fr
4104,"C'est zélote, j'adore.",positive,fr
4105,"C'est fornicateur, je déteste.",negative,fr
4106,"Honnêtement, disputeur, c'est mauvais.",negative,fr
4107,"C'est intempérance, je déteste.",negative,fr
4108,domestique — c'est super !,positive,fr
4109,mangeur est mentionné.,neutral,fr
4110,magicien — c'est super !,positive,fr
4111,"Il faut débonnaire, c'est utile.",positive,fr
4112,"C'est libéral, j'adore.",positive,fr
4113,"Franchement, compagnon, c'est bien.",positive,fr
4114,"C'est lépreux, je déteste.",negative,fr
4115,habitant — c'est super !,positive,fr
4116,"Franchement, stoïcien, c'est bien.",positive,fr
4117,abominable — c'est nul.,negative,fr
4118,oublieux — c'est nul.,negative,fr
4119,"C'est lunatique, je déteste.",negative,fr
4120,"Honnêtement, pite, c'est mauvais.",negative,fr
4121,prostituée — c'est nul.,negative,fr
4122,"Honnêtement, dégoût, c'est mauvais.",negative,fr
4123,"Franchement, faiseur, c'est bien.",positive,fr
4124,pécheur — c'est nul.,negative,fr
4125,bienfaiteur — c'est super !,positive,fr
4126,"Honnêtement, malfaiteur, c'est mauvais.",negative,fr
4127,législateur — c'est super !,positive,fr
4128,"Franchement, forain, c'est bien.",positive,fr
4129,"Franchement, hôte, c'est bien.",positive,fr
4130,"C'est auteur, j'adore.",positive,fr
4131,"Franchement, philosophe, c'est bien.",positive,fr
4132,"C'est ténébreux, je déteste.",negative,fr
4133,obscurité — c'est nul.,negative,fr
4134,"Honnêtement, aveugle, c'est mauvais.",negative,fr
4135,semblable — c'est super !,positive,fr
4136,os est mentionné.,neutral,fr
4137,ride — c'est nul.,negative,fr
4138,compatissant — c'est super !,positive,fr
4139,"Franchement, créateur, c'est bien.",positive,fr
4140,On aime potier.,positive,fr
4141,"C'est scribe, j'adore.",positive,fr
4142,écriteau — c'est super !,positive,fr
