CILUBA,French,English,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation
kukuatshisha)",Libéral,liberal,Metgesel,I-Liberal,8.0,Positif,Mot,Liberal
Muena nabu,Compagnon,companion,Melaatse,Umlingani,7.0,Positif,Mot,Companion
Muena Nsudi,Lépreux,leper,Inwoner,Uchoko,-6.0,Negatif,Mot,Leper
Muena pa muaba,Habitant,inhabitant,Stoïsyns,Ohlala abantu,5.0,Positif,Mot,Resident
Muena Stoiko,Stoïcien,Stoic,Afskuwelik,Isi-Stoic,6.0,Positif,Mot,Stoic
Muena tshinyangu,Abominable,abominable,Vergeetagtig,Okunyanyekayo,-8.0,Negatif,Mot,Abominable
"Muena
tshipuamuoyo",Oublieux,forgetful,Malkop,Ukukhohlwa,-5.0,Negatif,Mot,Forgetful
Muena tshiseke,Lunatique,moody,Bejammerenswaardig,Okwase-Lunatic,-6.0,Negatif,Mot,Moody
Muena yenda,Pite,pite,Prostituut,I-Pite,-4.0,Negatif,Mot,Pite
Muendi wa masandi mukaji.,Prostituée,prostitute,Walg,Isifebe,-8.0,Negatif,Mot,Prostitute
Muengu (kupidia ne muengu),Dégoût,disgust,Maker,Ukunyanyeka,-7.0,Negatif,Mot,Disgust
Muenji,Faiseur,maker,Sondaar,Umenzi,6.0,Positif,Mot,Maker
Muenji wa bibi,Pécheur,fisherman,Weldoener,Umdobi,-8.0,Negatif,Mot,Fisherman
Muenji wa bilengele,Bienfaiteur,benefactor,Boosdoener,Umhlomuli,9.0,Positif,Mot,Benefactor
Muenji wa malu mabi,Malfaiteur,criminal,Wetgewer,I- Malefactor,-8.0,Negatif,Mot,Criminal
Muenji wa mikenji,Législateur,legislator,Skoumaker,Isishayamthetho,8.0,Positif,Mot,Legislator
Muenyi,Forain,fairground,Gasheer,I-Fairground,4.0,Positif,Mot,Fairground
"Muenyi, muena nzubu",Hôte,host,Outeur,Umbungazi,6.0,Positif,Mot,Host
Muenzeji,Auteur,author,Filosoof,Ukhetho,7.0,Positif,Mot,Author
Mufalese,Philosophe,philosopher,Donker,Isazi sefilosofi,8.0,Positif,Mot,Philosopher
Mufike,Ténébreux,dark,Duisternis,Okumnyama,-6.0,Negatif,Mot,Dark
Mufitu,Obscurité,darkness,Blindheid,Ubumnyama,-8.0,Negatif,Mot,Darkness
Mufofo (muaku),Aveugle,blind,Blind,Impumputhe,-6.0,Negatif,Mot,Blind
Mufuanangane,Semblable,similar,Soortgelyk,Okufanayo,5.0,Positif,Mot,Similar
Mufuba,Os,bone,Been,OS:,0.0,Neutre,Mot,Bone
Mufudi,Ride,wrinkled,Rimpel,Ukugibela,-4.0,Negatif,Mot,Wrinkled
Mufue,Mort,dead,Dood,Ukufa,-5.0,Negatif,Mot,Dead
"Mufuidianganyi wa
luse",Compatissant,compassionate,Medelydende,Unesihawu,8.0,Positif,Mot,Compassionate
Mufuki,Créateur,Creator,Skepper,Isidali:,9.0,Positif,Mot,Creator
Mufumbi wa dima,Potier,potter,Pottebakker,Umbumbi,6.0,Positif,Mot,Potter
Mufundi,Scribe,scribe,Skrywer,Bhalisa,7.0,Positif,Mot,Scribe
Mufundu,Écriteau,sign,Teken,Umbhali,5.0,Positif,Mot,Sign
Mufutshi,Rémunérateur,remunerative,Belonende,I-Remunerator,8.0,Positif,Mot,Remunerative
Muibaki,Architecte,architect,Argitek,Umakhi wezakhiwo,7.0,Positif,Mot,Architect
Muibi,Voleur,thief,Dief,Isela,-8.0,Negatif,Mot,Thief
Muibidi,Second,second,Tweede,Okwesibili,5.0,Positif,Mot,Second
Muidikiji,Imitateur,imitator,Nabootser,Umlingisi,6.0,Positif,Mot,Imitator
Muikale,Situé,located,Geleg,Itholakala,4.0,Positif,Mot,Located
Muimbi wa misambu,Musicien,musician,Musikant,Umculi,7.0,Positif,Mot,Musician
Muimitshisha,Enceinte ,pregnant,Spreker,Okhulelwe,0.0,Neutre,Mot,Pregnant 
Muimpe (oleve),Franc,franc,Frank,Iphoyisa,1.0,Positif,Mot,Franc
Muinda,Lampe,lamp,Lamp,Isibani,2.0,Positif,Mot,Lamp
Muinshi mua makasa,Plante ,plant,Plant,Isitshalo,-2.0,Negatif,Mot,Plant 
"Muinshi mua,
bukokeshi",Obligation,obligation,Verpligting,Isibopho,-3.0,Negatif,Mot,Obligation
Muisatu,Troisième,third,Derde,Okwesithathu,0.0,Neutre,Mot,Third
Mujadiki,Oculaire,ocular,Okulêr,I-Eyepiece,0.0,Neutre,Mot,Eyepiece
Muji,Racine,root,Wortel,Impande,0.0,Neutre,Mot,Root
Mujikiji,Consommateur,consumer,Verbruiker,Umthengi,0.0,Neutre,Mot,Consumer
Mujinguludi,Interprète,interpreter,Uitvoerder,Umhumushi,2.0,Positif,Mot,Interpreter
Mukaba,Ceinture,belt,Gord,Ibhande,0.0,Neutre,Mot,Belt
Mukaji,Épouse,marry,Vrou,Unkosikazi,5.0,Positif,Mot,Marry
Mukaji (Nginabanza),Dame,lady,Dame,Owesifazane,4.0,Positif,Mot,Lady
Mukaji wa mu lufuila,Veuve,widow,Weduwee,Umfelokazi,-4.0,Negatif,Mot,Widow
Mukalu,Confins,borders,Grense,Ama-confins,1.0,Positif,Mot,Borders
Mukana,Bouche,mouth,Mond,Umlomo,0.0,Neutre,Mot,Mouth
Mukanda,Livre,book,Boek,Bhukha,3.0,Positif,Mot,Book
Mukanda (mayi),Encre,ink,Ink,Uyinki,0.0,Neutre,Mot,Ink
Mukanda muvung,Rouleau,roll,Rol,I-roller,0.0,Neutre,Mot,Roll
Mukanda wa bumanyishi,Lettre de recommandation,,Brief van Aanbeveling,Incwadi yokutusa,6.0,Positif,Mot,Letter of recommendation
Mukawu,Jalousie,jealousy,Jaloesie,Umhawu,-6.0,Negatif,Mot,Jealousy
Mukebi,Meneur,leader,Leier,Umholi,2.0,Positif,Mot,Leader
Mukelenge,Seigneur,lord,Heer,Nkosi,3.0,Positif,Mot,Lord
"Mukelenge (muana
wa)",Prince,prince,Prins,INkosana,4.0,Positif,Mot,Prince
Mukelenge alue biandi,Maranatha,maranatha,Maranatha,I-Maranatha,5.0,Positif,Mot,Maranatha
Mukelenge mukashi,Reine,queen,Koningin,Indlovukazi,4.0,Positif,Mot,Queen
Mukelenge munene,Roi,king,Koning,Inkosi,4.0,Positif,Mot,King
Mukengeshi,"Bourreau,
Persécution","executioner,_x000D_
persecution","Beul,_x000D_
Vervolging","Umenzi wokubulala,
Ushushiso",-8.0,Negatif,Mot,"Executioner, Persecution"
Mukengeshibue,Opprimé,oppressed,Onderdruk,Ucindezelwe,-7.0,Negatif,Mot,Oppressed
Mukenji,Commandement,command,Bevel,Umyalo,2.0,Positif,Mot,Command
Mukenji,Messager,messenger,Boodskapper,I-Messenger,3.0,Positif,Mot,Messenger
Mukenji muela,Ordre,order,Bevel,I-oda,1.0,Positif,Mot,Order
Mukese,Mineur,minor,Minor,Okuncane,1.0,Positif,Mot,Minor
Mukete,Dard,dart,Pyltjie,I-Sting,-4.0,Negatif,Mot,Dart
Mukinyibue,Haïssable,hateful,Haatlik,Kuyenyanyeka,-9.0,Negatif,Mot,Hateful
Mukishi,Fantôme,ghost,Spook,Isipoki,-5.0,Negatif,Mot,Ghost
Mukokeshi,Dominateur,dominator,Heerser,I-Dominator,-3.0,Negatif,Mot,Dominant
Mukoko mukaji,Brebis,sheep,Skaap,Izimvu,2.0,Positif,Mot,Sheep
Mukole,Puissant,powerful,Kragtig,Inamandla,6.0,Positif,Mot,Powerful
Mukole (dina),Fortement,strongly,Sterk,Kuqine Kakhulu,0.0,Neutre,Mot,Strongly
Mukonyi wa biseba,Corroyeur,tanner,Tinder,Umkhohlisi,-2.0,Negatif,Mot,Currier
Mukoso,Médisance,gossip,Rugbyter,I-Medisance,1.0,Negatif,Mot,Slander
Muku mukaji,Belle-mère,mother-in-law,Skoonmoeder,Umamazala,0.0,Positif,Mot,Stepmother
Mukuabu,Autrui,others,Ander,Okunye,0.0,Neutre,Mot,Others
Mukuatshibue (ne menji amue),Animé,animated,Geanimeerd,Okupopayiwe,3.0,Positif,Mot,Animated
Mukuatshibue (ne dinanga),Animé,animated,Geanimeerd,Okupopayiwe,,,Mot,Animated
"Mukuatshiki wa
maluvu",Ivrogne,drunkard,Dronkaard,Udakiwe,-6.0,Negatif,Mot,Drunkard
Mukuatshishanganyi wa mudimu,Collaborateur,collaborator,Meewerker,Isisebenzi,3.0,Positif,Mot,Collaborator
Mukuatshishi,Tuteur,tutor,Tutor,Umqeqeshi,2.0,Positif,Mot,Tutor
Mukudi,Orateur,speaker,Spreker,Isipikha,3.0,Positif,Mot,Speaker
Mukuebe,Prochain,next,Buurman,Okulandelayo,2.0,Positif,Mot,Next
Mukukuidi,Adorateur,worshipper,Aanbidder,Abathandi,3.0,Positif,Mot,Worshipper
Mukulu (muaku),Ancien ,ancient,Antieke,Okudala,2.0,Positif,Mot,Ancient 
Mukumbane,Parfait,Perfect,Perfek,Iphelele,5.0,Positif,Mot,Perfect
"Mukumianganyi, mushipianganyi",Batteur,drummer,Tromspeler,I-Beater,1.0,Positif,Mot,Drummer
Mukumike,Abattu,shot dead,Uitgesny,Inqotshiwe,-6.0,Negatif,Mot,Shot down
Mukumu,Soufflet,bellows,Klok,Izinsimbi,-4.0,Negatif,Mot,Bellows
Mukuna,Colline,hill,Heuwel,Igquma,2.0,Positif,Mot,Hill
Mukuna mukese,Coteau,hill,Helling,Ummango,,,Mot,Hill
Mukungulu,Tonnerre,thunder,Donderweer,Ukuduma kwezulu,1.0,Positif,Mot,Thunder
Mukunze kunzu,Écarlate,scarlet,Skarlakenrooi,I-Scarlet,0.0,Neutre,Mot,Scarlet
Mûla,Myrrhe,myrrh,Mirre,Imure,3.0,Positif,Mot,Myrrh
"Mulalmi wa nzubu
wa lukanu",Geôlier,gaoler,Tronkbewaarder,Umgcini wejele,-5.0,Negatif,Mot,Gaoler
Mulambu,Impôt,tax,Belasting,Intela,1.0,Positif,Mot,Tax
"Mulambu wa kuosha
pa kapia",Holocauste,holocaust,Holocaust,Ukuqothulwa Kwesizwe,-8.0,Negatif,Mot,Holocaust
Mulami,Berger,shepherd,Herder,Umalusi,4.0,Positif,Mot,Shepherd
Mulami wa bintu,ÉcoMote,eco-motor,EkoMote,I-EcoMote,2.0,Positif,Mot,EcoMote
Mulami wa bintu bia mukelenge,Chambellan,chamberlain,Kamerheer,I-Chambellan,1.0,Neutre,Mot,Chamberlain
Mulami wa budimi bua nvinyo,Vigneron,winemaker,Wingerd,Umenzi wewayini,2.0,Positif,Mot,Winegrower
"Mulami wa kutshibi, nsentedi (mulume anyi mukaji)",Portier,porter,Deurwagter,Umlindi womnyango,0.0,Neutre,Mot,Porter
"Mulami wa
tshibutshilu",Intendant,steward,Rentmeester,Umphathi,1.0,Positif,Mot,Steward
Mulami wa tshilala benyi,Hôtelier,hotelier,Hotelwagter,I-hotelier,0.0,Neutre,Mot,Hotelier
Mulamibue (kuikala),Gardé ,guard,Bewaak,Kugcinwe,1.0,Positif,Mot,Guard 
Mulawu,Malédiction,curse,Vloek,Isiqalekiso,-9.0,Negatif,Mot,Curse
Mulayi,Promesse,promise,Belofte,Thembisa,5.0,Positif,Mot,Promise
Muledi,Parent,parent,Ouer,Umzali,3.0,Positif,Mot,Parent
Mulema,Perclus,crippled,Kruppel,Kufakiwe,-5.0,Negatif,Mot,Crippled
Mulembakane,Inutile,useless,Nutteloos,Akudingekile,-6.0,Negatif,Mot,Useless
Mulengele,Beau,beautiful,Knap,Inhle,5.0,Positif,Mot,Beautiful
Mulengeshi,Instructeur,instructor,Instrukteur,Umqeqeshi,4.0,Positif,Mot,Instructor
Mulobi,Pêcheur,fisherman,Visserman,Umdobi,0.0,Positif,Mot,Fisherman
Mulombi,Mendiant,beggar,Bedelaar,Isinxibi,-4.0,Negatif,Mot,Beggar
Mulombodi,Conducteur,driver,Drywer,Umshayeli,2.0,Positif,Mot,Driver
Mulondo,Cruche,jug,Kruik,I-Jug,,Neutre,Mot,Jug
Mulondo (ya biseba),Outre,besides,Wynsak,Ngaphezu kwalokho,0.0,Neutre,Mot,Besides
"Mulondo wa
alabasta",Albâtre,alabaster,Albaster,I-Alabaster,3.0,Neutre,Mot,Alabaster
"Mulondo, mushete",Vase,vase,Vaas,I-Vase,4.0,Neutre,Mot,Vase
Mulongo,Classe,class,Klas,Ikilasi,2.0,Positif,Mot,Class
Mulongo,Rang,rank,Rang,Izinga,2.0,Positif,Mot,Rank
Mulopo,Ambassadeur,ambassador,Ambassadeur,Inxusa,3.0,Positif,Mot,Ambassador
"Mulopo, Ngovena",Gouverneur,governor,Goewerneur,Umbusi,2.0,Positif,Mot,Governor
Mulotshi wa bilota,Rêveur,dreamer,Dromer,Umuntu ophuphayo,1.0,Positif,Mot,Dreamer
Muluate,Habillé,dressed,Geklee,Ukugqoka,2.0,Positif,Mot,Dressed
Mulubu,Rapport,report,Verslag,Bika,0.0,Neutre,Mot,Report
Muluishi,Opposant,opponent,Teenstander,Umphikisi,-2.0,Negatif,Mot,Opponent
Mulumbuludi,Magistrat,magistrate,Landdros,Imantshi,,,Mot,Magistrate
Mulumbuluishi,Préteur,lender,Praetor,Umphathi wendlu,2.0,Positif,Mot,Lender
Mulume,Mari,husband,Man,Umyeni,3.0,Positif,Mot,Husband
Mulume wa ngombe,Taureau,bull,Bul,I-Taurus,0.0,Neutre,Mot,Bull
Mulunda,Ami,friend,Vriend,Umngani,4.0,Positif,Mot,Friend
Mulunda wa mubaki wa mukashi,Fils de la chambre nuptiale,,Seun van die Bruidskamer,Izintambo Zamagumbi Omakoti,4.0,Positif,Mot,Son of the bridal chamber
Mulunda wa pa muoyo,Intime,respondent,Intieme,Ukusondelana,3.0,Positif,Mot,Respondent
Mumanyishi,Témoin,witness,Getuie,Ufakazi,2.0,Positif,Mot,Witness
Mumiaminyi,Semeur,sower,Saaier,Umhlwanyeli,2.0,Positif,Mot,Sower
Muminu,Gosier,throat,Keel,I-Gosier,0.0,Neutre,Mot,Throat
Muna mukole,Chaud,hot,Warm,Kuyashisa,2.0,Positif,Mot,Hot
Munanga,Bien-aimé,beloved,Geliefde,Othandekayo,5.0,Positif,Mot,Beloved
Munangibue,Affectionné,affectionate,Aanhankelijk,Ethandekayo,4.0,Positif,Mot,Affectionate
Munda,Intérieur,interior,Innere,Ingaphakathi,1.0,Neutre,Mot,Interior
Munda mashi,Dysenterie,dysentery,Disenterie,Amaphaphu,-6.0,Negatif,Mot,Dysentery
"Munda, mu difu",Ventre,belly,Maag,Isisu,0.0,Neutre,Mot,Belly
Mundankulu,Minuit,midnight,Middernag,Phakathi kwamabili,0.0,Neutre,Mot,Midnight
Mundidimbi,Ombre,shadow,Skaduwee,Isithunzi,-1.0,Positif,Mot,Shadow
Munene,Principal,main,Prinsipaal,Okuyinhloko,4.0,Positif,Mot,Main
"Munene wa masalayi
abena lomo",,,,,-3.0,Negatif,Mot,
Munowi,Moissonneur,reaper,Oester,Umvuni,2.0,Positif,Mot,Reaper
Muntu,Gens,people,Mense,Abantu,0.0,Neutre,Mot,People
Muntu Muakane,Juste,just,Regverdig,Ilungile,5.0,Positif,Mot,Just
Muntu mubi,,,,,-8.0,Negatif,Mot,
Muntu mubi,Profane,profane,Onheilig,Okuyinhlamba,-8.0,Negatif,Mot,Profane
Muntu mubi (muaku),Injuste ,unfair,Onregverdig,Akulungile,-7.0,Negatif,Mot,Unfair 
Muntu mubi (mufidi muleji ngikadilu),Injuste ,unfair,Onregverdig,Akulungile,-7.0,Negatif,Mot,Unfair 
Muntu mukole,Homme fait,,Volwasse Man,Umuntu wenziwe,2.0,Positif,Mot,Man made
Muntu munene,Noble,noble,Edel,Okuhle,4.0,Positif,Mot,Noble
Muntu ne mukuabu,Mutuel,mutual,Wedersyds,Okubambisene,3.0,Positif,Mot,Mutual
Muntu ne muntu,Individuellement,individually,Individueel,Umuntu ngamunye,0.0,Neutre,Mot,Individually
"Muntu udi mupudikile, ne
mupange dikima",Femmelette,sissy,Swak,I-Femmelette,-5.0,Negatif,Mot,Little woman
Muntu utshiena kamama (mulume anyi mukaji),Virginité,virginity,Maagdelikheid,Ubuntombi,3.0,Positif,Mot,Virginity
Muntu wa munda,Homme intérieur,,Innere Mens,Umuntu Wangaphakathi,2.0,Positif,Mot,Inner Man
Muntu wa Nzambi,Homme de Dieu,,Man van God,Umuntu kaNkulunkulu,5.0,Positif,Mot,Man of God
Munu,Doigt,finger,Vinger,Umunwe,0.0,Neutre,Mot,Finger
Munu (wa maluvu),Buveur,drinker,Drinker,Umuntu ophuzayo,-4.0,Negatif,Mot,Drinker
Munvui,Auditeur,listener,Luisteraar,Umcwaningi mabhuku,2.0,Positif,Mot,Listener
Munyenganganyi,Sacrilège,sacrilege,Heiligheilig,Sacrilege,-8.0,Negatif,Mot,Sacrilege
Munyengi,Ravisseur,abductor,Ontvoerder,I-Ravisseur,-7.0,Negatif,Mot,Abductor
Munyenyi,"Brigand, Larron",,"Rower, Dief","I-Brigand, Isela",-8.0,Negatif,Mot,"Brigand, Thief"
"Munyingalaja
(kuikala)",Indigné,unworthy,Verontwaardig,Kuyathukuthelisa,-3.0,Negatif,Mot,Unworthy
Munyingalala,Peiné,penalty,Gepyn,Okudwetshiwe,-4.0,Negatif,Mot,Penalty
Munyinyi munene wa mu mayi,Cétacé,cetacean,Walvis,I-Cetacean,0.0,Neutre,Mot,Cetacean
"Munyinyi wa mu mayi, Mushipa",Poisson,fish,Vis,Inhlanzi,0.0,Neutre,Mot,Fish
Muomumue,Égal,equal,Gelyke,Ilingana,3.0,Positif,Mot,Equal
Muondapi; nganga buka,Médecin,doctor,Geneesheer,Udokotela,4.0,Positif,Mot,Doctor
Muonji (lukanu),Câble,cable,Kabel,Ikhebula,0.0,Neutre,Mot,Cable
Muosa,Poil,hair,Haar,Izinwele,0.0,Neutre,Mot,Hair
Muoyo,Vie,life,Lewe,Impilo,5.0,Positif,Mot,Life
Muoyo (tshidi ne),Vif,lively,Lewendig,Okugqamile,3.0,Positif,Mot,Lively
Muoyo (udi ne muoyo),Vivant,alive,Lewendige,Uyaphila,4.0,Positif,Mot,Alive
Muoyo wa tshiendelele,Vie éternelle,,Ewige Lewe Verleier,Ukuphila okuphakade,6.0,Positif,Mot,Eternal life
Mupambuishi,Séducteur,seducer,Swerwer,Umuntu oyengayo,-6.0,Negatif,Mot,Seducer
Mupambuke,Errant,wandering,Onkundig,I-stray,-3.0,Negatif,Mot,Wandering
Mupangi,Ignorant,ignorant,Verkoper,Ukungazinaki,-5.0,Negatif,Mot,Ignorant
Mupanyi,Vendeur,seller,Behoeftig,Umthengisi,0.0,Neutre,Mot,Seller
Mupele,Nécessiteuse,needy,Godslasteraar,Kuyadingeka,-4.0,Negatif,Mot,Needy
Mupendianganyi,Blasphémateur Outrageux,,Skordaat,Umhlambalazi Ohlambalazayo,-8.0,Negatif,Mot,Outrageous blasphemer
Mupenya,Éclair,flash,Weerlig,Umbani,0.0,Neutre,Mot,Flash
Mupepele,Aisé,easy,Gerieflik,Amanani angabizi,3.0,Positif,Mot,Easy
Mupia-mupia,nouvelle,new,Nuwe,okusha,2.0,Positif,Mot,new
Mupiamupia mu Bualu bua Nzambi (mukudimune mutshima),Converti,converted,Bekeerling,Kuguquliwe,4.0,Positif,Mot,Converted
Mupianyi,Héritier,heir,Erfgenaam,Indlalifa,5.0,Positif,Mot,Heir
Mupika,Esclave,slave,Slaaf,Isigqila,-6.0,Negatif,Mot,Slave
Mupika mukaji,Servante,servant,Dienskneg,Incekukazi,0.0,Neutre,Mot,Servant
"Mupika, muena mudimu",,,,,2.0,Positif,Mot,
Mupile,Coupable,guilty,Skuldig,Unecala,-7.0,Negatif,Mot,Guilty
Mupinganyi,Successeur,successor,Opvolger,Olandelayo,3.0,Positif,Mot,Successor
Mupote,Fou,mad,Mal,Uyahlanya,-6.0,Negatif,Mot,Mad
Muprofete,Prophète,prophet,Profeet,Umprofethi,5.0,Positif,Mot,Prophet
Muprofete mukaji,Prophétesse,prophetess,Profetes,Umprofethikazi,5.0,Positif,Mot,Prophetess
Mupstolo,Apôtre,apostle,Apostel,Umphostoli,5.0,Positif,Mot,Apostle
Mupuekele,Moindre,lesser,Minder,Okuncane,-3.0,Negatif,Mot,Lesser
Mupumbishibue,Absent,absent,Afwesig,Kude,-2.0,Negatif,Mot,Absent
Mupuya,Odeur,smell,Reuk,Iphunga,0.0,Neutre,Mot,Smell
Mupuya wa Nzambi,Inspiré de Dieu,,Geïnspireer deur God,Ukuphefumulelwa nguNkulunkulu,6.0,Positif,Mot,Inspired by God
Musadoke,Sadducéen,Sadducee,Sadduseër,I-Sadducee,0.0,Neutre,Mot,Sadducee
Musambu,Cantique,hymn,Lied,Ingoma,4.0,Positif,Mot,Hymn
Musame,Malade,sick,Siek,Ukugula,-6.0,Negatif,Mot,Sick
Musame wa kaneke,Paralysé,paralyzed,Verlam,Ikhubazekile,-7.0,Negatif,Mot,Paralyzed
Musamu,Oreiller,pillow,Kussing,Umcamelo,0.0,Neutre,Mot,Pillow
Musangishi wa milambu,Publicain,publican,Tollenaar,I-Publican,-2.0,Positif,Mot,Publican
"Musangu, Misangu",Foi,faith,Geloof,Ukholo,0.0,Neutre,Mot,Faith
Musanke (kuikala),Satisfait,satisfied,Tevrede,Wanelisekile,3.0,Positif,Mot,Satisfied
"Musanke, mupole",Content,thrilled,Bly,Okuqukethwe,4.0,Positif,Mot,Thrilled
"Musankididi wa
benyi",,,,,4.0,Positif,Mot,
Museki,Moqueur,mocking,Spotter,Ukuhleka usulu,-5.0,Negatif,Mot,Mocking
Musenji,Barbare,barbarous,Barbaar,I-Barbarian,-6.0,Negatif,Mot,Barbarous
Mushamusha,Moinea,monk,Moinea,E-Moinea,2.0,Positif,Mot,Moinea
Mushete,Boisseau,bushel,Buissel,I-Boisseau,0.0,Neutre,Mot,Bushel
Mushiku,Ouverture,opening,Openende,Inani le-aperture:,2.0,Positif,Mot,Opening
Mushikuwa mbelu,Porte,door,Deur,Umnyango,1.0,Neutre,Mot,Door
Mushimi,Menteur,liar,Leuenaar,Umqambimanga,-7.0,Negatif,Mot,Liar
Mushimianganyi,Trompeur,misleading,Bedrieër,Umkhohlisi,-7.0,Negatif,Mot,Misleading
Mushindu,Façon,way,Weg,Indlela,0.0,Neutre,Mot,Way
Mushindu (nyama…),Espèce,species,Spesie,Izinhlobo,0.0,Neutre,Mot,Species
Mushindu eu,Sorte,sort,Soort,Hlunga,0.0,Neutre,Mot,Sort
Mushindu mubi,Injustement,unfairly,Onregverdig,Akulungile,-6.0,Negatif,Mot,Unfairly
"Mushindu udi kawuyi
wa Nzambi",Impiement,impiety,Goddeloos,Ukukhokhela,-7.0,Negatif,Mot,Impiety
Mushindu wa kuikala,Manière d'être,,Weg van Wees,Indlela yokuba,0.0,Neutre,Mot,Way of being
Mushinga,Valeur,value,Waarde,Inani,2.0,Positif,Mot,Value
"Mushinga, tshuwidi, disangisha",Somme,sum,Som,Isamba,0.0,Neutre,Mot,Sum
Mushintakaji,Changeur,changer,Wisselaar,Ukushintsha,0.0,Neutre,Mot,Money changer
Mushipi,Destructeur,destructive,Vernietiger,Umcekela phansi,-8.0,Negatif,Mot,Destructive
Mushipi wa bipungidi,Implacable,implacable,Mededogenloos,Ukungakhululeki,-7.0,Negatif,Mot,Implacable
Mushipi wa mikenji,Transgresseur,transgressor,Oortreder,Isiphambeko,-8.0,Negatif,Mot,Transgressor
Mushipianganyi,Meurtrier,murderer,Moordenaar,Umbulali,-9.0,Negatif,Mot,Murderer
Mushipu,Automne,autumn,Herfs,Ukwindla,0.0,Neutre,Mot,Autumn
Musoko,Cité,quoted,Stad,Kucashunwe,0.0,Neutre,Mot,Quoted
Musoko mukese,Village,village,Dorp,Idolobhana,2.0,Positif,Mot,Village
Musokoko,Secret,secret,Geheim,Imfihlo,-1.0,Positif,Mot,Secret
Musokome (muaba),Secret,secret,Geheim,Imfihlo,-1.0,Positif,Mot,Secret
Musombeshanganyi,Créancier,creditor,Skuldeiser,Umuntu okweleta imali,0.0,Neutre,Mot,Creditor
Musombuedi,Vengeur,avenger,Wraaker,Umphindiseli,-6.0,Negatif,Mot,Avenger
Musonga,Faîte,done,Rand,Yenza,2.0,Positif,Mot,Done
Musonguedianganyi,Délateur,informer,Informant,Umhlengi,-8.0,Negatif,Mot,Informer
Musuka,Âme,soul,Siel,Soul,5.0,Positif,Mot,Soul
Musukulampampa,Éponge,sponge,Spons,Isiponji,0.0,Neutre,Mot,Sponge
Musulu,Fleuve,river,Rivier,Umfula,2.0,Positif,Mot,River
Musumba,Multitude,multitude,Menigte,Ubuningi,0.0,Neutre,Mot,Multitude
Musungidi,auveur,author,Verlosser,i-auveur,6.0,Positif,Mot,light
Mutabale (kuikala),Vigilant,vigilant,Waaksaam,Uqaphile,5.0,Positif,Mot,Vigilant
Mutalela,Humidité,humidity,Vogtigheid,Umswakama,0.0,Neutre,Mot,Humidity
Mutambe (mushintuludi),Fort,strong,Sterk,Inamandla,0.0,Neutre,Mot,Strong
Mutanda,Pâte,dough,Deeg,Inhlama,0.0,Neutre,Mot,Dough
Mutangadiki,Évangéliste,evangelist,Evangelis,Umvangeli,5.0,Positif,Mot,Evangelist
Mutangidi,Surveillant,supervisor,Oopsiener,Umphathi,2.0,Positif,Mot,Supervisor
Mutatakane,Inconstant,inconstant,Wisselvas,Akuvumelani,-4.0,Negatif,Mot,Inconstant
Mutekete,Faible,weak,Swak,Phansi,-5.0,Negatif,Mot,Weak
Mutekete (muntu),Impotent,impotent,Impotent,Kukhokhiswa intela,-6.0,Negatif,Mot,Impotent
Mutelu (katshiyi),Couture,sewing,Naaiwerk,Ukuthunga,-2.0,Negatif,Mot,Sewing
Mutempeshi wa mbuku,Exorciste,exorcist,Drywer,I-exorcist,3.0,Positif,Mot,Exorcist
"Mutendeledi wa
mpingu",Idolâtre,idolatrous,Afgodedienaar,Ukukhonza izithombe,-8.0,Negatif,Mot,Idolatrous
Mutentekedi,Agent secret,,Geheime Agent,I-Ejenti Eyimfihlo,-3.0,Positif,Mot,Secret agent
Muteyi,Tentateur,tempter,Versoeker,Umlingi,-7.0,Negatif,Mot,Tempter
Mutoke,,,,,2.0,Positif,Mot,
Mutontolodi,Murmurateur,murmurer,Murmureerder,Umuntu ohlebayo,-6.0,Negatif,Mot,Murmurer
Mutoto,Étoile,star,Ster,Inkanyezi,3.0,Positif,Mot,Star
Mutoto wa nkesha,Étoile du matin,,Môrester,Inkanyezi Yasekuseni,4.0,Positif,Mot,Morning Star
Mutoyi,Mélodie,melody,Melodie,I-melody,3.0,Positif,Mot,Melody
Mutshi,Plante végétale,,Plant,Isitshalo,2.0,Positif,Mot,Plant
Mutshi munene,Poutre,beam,Balk,I-Beam,0.0,Neutre,Mot,Beam
"Mutshi
mutshiamakane",Bois,drink,Hout,Izinkuni,0.0,Neutre,Mot,Drink
Mutshi mutshiamakane,Croix,cross,Kruis,Uphawu,5.0,Positif,Mot,Cross
Mutshi wa Nfigi,Figuier,fig tree,Vy Boom,Isihlahla somkhiwane,2.0,Positif,Mot,Fig tree
Mutshi wa tshikokedi,Joug,yoke,Juk,I-Yogi,-3.0,Negatif,Mot,Yoke
Mutshi wa tshikunyibua,Tige,stem,Roede,Induku,0.0,Neutre,Mot,Stem
Mutshima,Cœur,heart,Hart,Inhliziyo,5.0,Positif,Mot,Heart
Mutshima munene,Serrement,tightening,Beklemtoning,Ukuqina,-2.0,Negatif,Mot,Tightening
"Mutshima, kondo ka mutshima",Conscience,awareness,Gewete,Ukuqwashisa,4.0,Positif,Mot,Awareness
Dibungama,Regret,regret,Spyt,Ukuzisola,-5.0,Negatif,Mot,Regret
