CILUBA,French,Afrikaans,Score,Sentiment,Nature,English_Translation
Nkama ibidi,Deux cents,Tweehonderd,0.0,Neutre,Nombre,Two hundred
Nkama inayi,Quatre cents,Vier honderd,0.0,Neutre,Nombre,Four hundred
Malu a kukema,Merveill,Verwondering,9.0,Positif,Mot,Marvel
Malu adi kaayi a Nzambi,Impiété,Ongeloof,-8.0,Negatif,Mot,Impiety
Maluvu,Cervoise,Bier,0.0,Neutre,Mot,Beer
Maluvu (a nvinyo),Vin,Wyn,0.0,Neutre,Mot,Wine
Mamata,Grumeau,Klont,-4.0,Negatif,Mot,Lump
Maminu,Produit,Produk,5.0,Positif,Mot,Product
Mamona,Richess,Rykdom,-7.0,Negatif,Mot,Wealth
Mampanu,Tuile,Teël,0.0,Neutre,Mot,Tile
Mamu,Mère,Moeder,9.0,Positif,Mot,Mother
Mana,Manne,Manna,8.0,Positif,Mot,Manna
Manananshi,Parfum,Parfuum,7.0,Positif,Mot,Scent
Mananshi a Nado,Nard,Nardus,6.0,Positif,Mot,Nard
Mansanga,Coin,Mielies,0.0,Neutre,Mot,Corner
Manseba,,,4.0,Positif,Mot,
Manyi,Huile,Olie,5.0,Positif,Mot,Oil
Mapuapua,Aile,Vlerk,6.0,Positif,Mot,Wing
Marbre,Marbre,Marmer,7.0,Positif,Mot,Marble
Masandi,Débauche,Losbandigheid,-8.0,Negatif,Mot,Debauchery
Masangu,Carrefour,Kruispad,0.0,Neutre,Mot,Crossroads
Mashi,Sang,Bloed,-6.0,Negatif,Mot,Blood
Mashika,Froid,Koue,-4.0,Negatif,Mot,Cold
Mashinde,Pâture,Weiland,5.0,Positif,Mot,Pasture
Matambe,Infiniment plus,Oneindig meer,8.0,Positif,Mot,Infinitely more
Matandu,Querelle,Rusie,-7.0,Negatif,Mot,Quarrel
Mateketa, Infirmité,Swakheid,-6.0,Negatif,Mot, Infirmity
"Matshika, luseke",Territoire,Gebied,4.0,Positif,Mot,Territory
Matshuwa,,,0.0,Neutre,Mot,
Matuku (masomba),Séjour,Bly,5.0,Positif,Mot,Stay
Matuku alualua,Avenir,Toekoms,8.0,Positif,Mot,Future
Matumba anayi a bule bua muomumue,Carré,Vierkant,0.0,Neutre,Mot,Square
Mavuala,Vague,Golf,4.0,Positif,Mot,Wave
Mayi,Eau,Water,6.0,Positif,Mot,Water
Mayi adi ne muenji,Torrent,Streel,4.0,Positif,Mot,Torrent
"Mayi manene a
talata",Mer de verre,See van Glas,7.0,Positif,Mot,Sea of Glass
Mayisha a kumudilu,Rudiment,Rudiment,0.0,Neutre,Mot,Rudiment
"Mayisha a kumudilu,
bintu bidi bimueneka bia pa buloba",Élément,Element,5.0,Positif,Mot,Element
Mbila,Cri,Huil,-5.0,Negatif,Mot,Cry
Mbombo itanu,Cinquante mille,Vyftigduisend,0.0,Neutre,Nombre,Fifty thousand
"Mbombo ne
mbombo",Millier,Duisend,0.0,Neutre,Nombre,Thousand
Mbuji,Chèvre,Bok,3.0,Neutre,Mot,Goat
Mbuji (mbumbu),Bouc,Bok,0.0,Neutre,Mot,Goat
Mene mene,Absolument,Absoluut,8.0,Positif,Mot,Absolutely
Menji, Intention,Bedoeling,6.0,Positif,Mot, Intention
Menji (a),Intellectuel,Intellektueel,9.0,Positif,Mot,Intellectual
Menji (dipangadija),Conseil,Advies,8.0,Positif,Mot,Advice
Menji a Nzambi,Pieux,Vroom,9.0,Positif,Mot,Pious
"Mesa, mensa",Table,Tafel,6.0,Positif,Mot,Table
Meshi (a biuma bia pa buloba),Souci,Besorgdheid,-6.0,Negatif,Mot,Worry
Meyi a diyisha,Discours,Spraak,7.0,Positif,Mot,Speech
Meyi a mikenji,Exigence,Eis,5.0,Positif,Mot,Requirement
Meyi a Nzambi,Oracle,Orakel,8.0,Positif,Mot,Oracle
Meyi a Tshiprofete,Prophétie,Profesie,9.0,Positif,Mot,Prophecy
Mianda,Récit,Storie,6.0,Positif,Mot,Narrative
Mibi (nyuma),Malin,Slim,-7.0,Negatif,Mot,Clever
Mibuabua,Renard,Vos,-6.0,Negatif,Mot,Fox
Midima,Obscur,Donker,-5.0,Negatif,Mot,Obscure
Miepu,Épi,Oor,5.0,Positif,Mot,Ear
Mifundu,Inscription,Inskripsie,6.0,Positif,Mot,Registration
Mikalu,Borne,Grens,4.0,Positif,Mot,Terminal
Mikemu,Soupir,Sug,-5.0,Negatif,Mot,Sigh
Mikenji,Loi,Wet,7.0,Positif,Mot,Law
Mikete,Artifice,Kunsmatige,-6.0,Negatif,Mot,Artifice
Mikumu,Coup,Slag,-4.0,Negatif,Mot,Cut
"Mimpe, buimpe, tshimpe…",Bon,Goed,8.0,Positif,Mot,Good
Minda,Luminaire,Lig,7.0,Positif,Mot,Lighting
Mineku,Plaisanterie,Grap,5.0,Positif,Mot,Joke
Mionshi,Courroie,Gordel,0.0,Neutre,Mot,Belt
Miosa,Laine,Wol,4.0,Positif,Mot,Wool
Mioyo kulu,Suspen,Skorsing,-3.0,Negatif,Mot,Suspense
Mipote,Perpétuité,Ewigdurend,8.0,Positif,Mot,Perpetuity
Misambu,Psaume,Psalm,9.0,Positif,Mot,Psalm
Misangu inayi,Quadruple,Viervoudig,0.0,Neutre,Mot,Quadruple
Misangu lukama,Centuple,Honderdvoudig,6.0,Positif,Mot,Hundredfold
Misangu ne misangu,Souvent,Dikwels,5.0,Positif,Mot,Often
Misangu ya bungi,Fréquent,Gereelde,6.0,Positif,Mot,Frequent
Misangu yonso,Cesse,Staak Op,7.0,Positif,Mot,Cease
Misesu,Rue,Straat,0.0,Neutre,Mot,Street
Mishiku,Lèvre,Lip,4.0,Positif,Mot,Lip
Mishindu mivulangane,Diversité,Diversiteit,6.0,Positif,Mot,Diversity
Mishindu ne mishindu,Divers,Diverse,5.0,Positif,Mot,Miscellaneous
"Misumba, mbombo",Myriade,Miriade,7.0,Positif,Mot,Myriad
Mitambe bungi,Surabondamment,Oorvloedig,8.0,Positif,Mot,Superabundantly
Mitendekenu,Intercession,Voorbidding,9.0,Positif,Mot,Intercession
Mitshipu,Imprécations ,Vloeke,-8.0,Negatif,Mot,Imprecations 
Momumue,Pareil,Dieselfde,4.0,Positif,Mot,The same
Monji munene,Cep,Wingerdstok,0.0,Neutre,Mot,Cep
Moyo,Salutation,Groet,8.0,Positif,Mot,Greeting
Mpala,Visage,Gesig,4.0,Positif,Mot,Face
Mpala wa buatu,Proue,Boeg,0.0,Neutre,Mot,Bow
Mpalata,Drachme,Drachma,0.0,Neutre,Mot,Drachma
Mpanganu,Assorti ,Geassorteerd,-5.0,Negatif,Mot,Matching 
Mpata,"Dissension
","Twis_x000D_
",-4.0,Negatif,Mot,"Dissension
"
Mpata; kutantamena,Contredit,Teenstrydigheid,-6.0,Negatif,Verbe,Contradicted
Mpaya,Sac,Sak,0.0,Neutre,Mot,Bag
Mpidieu,Incessamment,Onophoudelik,7.0,Positif,Mot,Incessantly
Mpingu,Idole,Afgod,-8.0,Negatif,Mot,Idol
Mpokolo wa mayi,Réservoir d'eau,Reservoir Water,4.0,Positif,Mot,Water tank
Mpongo,Vallée,Vallei,5.0,Positif,Mot,Valley
Mpudi matshiu,Sourd,Doof,-6.0,Negatif,Mot,Deaf
Mpukapuka,Aventure,Avontuur,6.0,Positif,Mot,Adventure
Mpulushi,Sergent,Sersant,0.0,Neutre,Mot,Sergeant
Mpunda,Ânesse,Donkie,0.0,Neutre,Mot,Donkey
"Mpunda (bua
mpunda)",Somme,Som,0.0,Neutre,Mot,Sum
Mpungi,Trompette,Trompet,6.0,Positif,Mot,Trumpet
Mpungu,Péage,Tol,0.0,Neutre,Mot,TOLL
Mputa,Plaindre,Klag,-7.0,Negatif,Verbe,Complain
Mputa wa lubangu,Gangrène,Gangreen,-8.0,Negatif,Mot,Gangrene
"Mputa, mikumu",Blessure,Wond,-6.0,Negatif,Mot,Injury
Mputa,Ulcère,Ulkus,-7.0,Negatif,Mot,Ulcer
Mu bulelela,Certainement,Beslis,8.0,Positif,Mot,Certainly
Mu difuanagana,Conformité de,Ooreenstemming van,8.0,Positif,Mot,Compliance of
Mu dinyunguluka,Ronde ,Rond,5.0,Positif,Mot,Round 
Mu kuenza (nunku),Entrefaites ,Intussen,4.0,Positif,Mot,Meanwhile 
Mu mayi,Large,Wyd,6.0,Positif,Mot,Wide
Mu mushindu onso,Manière,Manier,5.0,Positif,Mot,Manner
Mu musokoko,Secrètement,Geheim,7.0,Positif,Mot,Secretly
Mu nkatshi,Milieu,Middel,4.0,Positif,Mot,Medium
Mu Nyuma,Spirituellement,Geestelik,9.0,Positif,Mot,Spiritually
Mu nzubu,Toit,Dak,4.0,Positif,Mot,Roof
"Mu tshikondo, mu tshilejelu, bu",Titre,Titel,6.0,Positif,Mot,Title
Mu tshikoso,Brièvement,Kortliks,7.0,Positif,Mot,Briefly
Mu tshilele,Traditionnellement,Tradisioneel,8.0,Positif,Mot,Traditionally
Muaba,Région,Streek,5.0,Positif,Mot,Region
Muaba mupengame,Écart,Gap,-4.0,Negatif,Mot,Gap
Muaba mutumbuke,Estrade,Platform,4.0,Positif,Mot,Platform
Muaba wa bafue,Hadès,Hades,-9.0,Negatif,Mot,Hades
Muaba wa kuala,Logement,Woning,5.0,Positif,Mot,Accommodation
Muaba wa mabue,Pavé,Keisteen,0.0,Neutre,Mot,Paving stone
Muaba wetu (ditunga),Patrie,Tuisland,8.0,Positif,Mot,Country
Muabanyanganyi,Participant,Deelnemer,6.0,Positif,Mot,Participant
Muadi,Pleur,Huil,-6.0,Negatif,Mot,Crying
Muakane,Juste,Regverdige,9.0,Positif,Mot,Just
Muakuidi,Sacrificateur,Priester,7.0,Positif,Mot,Sacrificer
Muakuidi munene,Souverain sacrificateur,Hoëpriester,9.0,Positif,Mot,High priest
Muakulu,Langage,Taal,6.0,Positif,Mot,Language
Muakulu (mukese),Dialecte,Dialek,5.0,Positif,Mot,Dialect
Muambi,Prédicateur,Prediker,8.0,Positif,Mot,Preacher
Muambuluishangany,Associé,Medewerker,7.0,Positif,Mot,Partner
Muan'abo mukashi,Sœur,Suster,8.0,Positif,Mot,Sister
Muana,"Enfant,
Petit","Kind,_x000D_
Klein",7.0,Positif,Mot,"Child, Little"
Muana bute,Premier-né,Eersgeborene,8.0,Positif,Mot,Firstborn
Muana mukaji,Fille,Dogter,7.0,Positif,Mot,Girl
Muana mulume,Fils,Seun,8.0,Positif,Mot,Son
Muana wa dibutuka,Fils de perdition,Seun van die Verdoemenis,-8.0,Negatif,Mot,Son of perdition
Muana wa masandi,Bâtard,Basterd,-7.0,Negatif,Mot,Bastard
Muana wa mu ngena,Fils de la géhenne,Seun van Gehenna,-9.0,Negatif,Mot,Son of Gehenna
Muana wa mukoko,Agneau,Lam,9.0,Positif,Mot,Lamb
Muana wa munya,Fils de la lumière,Seun van die Lig,9.0,Positif,Mot,Son of light
Muana wa ngombe mukaji,Génisse,Vers,0.0,Neutre,Mot,Heifer
Muana wa Ngombe,Veau,Kalf,0.0,Neutre,Mot,Calf
Muana wa nshiye,Orphelin,Weeskind,-6.0,Negatif,Mot,Orphan
Muanda mukulu,Huit,Agt,0.0,Neutre,Nombre,Eight
Muanda mutekete,Sept,Sewe,0.0,Neutre,Nombre,Seven
Muanetu,Frère,Broer,8.0,Positif,Mot,Brother
Muangatshi pamue,Coparticipant,Mededeelnemer,7.0,Positif,Mot,Co-participant
Muanjelo,Ange,Engel,9.0,Positif,Mot,Angel
"Muanjelo mutambe
bakuabu",Archange,Aartsengel,9.0,Positif,Mot,Archangel
Muanzankongolo,Arc en ciel,Reënboog,9.0,Positif,Mot,Rainbow
Muasambi,Consolateur,Trooster,8.0,Positif,Mot,Comforter
Mubaki,Époux,Man,7.0,Positif,Mot,Husband
Mubandi,Accusateur,Aanklaer,-7.0,Negatif,Mot,Accuser
Mubandi wa pa kabalu,Cavalier,Ruiter,4.0,Positif,Mot,Rider
Mubanga,Ivoire,Ivoor,6.0,Positif,Mot,Ivory
Mubangi wa malu mapia-mapia,Inventeur,Uitvinder,7.0,Positif,Mot,Inventor
Mubangila,Fiancé,Verloofde,8.0,Positif,Mot,Fiance
Mubangu,Frange,Knal,0.0,Neutre,Mot,Fringe
Mubanji,Riche,Ryk,8.0,Positif,Mot,Rich
Mubengibue,Illicite,Onwettig,-8.0,Negatif,Mot,Illicit
Mubi (muaku),Méchant,Slegte,-7.0,Negatif,Mot,Wicked
Mubi (Mufidi muleji),Méchant,Slegte,-6.0,Negatif,Mot,Wicked
Mubidi,Corps,Liggaam,0.0,Neutre,Mot,Body
Mubidi udi umueneka,Extérieur,Eksterieur,0.0,Neutre,Mot,Outside
Mubikila,Convié,Gas,7.0,Positif,Mot,Invited
"Mubisha, Muvuijibue pa mutu pa mulu",Élevé,Hoog,8.0,Positif,Mot,Pupil
Mubumbakane,Étroit,Smal,-4.0,Negatif,Mot,Narrow
Mubundabunda,Meurtrissure,Gekneus,-7.0,Negatif,Mot,Bruise
Mubungame,Triste,Hartseer,-6.0,Negatif,Mot,Sad
Mudianjidi,Précurseur,Voorloper,8.0,Positif,Mot,Precursor
Mudiba,Grenier,Graanskuur,5.0,Positif,Mot,Attic
Mudiimu mukole,Faix,Las,-5.0,Negatif,Mot,Faix
Mudimu,Administration,Administrasie,7.0,Positif,Mot,Administration
Mudimu mukole,Labeur,Arbeid,5.0,Positif,Mot,Labor
Mudimu wa bianza,Métier,Handel,6.0,Positif,Mot,Job
Mudimuke,Prudent,Versigtig,8.0,Positif,Mot,Careful
Mudingi,Imposteur,Bedrieër,-8.0,Negatif,Mot,Impostor
Mudishikamine,Libre,Vry,9.0,Positif,Mot,Free
Mudishikamine (udi),Affranchi,Vrygelaste,8.0,Positif,Mot,Freedman
Mudisui,Orgueilleux,Trots,-7.0,Negatif,Mot,Proud
Muele,Faucille,Sekel,0.0,Neutre,Mot,Sickle
Muele (wa nvita),Épée,Swaard,5.0,Positif,Mot,Sword
Muena (tshisamba),Appartenir,Behoort,6.0,Positif,Verbe,Belong
Muena ba demon,Démoniaque,Demonies,-9.0,Negatif,Mot,Demonic
Muena biakulakula,Discoureur,Spraakspreker,-4.0,Negatif,Mot,Orator
Muena buatu,Matelot,Matroos,4.0,Positif,Mot,Sailor
Muena bupidia,Désobéissant,Ongehoorsaam,-7.0,Negatif,Mot,Disobedient
Muena dibanza,Débiteur,Skuldaar,-5.0,Negatif,Mot,Debtor
Muena dikenga,Misérable,Ellendig Veragter,-7.0,Negatif,Mot,Miserable
Muena dipetu,Contempteur,Leuenaar,-6.0,Negatif,Mot,Scorner
Muena dishima,Menteur,Hebreeus,-7.0,Negatif,Mot,Liar
Muena ebelu,Hébreu,Verlam,4.0,Positif,Mot,Hebrew
Muena kaneke,Paralytique,Christen,-6.0,Negatif,Mot,Paralytic
Muena kilisto,Chrétien,Verwantskap,8.0,Positif,Mot,Christian
Muena kuabu,Parenté,Leviet,6.0,Positif,Mot,Relationship
Muena Lewi,Lévite,Wreed,5.0,Positif,Mot,Levite
Muena lonji,Cruel,Huigelaar,-8.0,Negatif,Mot,Cruel
Muena lubombo,Hypocrite,Gevangene,-7.0,Negatif,Mot,Hypocritical
Muena lukanu,Prisonnier,Yweraar,-6.0,Negatif,Mot,Prisoner
Muena lukunukunu,Zélote,Wyse,5.0,Positif,Mot,Zealot
Muena lungenyi,Sage,Hoereeraar,9.0,Positif,Mot,Wise
Muena masandi,Fornicateur,Stryderig,-8.0,Negatif,Mot,Fornicator
Muena matandu,Disputeur,Onmatig,-6.0,Negatif,Mot,Disputer
Muena mudi,Intempérance,Dienskneg,-7.0,Negatif,Mot,Intemperance
Muena mudimu,Domestique,Tuinier,7.0,Positif,Mot,Domestic
Muena mudimu wa mu muaba aba,Jardinier,Eter,5.0,Positif,Mot,Gardener
Muena mudio,Mangeur,Towenaar,3.0,Neutre,Mot,Eater
Muena mupongo,Magicien,Sagmoedig,4.0,Positif,Mot,Magician
Muena mutshima mupuekele,Débonnaire,Liberaal,7.0,Positif,Mot,Good-natured
"Muena mutshima wa luse (bua
kukuatshisha)",Libéral,Metgesel,8.0,Positif,Mot,Liberal
Muena nabu,Compagnon,Melaatse,7.0,Positif,Mot,Companion
Muena Nsudi,Lépreux,Inwoner,-6.0,Negatif,Mot,Leper
Muena pa muaba,Habitant,Stoïsyns,5.0,Positif,Mot,Resident
Muena Stoiko,Stoïcien,Afskuwelik,6.0,Positif,Mot,Stoic
Muena tshinyangu,Abominable,Vergeetagtig,-8.0,Negatif,Mot,Abominable
"Muena
tshipuamuoyo",Oublieux,Malkop,-5.0,Negatif,Mot,Forgetful
Muena tshiseke,Lunatique,Bejammerenswaardig,-6.0,Negatif,Mot,Moody
Muena yenda,Pite,Prostituut,-4.0,Negatif,Mot,Pite
Muendi wa masandi mukaji.,Prostituée,Walg,-8.0,Negatif,Mot,Prostitute
Muengu (kupidia ne muengu),Dégoût,Maker,-7.0,Negatif,Mot,Disgust
Muenji,Faiseur,Sondaar,6.0,Positif,Mot,Maker
Muenji wa bibi,Pécheur,Weldoener,-8.0,Negatif,Mot,Fisherman
Muenji wa bilengele,Bienfaiteur,Boosdoener,9.0,Positif,Mot,Benefactor
Muenji wa malu mabi,Malfaiteur,Wetgewer,-8.0,Negatif,Mot,Criminal
Muenji wa mikenji,Législateur,Skoumaker,8.0,Positif,Mot,Legislator
Muenyi,Forain,Gasheer,4.0,Positif,Mot,Fairground
"Muenyi, muena nzubu",Hôte,Outeur,6.0,Positif,Mot,Host
Muenzeji,Auteur,Filosoof,7.0,Positif,Mot,Author
Mufalese,Philosophe,Donker,8.0,Positif,Mot,Philosopher
Mufike,Ténébreux,Duisternis,-6.0,Negatif,Mot,Dark
Mufitu,Obscurité,Blindheid,-8.0,Negatif,Mot,Darkness
Mufofo (muaku),Aveugle,Blind,-6.0,Negatif,Mot,Blind
Mufuanangane,Semblable,Soortgelyk,5.0,Positif,Mot,Similar
Mufuba,Os,Been,0.0,Neutre,Mot,Bone
Mufudi,Ride,Rimpel,-4.0,Negatif,Mot,Wrinkled
Mufue,Mort,Dood,-5.0,Negatif,Mot,Dead
"Mufuidianganyi wa
luse",Compatissant,Medelydende,8.0,Positif,Mot,Compassionate
Mufuki,Créateur,Skepper,9.0,Positif,Mot,Creator
Mufumbi wa dima,Potier,Pottebakker,6.0,Positif,Mot,Potter
Mufundi,Scribe,Skrywer,7.0,Positif,Mot,Scribe
Mufundu,Écriteau,Teken,5.0,Positif,Mot,Sign
Mufutshi,Rémunérateur,Belonende,8.0,Positif,Mot,Remunerative
Muibaki,Architecte,Argitek,7.0,Positif,Mot,Architect
Muibi,Voleur,Dief,-8.0,Negatif,Mot,Thief
Muibidi,Second,Tweede,5.0,Positif,Mot,Second
Muidikiji,Imitateur,Nabootser,6.0,Positif,Mot,Imitator
Muikale,Situé,Geleg,4.0,Positif,Mot,Located
Muimbi wa misambu,Musicien,Musikant,7.0,Positif,Mot,Musician
Muimitshisha,Enceinte ,Spreker,0.0,Neutre,Mot,Pregnant 
Muimpe (oleve),Franc,Frank,1.0,Positif,Mot,Franc
Muinda,Lampe,Lamp,2.0,Positif,Mot,Lamp
Muinshi mua makasa,Plante ,Plant,-2.0,Negatif,Mot,Plant 
"Muinshi mua,
bukokeshi",Obligation,Verpligting,-3.0,Negatif,Mot,Obligation
Muisatu,Troisième,Derde,0.0,Neutre,Mot,Third
Mujadiki,Oculaire,Okulêr,0.0,Neutre,Mot,Eyepiece
Muji,Racine,Wortel,0.0,Neutre,Mot,Root
Mujikiji,Consommateur,Verbruiker,0.0,Neutre,Mot,Consumer
Mujinguludi,Interprète,Uitvoerder,2.0,Positif,Mot,Interpreter
Mukaba,Ceinture,Gord,0.0,Neutre,Mot,Belt
Mukaji,Épouse,Vrou,5.0,Positif,Mot,Marry
Mukaji (Nginabanza),Dame,Dame,4.0,Positif,Mot,Lady
Mukaji wa mu lufuila,Veuve,Weduwee,-4.0,Negatif,Mot,Widow
Mukalu,Confins,Grense,1.0,Positif,Mot,Borders
Mukana,Bouche,Mond,0.0,Neutre,Mot,Mouth
Mukanda,Livre,Boek,3.0,Positif,Mot,Book
Mukanda (mayi),Encre,Ink,0.0,Neutre,Mot,Ink
Mukanda muvung,Rouleau,Rol,0.0,Neutre,Mot,Roll
Mukanda wa bumanyishi,Lettre de recommandation,Brief van Aanbeveling,6.0,Positif,Mot,Letter of recommendation
Mukawu,Jalousie,Jaloesie,-6.0,Negatif,Mot,Jealousy
Mukebi,Meneur,Leier,2.0,Positif,Mot,Leader
Mukelenge,Seigneur,Heer,3.0,Positif,Mot,Lord
"Mukelenge (muana
wa)",Prince,Prins,4.0,Positif,Mot,Prince
Mukelenge alue biandi,Maranatha,Maranatha,5.0,Positif,Mot,Maranatha
Mukelenge mukashi,Reine,Koningin,4.0,Positif,Mot,Queen
Mukelenge munene,Roi,Koning,4.0,Positif,Mot,King
Mukengeshi,"Bourreau,
Persécution","Beul,_x000D_
Vervolging",-8.0,Negatif,Mot,"Executioner, Persecution"
Mukengeshibue,Opprimé,Onderdruk,-7.0,Negatif,Mot,Oppressed
Mukenji,Commandement,Bevel,2.0,Positif,Mot,Command
Mukenji,Messager,Boodskapper,3.0,Positif,Mot,Messenger
Mukenji muela,Ordre,Bevel,1.0,Positif,Mot,Order
Mukese,Mineur,Minor,1.0,Positif,Mot,Minor
Mukete,Dard,Pyltjie,-4.0,Negatif,Mot,Dart
Mukinyibue,Haïssable,Haatlik,-9.0,Negatif,Mot,Hateful
Mukishi,Fantôme,Spook,-5.0,Negatif,Mot,Ghost
Mukokeshi,Dominateur,Heerser,-3.0,Negatif,Mot,Dominant
Mukoko mukaji,Brebis,Skaap,2.0,Positif,Mot,Sheep
Mukole,Puissant,Kragtig,6.0,Positif,Mot,Powerful
Mukole (dina),Fortement,Sterk,0.0,Neutre,Mot,Strongly
Mukonyi wa biseba,Corroyeur,Tinder,-2.0,Negatif,Mot,Currier
Mukoso,Médisance,Rugbyter,1.0,Negatif,Mot,Slander
Muku mukaji,Belle-mère,Skoonmoeder,0.0,Positif,Mot,Stepmother
Mukuabu,Autrui,Ander,0.0,Neutre,Mot,Others
Mukuatshibue (ne menji amue),Animé,Geanimeerd,3.0,Positif,Mot,Animated
Mukuatshibue (ne dinanga),Animé,Geanimeerd,,,Mot,Animated
"Mukuatshiki wa
maluvu",Ivrogne,Dronkaard,-6.0,Negatif,Mot,Drunkard
Mukuatshishanganyi wa mudimu,Collaborateur,Meewerker,3.0,Positif,Mot,Collaborator
Mukuatshishi,Tuteur,Tutor,2.0,Positif,Mot,Tutor
Mukudi,Orateur,Spreker,3.0,Positif,Mot,Speaker
Mukuebe,Prochain,Buurman,2.0,Positif,Mot,Next
Mukukuidi,Adorateur,Aanbidder,3.0,Positif,Mot,Worshipper
Mukulu (muaku),Ancien ,Antieke,2.0,Positif,Mot,Ancient 
Mukumbane,Parfait,Perfek,5.0,Positif,Mot,Perfect
"Mukumianganyi, mushipianganyi",Batteur,Tromspeler,1.0,Positif,Mot,Drummer
Mukumike,Abattu,Uitgesny,-6.0,Negatif,Mot,Shot down
Mukumu,Soufflet,Klok,-4.0,Negatif,Mot,Bellows
Mukuna,Colline,Heuwel,2.0,Positif,Mot,Hill
Mukuna mukese,Coteau,Helling,,,Mot,Hill
Mukungulu,Tonnerre,Donderweer,1.0,Positif,Mot,Thunder
Mukunze kunzu,Écarlate,Skarlakenrooi,0.0,Neutre,Mot,Scarlet
Mûla,Myrrhe,Mirre,3.0,Positif,Mot,Myrrh
"Mulalmi wa nzubu
wa lukanu",Geôlier,Tronkbewaarder,-5.0,Negatif,Mot,Gaoler
Mulambu,Impôt,Belasting,1.0,Positif,Mot,Tax
"Mulambu wa kuosha
pa kapia",Holocauste,Holocaust,-8.0,Negatif,Mot,Holocaust
Mulami,Berger,Herder,4.0,Positif,Mot,Shepherd
Mulami wa bintu,ÉcoMote,EkoMote,2.0,Positif,Mot,EcoMote
Mulami wa bintu bia mukelenge,Chambellan,Kamerheer,1.0,Neutre,Mot,Chamberlain
Mulami wa budimi bua nvinyo,Vigneron,Wingerd,2.0,Positif,Mot,Winegrower
"Mulami wa kutshibi, nsentedi (mulume anyi mukaji)",Portier,Deurwagter,0.0,Neutre,Mot,Porter
"Mulami wa
tshibutshilu",Intendant,Rentmeester,1.0,Positif,Mot,Steward
Mulami wa tshilala benyi,Hôtelier,Hotelwagter,0.0,Neutre,Mot,Hotelier
Mulamibue (kuikala),Gardé ,Bewaak,1.0,Positif,Mot,Guard 
Mulawu,Malédiction,Vloek,-9.0,Negatif,Mot,Curse
Mulayi,Promesse,Belofte,5.0,Positif,Mot,Promise
Muledi,Parent,Ouer,3.0,Positif,Mot,Parent
Mulema,Perclus,Kruppel,-5.0,Negatif,Mot,Crippled
Mulembakane,Inutile,Nutteloos,-6.0,Negatif,Mot,Useless
Mulengele,Beau,Knap,5.0,Positif,Mot,Beautiful
Mulengeshi,Instructeur,Instrukteur,4.0,Positif,Mot,Instructor
Mulobi,Pêcheur,Visserman,0.0,Positif,Mot,Fisherman
Mulombi,Mendiant,Bedelaar,-4.0,Negatif,Mot,Beggar
Mulombodi,Conducteur,Drywer,2.0,Positif,Mot,Driver
Mulondo,Cruche,Kruik,,Neutre,Mot,Jug
Mulondo (ya biseba),Outre,Wynsak,0.0,Neutre,Mot,Besides
"Mulondo wa
alabasta",Albâtre,Albaster,3.0,Neutre,Mot,Alabaster
"Mulondo, mushete",Vase,Vaas,4.0,Neutre,Mot,Vase
Mulongo,Classe,Klas,2.0,Positif,Mot,Class
Mulongo,Rang,Rang,2.0,Positif,Mot,Rank
Mulopo,Ambassadeur,Ambassadeur,3.0,Positif,Mot,Ambassador
"Mulopo, Ngovena",Gouverneur,Goewerneur,2.0,Positif,Mot,Governor
Mulotshi wa bilota,Rêveur,Dromer,1.0,Positif,Mot,Dreamer
Muluate,Habillé,Geklee,2.0,Positif,Mot,Dressed
Mulubu,Rapport,Verslag,0.0,Neutre,Mot,Report
Muluishi,Opposant,Teenstander,-2.0,Negatif,Mot,Opponent
Mulumbuludi,Magistrat,Landdros,,,Mot,Magistrate
Mulumbuluishi,Préteur,Praetor,2.0,Positif,Mot,Lender
Mulume,Mari,Man,3.0,Positif,Mot,Husband
Mulume wa ngombe,Taureau,Bul,0.0,Neutre,Mot,Bull
Mulunda,Ami,Vriend,4.0,Positif,Mot,Friend
Mulunda wa mubaki wa mukashi,Fils de la chambre nuptiale,Seun van die Bruidskamer,4.0,Positif,Mot,Son of the bridal chamber
Mulunda wa pa muoyo,Intime,Intieme,3.0,Positif,Mot,Respondent
Mumanyishi,Témoin,Getuie,2.0,Positif,Mot,Witness
Mumiaminyi,Semeur,Saaier,2.0,Positif,Mot,Sower
Muminu,Gosier,Keel,0.0,Neutre,Mot,Throat
Muna mukole,Chaud,Warm,2.0,Positif,Mot,Hot
Munanga,Bien-aimé,Geliefde,5.0,Positif,Mot,Beloved
Munangibue,Affectionné,Aanhankelijk,4.0,Positif,Mot,Affectionate
Munda,Intérieur,Innere,1.0,Neutre,Mot,Interior
Munda mashi,Dysenterie,Disenterie,-6.0,Negatif,Mot,Dysentery
"Munda, mu difu",Ventre,Maag,0.0,Neutre,Mot,Belly
Mundankulu,Minuit,Middernag,0.0,Neutre,Mot,Midnight
Mundidimbi,Ombre,Skaduwee,-1.0,Positif,Mot,Shadow
Munene,Principal,Prinsipaal,4.0,Positif,Mot,Main
"Munene wa masalayi
abena lomo",,,-3.0,Negatif,Mot,
Munowi,Moissonneur,Oester,2.0,Positif,Mot,Reaper
Muntu,Gens,Mense,0.0,Neutre,Mot,People
Muntu Muakane,Juste,Regverdig,5.0,Positif,Mot,Just
Muntu mubi,,,-8.0,Negatif,Mot,
