CILUBA,French,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation
Bidi kabiyi mua kuambibua,Inexprimable,Onuitspreeklik,-Nganakwa,6.0,Positif,Mot,Inexpressible
Bidi kabiyi ne muoyo,Inanimé,Leweloos,-Ngaphezulu,-5.0,Negatif,Mot,Inanimate
Bidi mua kujimina,Incertitude,Onsekerheid,Ukungaqiniseki,-7.0,Negatif,Mot,Uncertainty
Bidi mua kuzakajibua,Muable,Veranderlik,Phendukayo,0.0,Neutre,Mot,Muable
Bidia,Repas,Maaltyd,Isidlo,7.0,Positif,Mot,Meal
Bidia bia dibanji,Noce,Troue,Umgcagco,8.0,Positif,Mot,Wedding
Bidia bia Mukelenge,Cène,Laaste Avondmaal,Isidlo sakusihlwa sokugcina,6.0,Positif,Mot,Last Supper
Bidia bidi kabiyi ne luevene,Pain sans levain,Ongesuurde Brode,Isinkwa Esingenamvubelo,3.0,Neutre,Mot,Unleavened bread
"Bidimu, wa bidimu…",Âge,Ouderdom,Iminyaka,0.0,Neutre,Mot,Age
Bielelu,Instrument,Instrument,Into yokwenza utho,2.0,Neutre,Mot,Instrument
Biensheshi,Soupçon,Agterdog,Ukusola,-6.0,Negatif,Mot,Suspicion
Bienzebu nunku,Autrement,Anders,Ngaphandle kwalokho,0.0,Neutre,Mot,Otherwise
Bienzedi,Fait,Feit,Enza,3.0,Neutre,Mot,Do
mu nsombelu,Conduite,Gedrag,Hola,4.0,Positif,Mot,Conduct
Bijitu,Fardeau,Las,Thwalisa umthwalo osindayo,-7.0,Negatif,Mot,Burden
Bikole,Amèrement,Bitterlik,-Babayo,-8.0,Negatif,Mot,Bitterly
Bikole,Horriblement,Verskriklik,-Khosicanu,-9.0,Negatif,Mot,Horribly
kubela,Vertement,Skarp,-Mbangile,-3.0,Negatif,Mot,Greenly
Bikole,Soigneusement,Versigtig,Ngokugcwele,7.0,Positif,Mot,Thoroughly
Bikondo biakashala kunyima,Autrefois,Voorheen,Kuqala,0.0,Neutre,Mot,Formerly
Bikuata,Prise,Aangeneem,Inkotho,2.0,Neutre,Mot,Socket
Bilamba,Habit,Gewoonte,Okokugqoka,3.0,Neutre,Mot,Habit
Bilamulamu,Écaille,Skaal,Ukukala izinga,1.0,Neutre,Mot,Scale
Bilengele,Bienséance,Versiering,Propright,8.0,Positif,Mot,Propriety
"Bilengele, biakanyine",Décent,Ordentlik,-Hloniphekile,6.0,Positif,Mot,Decent
Bilondeshele,Relativement,Relatief,Hlobene,0.0,Neutre,Mot,Relatively
Bilongo,Lis,Gereed,Funda,5.0,Positif,Mot,Read
Bilongolola,Prêt,Gereed,-Lungiselwe,6.0,Positif,Mot,Ready
Bilulu,Habillement,Klere,Okokugqoka,2.0,Neutre,Mot,Clothing
"Bilungakaja bimpe, kulamakaja",Ajusté ensemble,Saamgepas,Kulungiswe ndawonye,5.0,Positif,Mot,Adjusted together
Bimane,Interdi,Verbode,-Ngavunyelwe,-8.0,Negatif,Mot,Forbidden
Bimpe,Justement,Presies,Ngokuyikho du,9.0,Positif,Mot,Exactly
kumona,Clairement,Duidelik,Ngokusobala,6.0,Positif,Mot,Clearly
mushindu,Sûrement,Sekerlik,Impela,8.0,Positif,Mot,Certainly
ne kalolo,Diligemment,Ywerig,-Nenkani,9.0,Positif,Mot,Diligently
Bimunyi,Lanterne,Lantern,Isiswevu,1.0,Neutre,Mot,Lantern
Binamanya,Pourvu que,Mits dit,Inqobo nje uma,0.0,Neutre,Mot,Provided that
Bingikala ntshiyi ngenza,Malgré moi,Ten spyte van myself,Naphezu kwami,-3.0,Negatif,Mot,Against my will
Bintu,Subsistance,Lewensonderhoud,Ukunqoba,4.0,Positif,Mot,Subsistence
bujitu,Cargaison,Vrag,Impahla ethwelwe umkhumbi,2.0,Neutre,Mot,Cargo
Bintu bia bu ngenda,Marchandise,Goedere,Impahla ethengisa,3.0,Neutre,Mot,Merchandise
Bintu bia bululu,Fiel,Galle,Ing gang,-7.0,Negatif,Mot,Gall
Bintu bia mupuya muimpe,Aromates,Aromatiese,Amakhakhasi,5.0,Positif,Mot,Herbs
Bintu bimansha ku diala,Ordure,Vuilheid,Udoti,-8.0,Negatif,Mot,Trash
Binunu bibidi,Deux mille,Tweeduisend,Izinkulungwane ezimbili,0.0,Neutre,Nombre,Two thousand
Binunu binayi,Quatre mille,Vierduisend,izinkulungwane ezine,0.0,Neutre,Nombre,Four thousand
Binunu bisatu,Trois mille,Drieduisend,Izinkulungwane ezintathu,0.0,Neutre,Nombre,Three thousand
Binunu bitanu,Cinq mille,Vyfduisend,Izinkulungwane Eziyisihlanu,0.0,Neutre,Nombre,Five thousand
Binunu dikumi,Dix mille,Tienduisend,Izinkulungwane eziyishumi,0.0,Neutre,Nombre,Ten thousand
Binunu dikumi ne bibidi,Douze mille,Twaalfduisend,Ishumi nambili,0.0,Neutre,Nombre,Twelve thousand
Binunu makumi abidi,Vingt mille,Twintigduisend,Izinkulungwane ezingamashumi amabili,0.0,Neutre,Nombre,Twenty thousand
Binunu makumi abidi ne bisatu,Vingt-trois mille,Drie-en-twintigduisend,Izinkulungwane ezingamashumi amabili nantathu,0.0,Neutre,Nombre,Twenty-three thousand
"Bipendu, kupenda",outrager,woede,ukuthukuthelisa,-8.0,Negatif,Verbe,outrage
Bipia,Tresse,Vlegsel,-Ted,2.0,Neutre,Mot,Braided
tshipiminu,Bath,Bad,Ukugeza,5.0,Positif,Mot,Bath
Bipusu,Gousse,Kruidnagel,Upombolo,1.0,Neutre,Mot,Clove
Bisabata,Sandale,Sandaal,Isicathulo esivulekile,0.0,Neutre,Mot,Sandal
Bisaka,Corbeille,Mandjie,Ubhasikidi,1.0,Neutre,Mot,Basket
Bisambusambu (disanka dia),fête de,Fees van,iphathi,7.0,Positif,Mot,party
Bishilangane,Contrairement,Teenstrydige,Ngokuphikisana nayo,-2.0,Neutre,Mot,Contrary to
Bishimikidi,Principe,Beginsel,Isimiso,6.0,Positif,Mot,Principle
Bisonji,Larme,Skeur,Ukudabula,-5.0,Negatif,Mot,Tear
Bisonsa,Herbe,Gras,Isikhotha,0.0,Neutre,Mot,Grass
bikepu,Balle,Bal,Ibhola,0.0,Neutre,Mot,Ball
Bitambe,Amplement,Oorvloedig,-Khulu,6.0,Positif,Mot,Amply
bitotshi,Bourbier,Modder,I-Quagmire,-7.0,Negatif,Mot,Quagmire
tunuke,Défaillant,Mislukking,Isiphenzana,-6.0,Negatif,Mot,Defective
Bitulu bitulu,Exactement,Presies,Ngokuyikho du,8.0,Positif,Mot,Exactly
Bituntuku,Reins,Lendene,Izinsolo,0.0,Neutre,Mot,Kidneys
Bitupa bia bungi,Reprises,Herhalings,Iyaphinda,3.0,Neutre,Mot,Reprises
Bitupa bia mubidi,Membre,Ledemaat,Ilungu,1.0,Neutre,Mot,Member
Biuma,Bien-être,Welstand,Inhlala-kahle,9.0,Positif,Mot,Well-being
Bizakalazakala,Raboteux,Rof,-Enziwe,-4.0,Negatif,Mot,Rugged
Bouwa,Peut-être,Miskien,Kungenzeka,0.0,Neutre,Mot,Maybe
Bu,Guise de,Vermomming van,Ukuqagela kwe,-1.0,Neutre,Mot,Guise de
Bu (pabuipi ne),Environ,Rondom,Cishu,0.0,Neutre,Mot,Approximately
Bu Mubidi,Corporel,Liggaamlik,Ukhoporali,2.0,Neutre,Mot,Body
Bu mudi,Suivant,Volgende,Okulandelayo,0.0,Neutre,Mot,Following
Bu muntu,Naturellement,Natuurlik,Ngokwendabuko,6.0,Positif,Mot,Naturally
Bua bualu,Moyen,Beteken,-Vamile,1.0,Neutre,Mot,AVERAGE
Bua Bualu (tshiena bualu),Cause ,Oorsaak,Dala,5.0,Neutre,Mot,Cause 
Bua bualu ebu,Pourquoi,Waarom,Kwani,0.0,Neutre,Mot,For what
Bua kukema,Merveilleux,Wonderlik,-Mangalisayo,9.0,Positif,Mot,Wonderful
Bua muanda eu,Exprès,Uitdruklik,Ngenjongo,0.0,Neutre,Mot,On purpose
Bua pabuabu,Extraordinaire,Buitengewoon,Mangalisayo,9.0,Positif,Mot,Extraordinary
Buakane,Sain,Gesond,-Qinile,9.0,Positif,Mot,Healthy
Buakane (budi),Seoir,Sit,Seoir,0.0,Neutre,Verbe,Seoir
Buakuidi,Sacrificature,Offer,Hlabela,6.0,Positif,Mot,Sacrifice
Bualu,Point,Punt,Khomba,-9.0,Negatif,Mot,Point
Bualu,Cause,Oorsaak,Dala,0.0,Neutre,Mot,Cause
Bualu bua,Effet,Gevolg,Umphumela,4.0,Positif,Mot,Effect
Bualu bua kukema,Prodige,Wonderkind,Indawo okuphuma ezweni,8.0,Positif,Mot,Prodigy
Bualu bukole,Nécessaire,Noodsaaklik,-Funeka,-3.0,Negatif,Mot,Necessary
Bualu busokoka,Mystère,Geheimnis,Imfihlakalo,2.0,Neutre,Mot,Mystery
Bualu busokoka bua bupidia,Mystère d'iniquité,Geheimnis van Ongeregtigheid,Imfihlakalo Yobubi,-7.0,Negatif,Mot,Mystery of iniquity
muanda,Nouvelle,Nuut,-Kwanamuhla,5.0,Positif,Mot,New
Buana,Enfance,Kinderjare,Ubuntwana,4.0,Positif,Mot,Childhood
Buanga bua kulaba ku mesu,Collyre,Oogspoelmiddel,I-Eye Drop,0.0,Neutre,Mot,Eye drops
Buatu,"Nacelle, Navire","Nacelle, Skip","Nacelle, umkhumbi",0.0,Neutre,Mot,"Gondola, Ship"
Buatu bukese,Chaloupe,Boot,Isikebhe,0.0,Neutre,Mot,Boat
mushete,Arche,Ark,UmkhumbiWE,6.0,Positif,Mot,Ark
Buatu.,Barque,Bark,Isikebhe,3.0,Neutre,Mot,Boat
Bubandi,AcCharge,Aanlaai,Uhlamvu lokungezelela isidubulwane,-6.0,Negatif,Mot,AcCharge
Bubanji bua bungi,Opulence,Weelde,Ukubizela,7.0,Positif,Mot,Opulence
Bubi,Méchanceté,Boosheid,Ububi,-8.0,Negatif,Mot,Wickedness
Budi buakane,Convenir,Geskik,Vumelana,4.0,Positif,Verbe,Agree
Budi buimpe,Nécessité,Noodsaaklikheid,Dinga,6.0,Positif,Mot,Need
Budi buitabujibua,Indulgence,Verwennerij,Okuzindulelayo,7.0,Positif,Mot,Indulgence
A dikamakama (Kuenza malu),Inconvenance ,Onbetaamlikheid,Ukweqa noma,-5.0,Negatif,Mot,Impropriety 
A Dinanga,Aimable,Aanneemlik,-Nomusa,8.0,Positif,Mot,Kind
A kuitabushisha,Persuasion,Oorreding,Ukuncenga,6.0,Positif,Mot,Persuasion
A kukema,Étrange,Vreemd,-Ngajwayelekile,-2.0,Negatif,Mot,Odd
A pabuawu,Exceptionnel,Uitsonderlik,-Ngavamile,9.0,Positif,Mot,Exceptional
A patupu,Vain,Ydel,-Yize,-4.0,Negatif,Mot,Vain
A tshianana,Oiseux,Voëls,Izinyoni,-5.0,Negatif,Mot,Birds
Absinthe (bululu),Absinthe,Absint,Absinthe,-3.0,Negatif,Mot,Absinthe
Adi a Tshiprofete,Prophétique,Profeties,-Profethi,7.0,Positif,Mot,Prophetic
Adi akuatshisha,Profitable,Winsgewend,-Sizayo,8.0,Positif,Mot,Profitable
Adi ashima,Artificieux,Kunsmatig,Ubunye Ubukhali,-6.0,Negatif,Mot,Artificial
Alléluia,Alléluia,Halleluja,Alleluia,9.0,Positif,Mot,Alleluia
Alo,Aloès,Aloe vera,I-aloe,0.0,Neutre,Mot,Aloe
Alpha,Alpha,Alfa,UFakaziyeli,6.0,Positif,Mot,Alpha
Amen,Amen,Amen,Amen,9.0,Positif,Mot,Amen
Améthyste,Améthyste,Ametis,Amethyst,5.0,Positif,Mot,Amethyst
Andi,Fonds,Fonds,Izimali,0.0,Neutre,Mot,Funds
Anu,Excepté,Behalwe,Kuphela,0.0,Neutre,Mot,Except
Anu pinapu,Immédiatement,Onmiddellik,Eduze,5.0,Positif,Mot,Immediately
Anu tuaba tukese tudi tshale,Presque,Byna,Pheshe,0.0,Neutre,Mot,Almost
"Anu, misangu yonso",Toutefois,Maar,Nokho,0.0,Neutre,Mot,However
Apa,Présent,Teenwoordig,Lapha,4.0,Positif,Mot,Here
Apa pa buloba,Ici-bas,Hier Onder,Phansi lapha,0.0,Neutre,Mot,down here
Arène,Arène,Arena,Inkundla,0.0,Neutre,Mot,Arena
Argent,Argent,Geld,Imali,0.0,Neutre,Mot,Money
Dî,Parole,Woord,Uhlamvu lwegama,6.0,Positif,Mot,Words
Dia balume,Droit,Regs,Ngakwesokudla,7.0,Positif,Mot,Right
Dia bana ne bana,Fraternel,Broederlik,Imbangi,8.0,Positif,Mot,Fraternal
Dia mu ditumba,Angulaire,Hoekig,-Ngularle,4.0,Neutre,Mot,Angular
"Dia, bia",Dominical,Heerlik,-Ngaphambili,6.0,Positif,Mot,Sunday
Diabulu,Diable,Duiwel,Onakele,-9.0,Negatif,Mot,Devil
"Diabulu, demon",Démon,Demoon,Idimoni,-8.0,Negatif,Mot,Demon
Diakane,Favorable,Gunstig,Vumelanayo,7.0,Positif,Mot,Favorable
Diakane,Commode,Kommoditeitryk,-Seduze,-3.0,Negatif,Mot,Convenient
"Diakane, buimpe",Digne,Waardig,-Fanele,8.0,Positif,Mot,Worthy
Diambedi,Précédent,Vorige,-Kwakuqala,0.0,Neutre,Mot,Previous
Diandamuna,Réponse,Reaksie,Impendulo,5.0,Positif,Mot,Answer
Diapa,Épaule,Skouer,Igxalaba,2.0,Neutre,Mot,Shoulder
Diba,Heure,Uur,Ihora,4.0,Positif,Mot,Hour
Diba,Soleil,Son,Ilanga,6.0,Positif,Mot,Sun
Diba adi,Aussitôt,Onmiddellik,Khona manje,0.0,Neutre,Mot,Right away
Diba dia buakane,Soleil de justice,Son van Geregtigheid,Ilanga Lobulungiswa,8.0,Positif,Mot,Sun of Justice
Diba dikese,Isubstantif,Isubstantief,Isibobi,3.0,Neutre,Mot,Isubstantif
Dibaka,Mariage,Huwelik,Ukugana,7.0,Positif,Mot,Marriage
Dibala,Lecture,Lees,Ukufunda,5.0,Positif,Mot,Reading
Dibanza,"Dette, Dû","Skuld, Verskuldig","Isikweletu, kufanele",-6.0,Negatif,Mot,"Debt, Owed"
Dibaya,Planche,Bord,Iplank,2.0,Neutre,Mot,Plank
Dibeji,"Feuille, Papier","Vel, Papier","Ishidi, iphepha",3.0,Neutre,Mot,"Sheet, Paper"
Dibela,Discipliner,Dissipline,Imfundiso yokulalela,4.0,Positif,Verbe,Discipline
Dibidi (dituku),Deuxième,Tweede,-Lekayo,0.0,Neutre,Mot,Second
Dibika ku lufu,Résurrection,Opstanding,Ukubusa,9.0,Positif,Mot,Resurrection
Dibikidibua,Vocation,Roeping,Ubizo,7.0,Positif,Mot,Vocation
Dibikila,Appel,Roeping,Memeza,6.0,Positif,Mot,Call
Dibingishibua,Justification,Regverdigmaking,Ukuthethelela isizathu esizwakalayo,8.0,Positif,Mot,Justification
Diboko,Bras,Arm,Hlomisa,2.0,Neutre,Mot,Arm
Dibue,Maîtresse pierre du coin,Meester Hoeksteen,I-Mistress Itshe Local,0.0,Neutre,Mot,Corner stone master
Dibue a mushinga mukole,Permanent,Permanente,-Ngenakuguqulwa,4.0,Positif,Mot,Permanent
Dibue dia muditumba,cause d'achoppement,oorsaak van struikeling,imbangela yokukhubeka,-7.0,Negatif,Mot,stumbling block
Dibue dia tshilenduishi,Piété,Vroomheid,Ukuphuthakaleka,8.0,Positif,Mot,Piety
Dibue dinene,Meule,Meulsteen,Ukugaya,0.0,Neutre,Mot,Grinding wheel
"Dibue dinene, lubuebue",Roc,Rots,Itshe elikhulu,5.0,Positif,Mot,Rock
Dibue ditoke tô,Cristal,Kristal,Itshe elikhanya okwengilazi,6.0,Positif,Mot,Crystal
Dibuejibua,Introduction,Inleiding,Ukuqalisa,4.0,Positif,Mot,Introduction
Dibuela,Entrée,Ingang,Ukungena,0.0,Neutre,Mot,Entrance
Dibuelakana (malu mabuela kane),Désordre,Wanorde,Nyakanyekisa,-8.0,Negatif,Mot,Mess
Dibueneka ku mesu,Extérieurement,Ekstern,Ngaphesheya,0.0,Neutre,Mot,Externally
Dibuikidila,Pardon,Vergifnis,Xolela,9.0,Positif,Mot,Pardon
Dibuikidila (mulambu wa),Propitiation,Versoening,Isazisa,8.0,Positif,Mot,Propitiation
Dibulu,Masse,Mis,Okuninginingi,0.0,Neutre,Mot,Mass
Dibuluibua,Révélation,Openbaring,Ukwazisa,9.0,Positif,Mot,Revelation
Dibungama,"Défait, Regret","Nederlaag, Spyt","Ahluliwe, asole",-6.0,Negatif,Mot,"Defeated, Regret"
Dibungi,Nuage,Wolk,Amafu,0.0,Neutre,Mot,Cloud
Dibungibungi,Vapeur,Damp,Isitimu,0.0,Neutre,Mot,Steam
Dibutuka,Destruction,Vernietiging,Isibhicongo,-9.0,Negatif,Mot,Destruction
Didia dia disanka,Festin,Fees,Idili,8.0,Positif,Mot,Feast
Didianjila,Avance,Vooruitgang,Sondela,5.0,Positif,Mot,Advance
Didianjila kukosa bualu mu mutshima,Préférence,Voorkeur,Ukuqoka,6.0,Positif,Mot,Preference
Didianjila kumanya,Préconnaissance,Voorkennis,Ukuhlukanisela izinhlanga,7.0,Positif,Mot,Prior knowledge
Didibingisha,Excuse,Verskoning,Xolela,4.0,Positif,Mot,Excuse
Dididishi,Fenêtre,Venster,Iwindi,0.0,Neutre,Mot,Window
Didikanda,Tempérance,Matigheid,Ukugxila,8.0,Positif,Mot,Temperance
kalasa,Discipline,Dissipline,Imfundiso yokulalela,6.0,Positif,Mot,Discipline
Didinga,Fraude,Bedrog,Ubuwanqa,-8.0,Negatif,Mot,Fraud
Didisankisha,Satisfaction,Tevredenheid,Ukugculiseka,8.0,Positif,Mot,Satisfaction
Didisua; diambu,Orgueil,Trots,Ukuziqhenya,-7.0,Negatif,Mot,Pride
Didiunda,Progrès,Vordering,Ukuqhubeka,7.0,Positif,Mot,Progress
Didiundisha,Édification,Opbouing,Ukuqinisa,6.0,Positif,Mot,Building
Dieba, Épine,Doring,Ubutheliwe,-3.0,Negatif,Mot, Spiked
Diedibua dia manyi,Onction,Salwing,Ukugcotshwa,7.0,Positif,Mot,Anointing
Dienza,Opérant,Bediening,Osebenzayo,5.0,Positif,Mot,Operating
Dienzeja dia dipambuka,Énergie d'erreur,Energie van dwaling,Amandla ephutha,-6.0,Negatif,Mot,Error energy
Dienzejibua ku bukole,Contrainte,Beperking,Ingxabano,-7.0,Negatif,Mot,Constraint
Difika dia munda,Indignation,Verontwaardiging,Ukucula,-8.0,Negatif,Mot,Indignation
Difikisha munda,Irritation,Irritasie,Ukucunula,-6.0,Negatif,Mot,Irritation
Difu,"Estomac, Matrice","Maag, Matriks","Isisu, matrix",0.0,Neutre,Mot,"Stomach, Matrix"
Difuma,Lance,Spies,Izala,1.0,Neutre,Mot,Spear
Difutu,Rémunération,Vergoeding,Ukuzotshalaliswa,0.0,Neutre,Mot,Remuneration
Dikenga,Tribulation,Verdrukking,Usizi,-8.0,Negatif,Mot,Tribulation
Dikenga ,Détresse,Nood,Usizi,-9.0,Negatif,Mot,Distress
Dikenga dia bintu,Privation,Ontbering,Ukwehliswa,-7.0,Negatif,Mot,Deprivation
Dikengeshibua,Oppression,Onderdrukking,Ukuhlupheka,-8.0,Negatif,Mot,Oppression
Dikenke,Éclat,Helderheid,Nkemuzela,6.0,Positif,Mot,Glow
Dikima,Assurance,Versekering,Umshwalense,8.0,Positif,Mot,Insurance
Dikisha,Repos,Rus,Thulisa,9.0,Positif,Mot,Rest
Dikolesha,Exhortation,Vermaning,Isikhuthazo,4.0,Positif,Verbe,Exhortation
Dikonka,Question,Vraag,Buza,0.0,Neutre,Mot,Question
Dikuatshisha,Secours,Hulp,Hlenga,6.0,Positif,Mot,Rescue
Dikuatshishangana,Utilité,Nuttigheid,Umkhuba,4.0,Positif,Mot,Utility
Dikudimuka,Variation,Variasie,Ukuphenduka,0.0,Neutre,Mot,Variation
Dikudimuna,Changement,Verandering,Phendula,0.0,Neutre,Mot,Change
Dikudimuna dia mutshima,Repentance,Bekering,Ukuphenduka,8.0,Positif,Mot,Repentance
Dikuma dia mutshima bipeta mu njila mibi,Avide d'un gain honteux,Gulsig vir skandelike wins,Ukuhaha inzuzo eyihlazo,-6.0,Negatif,Mot,Greedy for shameful gain
Dikuma dia mutshima ku biuma,Avarice,Gierigheid,Iphazazela,-7.0,Negatif,Mot,Avarice
Dikumbana,Accomplissement ,Prestasie,Ubungcweti,9.0,Positif,Mot,Achievement 
Dikumi ne umue,Onzième,Elfde,Ishumi nanye,0.0,Neutre,Mot,Eleventh
Dikunji,Colonne,Kolom,Insika,2.0,Neutre,Mot,Column
Dikunyibua,Implanté,Ingeplant,-Yisimukisa,4.0,Positif,Mot,Implanted
Dikunza,Roux,Rooi,-Bhebhe kahle,0.0,Neutre,Mot,Redhead
Dikuta,Monnaie,Geld,Ukheshi,0.0,Neutre,Mot,Cash
Dikuta dikese,Sou,Sop,Ubuhlanga,2.0,Neutre,Mot,Sou
Diledibua kua tshiakabidi,Régénération,Wedergeboorte,Ukunyusa kabusha,9.0,Positif,Mot,Regeneration
Dileja dia mampa,Propositions des pains,Voorstelle van die brode,Iziphakamiso zesinkwa,6.0,Positif,Mot,Bread suggestions
Dileja tshilema,Reproche,Verwyt,Ngqonhlamvu,-6.0,Negatif,Mot,Reproach
"Dilelela, tshidi tshia kueyemenyibua",Certain,Sekere,-Azi kahle,5.0,Positif,Mot,Certain
Dilengeja,Purification,Reiniging,Ukuhlambululela,8.0,Positif,Mot,Purification
Dilengejibua,Perfection,Volmaaktheid,Ukuphelela du,9.0,Positif,Mot,Perfection
Dilengesha,Parure,Versiering,Ukuhlobisa,7.0,Positif,Mot,Jewelry
Dileta,Lettre,Brief,Uhlamvu lokulandelana kwamagama,3.0,Neutre,Mot,Letter
Diloba,Pêche,Visvang,Ukufakaza,4.0,Positif,Mot,Fishing
Dilobo,Port,Hawe,Itheku,0.0,Neutre,Mot,Port
Dilolo,Soir,Aand,Kusihlwa,0.0,Neutre,Mot,Evening
Dilomba,Requête,Versoek,Nxusa,0.0,Positif,Mot,Request
Dilondolola dia ndelanganyi,Généalogie,Genealogie,Kohluzo,0.0,Neutre,Mot,Genealogy
Dilonga,Bassin,Bekken,Indishi,0.0,Neutre,Mot,Basin
Dilonga (dialabale),Plat,Skot,Caba,0.0,Neutre,Mot,Flat
Dilongesha,Enseignement,Onderrig,Imfundo,6.0,Positif,Mot,Education
Dilongolola,Redressement,Herstel,Ukululama,5.0,Positif,Mot,Recovery
Dilua,Venue,Koms,Ukuza,5.0,Positif,Mot,Venue
Diluangana,Lutte,Stryd,Umshikashika,-4.0,Negatif,Mot,Struggle
Dilubakana,Embarras (être dans l'),Verleentheid (in wees),Amahloni (ukuba phakathi),-5.0,Negatif,Mot,Embarrassment (to be in the)
Dilulama,Droiture,Opregtheid,Ukulunga,8.0,Positif,Mot,Righteousness
Dilumbuluisha,Jugement,Oordeel,Isahlulelo,7.0,Positif,Mot,Judgement
Dima,Argile,Klei,Ubumba,0.0,Neutre,Mot,Clay
Dimanya,Savoir,Kennis,Bona,6.0,Positif,Mot,Know
"Dimanya, lungenyi",Connaissance,Kennis,Ukuzwa,7.0,Positif,Mot,Awareness
Dimanyisha,Information,Inligting,Ulwazi,5.0,Positif,Mot,Information
Dimiamina,Aspersion,Besprinkeling,Ukudabula,4.0,Positif,Mot,Aspersion
Diminu,Semence,Saad,Inhlwanyelo,0.0,Neutre,Mot,Seed
Dimoma,Rouille,Roes,Ukugqwala,-6.0,Negatif,Mot,Rust
Dimueneka,Manifestation,Manifestasie,Isibonakaliso,6.0,Positif,Mot,Demonstration
Dimuenesha,Démonstration,Demonstrasie,Isibonakaliso,8.0,Positif,Mot,Demonstration
Tshina,Puits,Put,Ngakho,-5.0,Negatif,Mot,Well
Dina dia mayi,Fontaine,Fontein,Isisuko,6.0,Positif,Mot,Fountain
Dinanga,Amour,Liefde,Thanda,9.0,Positif,Mot,Love
"Dinanga, Kusua (kuimpe) (1)",Affection,Geneentheid,Uthando,8.0,Positif,Mot,Affection
Dinanukila,Persévérer,Volhard,Phikelela,7.0,Positif,Verbe,Persevere
Dinda,Matin,Oggend,Ekuseni,5.0,Positif,Mot,Morning
Dinda,Point du jour,Punt van die Dag,Iphuzu losuku,6.0,Positif,Mot,Daybreak
Dinemekela,Révérence,Eerbied,Ukuhlonipha,8.0,Positif,Mot,Reverence
Dinkenke,Splendeur,Prag,Ubukhazikhazi,9.0,Positif,Mot,Splendor
Dinowa,Moisson,Oes,Okuvuniweyo,7.0,Positif,Mot,Harvest
Dinu,Dent,Tand,Izinyo,0.0,Neutre,Mot,Tooth
Dinua,Boire,Drank,Phuza,0.0,Neutre,Mot,Drink
Dinunganyi,Ruse,Sluheid,Ubuqiyi,-4.0,Negatif,Mot,Cunning
Dinungu,Jointure,Gewrig,Xhuma,0.0,Neutre,Mot,Joint
"Dinvuenkenya, Lupuishi",Poussière,Stof,Uthuli,-3.0,Negatif,Mot,Dust
Dinyanguka,Corruption,Korrupsie,Ukonakala,-8.0,Negatif,Mot,Corruption
Dinyanguka dia moyo,Dissolution,Ontbinding,Ukucacisa,-7.0,Negatif,Mot,Dissolution
Dinyanguta,Avarie,Skade,Umonakalo,-6.0,Negatif,Mot,Damage
Dinyoka,Sentence,Sonnis,Jezisa,4.0,Positif,Mot,Sentence
Dinyunguluka,Tour,Draai,-Yingiliza,0.0,Neutre,Mot,Round
Diondoka,Profond,Diep,-Julile,5.0,Positif,Mot,Deep
Dipa,Présent,Teenwoordig,Lapha,7.0,Positif,Mot,Here
Dipa dia luse,Don de grâce,Genadegeskenk,Isipho Somusa,9.0,Positif,Mot,Gift of grace
Dipambuisha,Séduction,Verleiding,Ukuhlenga,-6.0,Negatif,Mot,Seduction
Dipambuka,Erreur,Fout,Ukuphambeka,-7.0,Negatif,Mot,Error
Dipandulula,Division,Verdeling,Isabelo,-5.0,Negatif,Mot,Division
Dipanga dia kudikanda,Incontinence,Inkontinensie,Ukungabaza,-7.0,Negatif,Mot,Incontinence
Dipanga dikuatshisha,Inutilité,Nutteloosheid,Ukungabi nalusizo,-6.0,Negatif,Mot,Uselessness
Dipanga dinyanguka,Incorruptibilité,Onkreukbaarheid,Ukulimaza ingozi,8.0,Positif,Mot,Incorruptibility
Dipangadija,Propos,Doel,Maqondana,0.0,Neutre,Mot,Remarks
Dipatuka,Sortie,Uitgang,Phuma,4.0,Positif,Mot,Exit
Dipeta,Acquisition,Verkryging,Okutholakele,6.0,Positif,Mot,Acquisition
Dipetu,Mépris,Minagting,Ukudelela,-8.0,Negatif,Mot,Contempt
Dipikula,Délivrance,Verlossing,Ukukhululwa,9.0,Positif,Mot,Deliverance
Dipila,Condamnation,Veroordeling,Isigwebo,-9.0,Negatif,Mot,Conviction
"Dipingana, dipingaja",Retour,Terugkeer,-Dlulile,5.0,Positif,Mot,Back
Dipita (bukole),Victoire,Oorwinning,Ukwahlula,9.0,Positif,Mot,Victory
Dipumbisha,Obstacle,Hindernis,Isiphazamiso,-6.0,Negatif,Mot,Obstacle
Dipumbishibua,Absence,Afwesigheid,Ukungabibikho,-4.0,Negatif,Mot,Absence
Dipunga diyi,Consentement mutuel,Wedersydse Toestemming,Imvume yokuhlangana,6.0,Positif,Mot,Mutual consent
Dipungi,Fatigue ,Moegheid,Ukudinwa,-5.0,Negatif,Mot,Fatigue 
Dipuyakana,Respiration,Asemhaling,Ukuphefumula,4.0,Positif,Mot,Breathing
Disakidila,Gratitude,Dankbaarheid,Ukubonga,8.0,Positif,Mot,Gratitude
Disalayi,Satellite,Satelliet,Imvoko,0.0,Neutre,Mot,Satellite
