French_norm,Nature_std,Score_int,Sentiment_std,priority,english,notes,source,qa_status_translate
sain,other,2.0,positive,low,healthy,auto:gcp,gcp,ok
saint,other,0.0,positive,low,saint,auto:gcp,gcp,ok
saintement,other,0.0,neutral,low,holyly,auto:gcp,gcp,ok
saisir,other,0.0,neutral,low,to input,auto:gcp,gcp,ok
saisir,verb,0.0,neutral,low,to input,auto:gcp,gcp,ok
saison,other,0.0,neutral,low,season,auto:gcp,gcp,ok
saison,verb,0.0,neutral,low,season,auto:gcp,gcp,ok
salle,other,0.0,neutral,low,room,auto:gcp,gcp,ok
saluer,other,2.0,positive,low,greet,auto:gcp,gcp,ok
saluer,verb,1.0,positive,low,greet,auto:gcp,gcp,ok
salé,other,0.0,neutral,low,dirty,auto:gcp,gcp,ok
samedi,other,2.0,positive,low,SATURDAY,auto:gcp,gcp,ok
sanctuaire,other,0.0,positive,low,sanctuary,auto:gcp,gcp,ok
sandale,other,0.0,neutral,low,sandal,auto:gcp,gcp,ok
sang,other,1.0,positive,low,blood,auto:gcp,gcp,ok
sanhédrin,other,-2.0,negative,low,Sanhedrin,auto:gcp,gcp,ok
saphir,other,2.0,positive,low,sapphire,auto:gcp,gcp,ok
sardius,other,0.0,neutral,low,sardius,auto:gcp,gcp,ok
sardonix,other,2.0,positive,low,sardonix,auto:gcp,gcp,ok
satellite,other,0.0,neutral,low,satellite,auto:gcp,gcp,ok
satribunal,other,0.0,neutral,low,satribunal,auto:gcp,gcp,ok
sauf,other,0.0,neutral,low,except,auto:gcp,gcp,ok
saut,verb,1.0,positive,low,leap,auto:gcp,gcp,ok
sauter,other,0.0,neutral,low,jump,auto:gcp,gcp,ok
sauterelle,other,0.0,neutral,low,grasshopper,auto:gcp,gcp,ok
sauveur,verb,2.0,positive,low,savior,auto:gcp,gcp,ok
saveur,other,1.0,positive,low,flavor,auto:gcp,gcp,ok
savoir,verb,2.0,positive,low,know,auto:gcp,gcp,ok
scandaliser,other,-1.0,neutral,low,scandalize,auto:gcp,gcp,ok
sceau,other,2.0,positive,low,seal,auto:gcp,gcp,ok
sceller,verb,2.0,positive,low,seal,auto:gcp,gcp,ok
scier,verb,0.0,neutral,low,to saw,auto:gcp,gcp,ok
scribe,other,0.0,neutral,low,scribe,auto:gcp,gcp,ok
sculptée,other,0.0,neutral,low,sculpted,auto:gcp,gcp,ok
scène,other,0.0,neutral,low,scene,auto:gcp,gcp,ok
sec,other,-2.0,negative,low,dry,auto:gcp,gcp,ok
second,other,0.0,neutral,low,second,auto:gcp,gcp,ok
secouer,verb,0.0,neutral,low,shake,auto:gcp,gcp,ok
secret,other,-1.0,positive,low,secret,auto:gcp,gcp,ok
secrètement,other,-1.0,negative,low,secretly,auto:gcp,gcp,ok
secrétaire,other,0.0,neutral,low,secretary,auto:gcp,gcp,ok
seigneur,noun,2.0,positive,low,lord,auto:gcp,gcp,ok
seigneur,other,2.0,positive,low,lord,auto:gcp,gcp,ok
seine,other,0.0,neutral,low,Seine,auto:gcp,gcp,ok
seize,number,0.0,neutral,low,sixteen,auto:gcp,gcp,ok
semaine,other,2.0,positive,low,week,auto:gcp,gcp,ok
semblable,other,0.0,neutral,low,similar,auto:gcp,gcp,ok
sembler,verb,0.0,neutral,low,seem,auto:gcp,gcp,ok
semence,other,2.0,positive,low,seed,auto:gcp,gcp,ok
semer,verb,1.0,positive,low,to sow,auto:gcp,gcp,ok
semeur,other,1.0,positive,low,sower,auto:gcp,gcp,ok
sens,other,0.0,neutral,low,sense,auto:gcp,gcp,ok
sentier,other,0.0,neutral,low,path,auto:gcp,gcp,ok
sentiment,other,1.0,positive,low,feeling,auto:gcp,gcp,ok
sentir,other,0.0,neutral,low,feel,auto:gcp,gcp,ok
sentir,verb,-1.0,negative,low,feel,auto:gcp,gcp,ok
seoir,verb,0.0,neutral,low,to sit down,auto:gcp,gcp,ok
sept,number,0.0,neutral,low,seven,auto:gcp,gcp,ok
sept,other,0.0,neutral,low,seven,auto:gcp,gcp,ok
septante,number,0.0,neutral,low,seventy,auto:gcp,gcp,ok
septante-un,number,0.0,neutral,low,seventy-one,auto:gcp,gcp,ok
septembre,other,0.0,neutral,low,september,auto:gcp,gcp,ok
sereveiller,verb,1.0,positive,low,wake up,auto:gcp,gcp,ok
sergent,other,0.0,neutral,low,sergeant,auto:gcp,gcp,ok
serment,other,0.0,neutral,low,oath,auto:gcp,gcp,ok
serrement,other,-2.0,negative,low,tightening,auto:gcp,gcp,ok
serrer,other,0.0,neutral,low,to squeeze,auto:gcp,gcp,ok
serrer,verb,-1.0,negative,low,to squeeze,auto:gcp,gcp,ok
servante,other,0.0,neutral,low,servant,auto:gcp,gcp,ok
service,other,2.0,positive,low,service,auto:gcp,gcp,ok
servir,verb,2.0,positive,low,serve,auto:gcp,gcp,ok
serviteur,other,2.0,positive,low,servant,auto:gcp,gcp,ok
seul,other,0.0,neutral,low,alone,auto:gcp,gcp,ok
seulement,other,1.0,positive,low,only,auto:gcp,gcp,ok
signe,other,0.0,neutral,low,sign,auto:gcp,gcp,ok
signifier,verb,0.0,neutral,low,mean,auto:gcp,gcp,ok
silence,adj,0.0,neutral,low,silence,auto:gcp,gcp,ok
silence,other,0.0,neutral,low,silence,auto:gcp,gcp,ok
similitude,other,0.0,neutral,low,similarity,auto:gcp,gcp,ok
simple,other,1.0,positive,low,simple,auto:gcp,gcp,ok
simplicité,other,1.0,positive,low,simplicity,auto:gcp,gcp,ok
sincérité,other,-1.0,positive,low,sincerity,auto:gcp,gcp,ok
situation,other,0.0,neutral,low,situation,auto:gcp,gcp,ok
situé,other,0.0,neutral,low,located,auto:gcp,gcp,ok
six,number,0.0,neutral,low,six,auto:gcp,gcp,ok
six,other,0.0,neutral,low,six,auto:gcp,gcp,ok
siège,other,0.0,neutral,low,seat,auto:gcp,gcp,ok
sobre,other,2.0,positive,low,sober,auto:gcp,gcp,ok
sobrement,other,2.0,positive,low,soberly,auto:gcp,gcp,ok
soie,other,0.0,neutral,low,silk,auto:gcp,gcp,ok
soif,verb,1.0,positive,low,thirsty,auto:gcp,gcp,ok
soin,verb,2.0,positive,low,care,auto:gcp,gcp,ok
soir,other,2.0,positive,low,evening,auto:gcp,gcp,ok
soit,verb,0.0,neutral,low,either,auto:gcp,gcp,ok
soixante,number,0.0,neutral,low,sixty,auto:gcp,gcp,ok
soixante-cinq,number,0.0,neutral,low,sixty-five,auto:gcp,gcp,ok
soixante-deux,number,0.0,neutral,low,sixty-two,auto:gcp,gcp,ok
soixante-dix,number,0.0,neutral,low,seventy,auto:gcp,gcp,ok
soixante-neuf,number,0.0,neutral,low,sixty-nine,auto:gcp,gcp,ok
soixante-quatre,number,0.0,neutral,low,sixty-four,auto:gcp,gcp,ok
soixante-quinze,number,0.0,neutral,low,seventy-five,auto:gcp,gcp,ok
soixante-sept,number,0.0,neutral,low,sixty-seven,auto:gcp,gcp,ok
soixante-six,number,0.0,neutral,low,sixty-six,auto:gcp,gcp,ok
soixante-trois,number,0.0,neutral,low,sixty-three,auto:gcp,gcp,ok
soixante-un,number,0.0,neutral,low,sixty-one,auto:gcp,gcp,ok
soixante-wight,number,0.0,neutral,low,sixty-wight,auto:gcp,gcp,ok
sol,other,0.0,neutral,low,ground,auto:gcp,gcp,ok
soldat,noun,0.0,neutral,low,soldier,auto:gcp,gcp,ok
soldat,other,0.0,neutral,low,soldier,auto:gcp,gcp,ok
solliciter,verb,0.0,neutral,low,request,auto:gcp,gcp,ok
sollicitude,other,1.0,positive,low,solicitude,auto:gcp,gcp,ok
sombre,other,-2.0,negative,low,dark,auto:gcp,gcp,ok
someil,other,1.0,positive,low,sleep,auto:gcp,gcp,ok
somme,other,0.0,neutral,low,sum,auto:gcp,gcp,ok
sommeil,other,0.0,neutral,low,sleep,auto:gcp,gcp,ok
sommeiller,verb,0.0,neutral,low,to sleep,auto:gcp,gcp,ok
somnoler,verb,2.0,positive,low,to doze,auto:gcp,gcp,ok
son,other,0.0,neutral,low,her,auto:gcp,gcp,ok
sonde,other,0.0,neutral,low,probe,auto:gcp,gcp,ok
sonder,other,0.0,neutral,low,probe,auto:gcp,gcp,ok
sonder,verb,0.0,neutral,low,probe,auto:gcp,gcp,ok
songe,other,0.0,positive,low,dream,auto:gcp,gcp,ok
songer,verb,2.0,positive,low,to dream,auto:gcp,gcp,ok
sonner,verb,0.0,neutral,low,ring,auto:gcp,gcp,ok
sort,other,-2.0,negative,low,spell,auto:gcp,gcp,ok
sorte,other,0.0,neutral,low,sort,auto:gcp,gcp,ok
sorte de,expr,0.0,neutral,low,sort of,auto:gcp,gcp,ok
sorte que,expr,0.0,neutral,low,so that,auto:gcp,gcp,ok
sortie,other,0.0,neutral,low,exit,auto:gcp,gcp,ok
sortir,other,0.0,neutral,low,to go out,auto:gcp,gcp,ok
sortir,verb,0.0,positive,low,to go out,auto:gcp,gcp,ok
sou,other,0.0,neutral,low,penny,auto:gcp,gcp,ok
soucier,other,-2.0,negative,low,worry,auto:gcp,gcp,ok
soudain,other,0.0,neutral,low,suddenly,auto:gcp,gcp,ok
souffle,other,0.0,neutral,low,breath,auto:gcp,gcp,ok
souffler,verb,0.0,neutral,low,blow,auto:gcp,gcp,ok
souffrance,verb,-1.0,negative,low,suffering,auto:gcp,gcp,ok
soufre,other,-1.0,negative,low,sulfur,auto:gcp,gcp,ok
souhaiter,verb,1.0,positive,low,to wish,auto:gcp,gcp,ok
soulever,verb,1.0,positive,low,raise,auto:gcp,gcp,ok
soupe,other,1.0,positive,low,soup,auto:gcp,gcp,ok
source,other,1.0,positive,low,source,auto:gcp,gcp,ok
sourcil,other,1.0,positive,low,eyebrow,auto:gcp,gcp,ok
souris,other,-2.0,negative,low,mouse,auto:gcp,gcp,ok
souvenir,verb,1.0,positive,low,memory,auto:gcp,gcp,ok
spirituel,other,0.0,neutral,low,spiritual,auto:gcp,gcp,ok
splendidement,other,0.0,positive,low,splendidly,auto:gcp,gcp,ok
ssacrilège,other,0.0,neutral,low,sacrilege,auto:gcp,gcp,ok
stade,other,0.0,neutral,low,stadium,auto:gcp,gcp,ok
statue,other,-1.0,negative,low,statue,auto:gcp,gcp,ok
stature,other,0.0,neutral,low,stature,auto:gcp,gcp,ok
stoïcien,other,0.0,neutral,low,Stoic,auto:gcp,gcp,ok
stupéfié,other,-1.0,negative,low,amazed,auto:gcp,gcp,ok
suaire,other,-2.0,negative,low,shroud,auto:gcp,gcp,ok
subit,other,0.0,neutral,low,suddenly,auto:gcp,gcp,ok
subitement,other,0.0,neutral,low,suddenly,auto:gcp,gcp,ok
subsistance,other,0.0,neutral,low,subsistence,auto:gcp,gcp,ok
subsister,verb,1.0,positive,low,to subsist,auto:gcp,gcp,ok
substance,other,0.0,neutral,low,substance,auto:gcp,gcp,ok
subvenir,verb,2.0,positive,low,to provide,auto:gcp,gcp,ok
successeur,other,0.0,neutral,low,successor,auto:gcp,gcp,ok
successivement,other,0.0,neutral,low,successively,auto:gcp,gcp,ok
sud-ouest,other,0.0,neutral,low,southwest,auto:gcp,gcp,ok
sueur,other,0.0,positive,low,sweat,auto:gcp,gcp,ok
suffire,verb,2.0,positive,low,suffice,auto:gcp,gcp,ok
suffisant,other,0.0,positive,low,sufficient,auto:gcp,gcp,ok
suite,other,0.0,neutral,low,following,auto:gcp,gcp,ok
suivant,other,0.0,neutral,low,following,auto:gcp,gcp,ok
suivre,other,0.0,neutral,low,follow,auto:gcp,gcp,ok
suivre,verb,0.0,neutral,low,follow,auto:gcp,gcp,ok
sujet,other,0.0,neutral,low,subject,auto:gcp,gcp,ok
superbe,other,1.0,positive,low,stunning,auto:gcp,gcp,ok
superflu,other,-1.0,negative,low,superfluous,auto:gcp,gcp,ok
superposer,verb,1.0,positive,low,superimpose,auto:gcp,gcp,ok
supplication,other,0.0,positive,low,supplication,auto:gcp,gcp,ok
supplier,verb,0.0,neutral,low,beggar,auto:gcp,gcp,ok
suppléer,verb,1.0,positive,low,to supplement,auto:gcp,gcp,ok
support,other,0.0,neutral,low,support,auto:gcp,gcp,ok
support,verb,0.0,neutral,low,support,auto:gcp,gcp,ok
supportable,other,1.0,positive,low,bearable,auto:gcp,gcp,ok
supporter,verb,1.0,positive,low,support,auto:gcp,gcp,ok
supposer,other,0.0,neutral,low,assume,auto:gcp,gcp,ok
supposer,verb,0.0,neutral,low,assume,auto:gcp,gcp,ok
supputer,verb,0.0,neutral,low,to guess,auto:gcp,gcp,ok
sur-le-champ,other,0.0,neutral,low,immediately,auto:gcp,gcp,ok
surabondamment,other,1.0,positive,low,superabundantly,auto:gcp,gcp,ok
surabondant,other,1.0,positive,low,overabundant,auto:gcp,gcp,ok
surabondant,verb,0.0,neutral,low,overabundant,auto:gcp,gcp,ok
surgir,verb,0.0,neutral,low,arise,auto:gcp,gcp,ok
surmonter,verb,2.0,positive,low,overcome,auto:gcp,gcp,ok
surmotmer,verb,0.0,neutral,low,surmotmer,auto:gcp,gcp,ok
surpasser,verb,2.0,positive,low,surpass,auto:gcp,gcp,ok
surprendre,verb,-2.0,negative,low,surprise,auto:gcp,gcp,ok
surtout,other,1.0,positive,low,Above all,auto:gcp,gcp,ok
surveillance,other,0.0,neutral,low,monitoring,auto:gcp,gcp,ok
surveillant,other,0.0,neutral,low,supervisor,auto:gcp,gcp,ok
surveiller,verb,0.0,neutral,low,to watch,auto:gcp,gcp,ok
survenir,verb,0.0,neutral,low,occur,auto:gcp,gcp,ok
susciter,verb,-1.0,negative,low,to arouse,auto:gcp,gcp,ok
suspendre,verb,-2.0,negative,low,suspend,auto:gcp,gcp,ok
suspens,other,0.0,neutral,low,suspens,auto:gcp,gcp,ok
suspens,verb,0.0,neutral,low,suspens,auto:gcp,gcp,ok
sycomore,other,0.0,neutral,low,sycamore,auto:gcp,gcp,ok
séant,verb,0.0,neutral,low,sitting,auto:gcp,gcp,ok
sécher,other,0.0,neutral,low,dry,auto:gcp,gcp,ok
séjour,other,0.0,neutral,low,stay,auto:gcp,gcp,ok
séjourner,verb,0.0,neutral,low,stay,auto:gcp,gcp,ok
séparation,other,1.0,positive,low,separation,auto:gcp,gcp,ok
séparer,other,0.0,neutral,low,separate,auto:gcp,gcp,ok
sûr,other,2.0,positive,low,on,auto:gcp,gcp,ok
sûrement,other,2.0,positive,low,certainly,auto:gcp,gcp,ok
sûreté,other,2.0,positive,low,safety,auto:gcp,gcp,ok
tablette,other,0.0,positive,low,tablet,auto:gcp,gcp,ok
tablier,other,0.0,neutral,low,apron,auto:gcp,gcp,ok
talon,other,0.0,positive,low,heel,auto:gcp,gcp,ok
tamis,other,2.0,positive,low,sieve,auto:gcp,gcp,ok
tamiser,verb,1.0,positive,low,sift,auto:gcp,gcp,ok
tamtam,other,1.0,positive,low,tom-tom,auto:gcp,gcp,ok
tante,other,1.0,positive,low,aunt,auto:gcp,gcp,ok
tapper,verb,2.0,positive,low,tap,auto:gcp,gcp,ok
tarder,verb,-2.0,positive,low,delay,auto:gcp,gcp,ok
tarir,other,0.0,neutral,low,dry up,auto:gcp,gcp,ok
taupe,other,2.0,positive,low,mole,auto:gcp,gcp,ok
taureau,other,0.0,neutral,low,bull,auto:gcp,gcp,ok
temoin,other,2.0,positive,low,witness,auto:gcp,gcp,ok
temps,verb,0.0,neutral,low,time,auto:gcp,gcp,ok
tenebres,other,2.0,positive,low,darkness,auto:gcp,gcp,ok
tenir,verb,1.0,positive,low,hold,auto:gcp,gcp,ok
tentation,other,1.0,positive,low,temptation,auto:gcp,gcp,ok
terme,other,0.0,neutral,low,term,auto:gcp,gcp,ok
terre,other,2.0,positive,low,earth,auto:gcp,gcp,ok
terrestre,other,0.0,neutral,low,terrestrial,auto:gcp,gcp,ok
testament,other,0.0,neutral,low,will,auto:gcp,gcp,ok
tete,other,1.0,positive,low,head,auto:gcp,gcp,ok
thuya,other,-2.0,negative,low,thuja,auto:gcp,gcp,ok
thème,other,2.0,positive,low,theme,auto:gcp,gcp,ok
tiers,other,0.0,neutral,low,third party,auto:gcp,gcp,ok
tige,other,0.0,neutral,low,stem,auto:gcp,gcp,ok
tirer,other,0.0,neutral,low,to pull,auto:gcp,gcp,ok
tirer,verb,2.0,positive,low,to pull,auto:gcp,gcp,ok
toi,other,0.0,neutral,low,You,auto:gcp,gcp,ok
toile,other,0.0,neutral,low,cloth,auto:gcp,gcp,ok
tomber,verb,-1.0,negative,low,to fall,auto:gcp,gcp,ok
tonner,verb,2.0,positive,low,thunder,auto:gcp,gcp,ok
tonnerre,other,1.0,positive,low,thunder,auto:gcp,gcp,ok
topaze,other,1.0,positive,low,topaz,auto:gcp,gcp,ok
toquer,verb,1.0,positive,low,knock,auto:gcp,gcp,ok
torchon,other,1.0,positive,low,dishcloth,auto:gcp,gcp,ok
tordre,other,1.0,positive,low,twist,auto:gcp,gcp,ok
tordre,verb,0.0,neutral,low,twist,auto:gcp,gcp,ok
torturé,other,1.0,positive,low,torture,auto:gcp,gcp,ok
toucher,other,0.0,neutral,low,to touch,auto:gcp,gcp,ok
toucher,verb,1.0,positive,low,to touch,auto:gcp,gcp,ok
toujours,other,0.0,neutral,low,always,auto:gcp,gcp,ok
tour,other,0.0,neutral,low,round,auto:gcp,gcp,ok
tourner,verb,1.0,positive,low,turn,auto:gcp,gcp,ok
tout,other,0.0,neutral,low,All,auto:gcp,gcp,ok
tout-puissant,other,2.0,positive,low,almighty,auto:gcp,gcp,ok
toutefois,other,0.0,neutral,low,however,auto:gcp,gcp,ok
toux,other,1.0,positive,low,cough,auto:gcp,gcp,ok
tradition,other,0.0,neutral,low,tradition,auto:gcp,gcp,ok
traduire,other,0.0,neutral,low,translate,auto:gcp,gcp,ok
train,verb,0.0,neutral,low,train,auto:gcp,gcp,ok
traitable,other,0.0,neutral,low,treatable,auto:gcp,gcp,ok
traitement,other,2.0,positive,low,treatment,auto:gcp,gcp,ok
tramblant,other,0.0,neutral,low,trembling,auto:gcp,gcp,ok
transformer,verb,1.0,positive,low,transform,auto:gcp,gcp,ok
transparent,other,1.0,positive,low,transparent,auto:gcp,gcp,ok
transpor,other,0.0,neutral,low,transport,auto:gcp,gcp,ok
transportation,other,0.0,neutral,low,transportation,auto:gcp,gcp,ok
transporte,verb,1.0,positive,low,transports,auto:gcp,gcp,ok
trasformer,verb,1.0,positive,low,transform,auto:gcp,gcp,ok
tremousser,verb,1.0,positive,low,to shake,auto:gcp,gcp,ok
tremper,verb,2.0,positive,low,soak,auto:gcp,gcp,ok
trente,number,0.0,neutral,low,thirty,auto:gcp,gcp,ok
trente-cinq,number,0.0,neutral,low,thirty-five,auto:gcp,gcp,ok
trente-deux,number,0.0,neutral,low,thirty-two,auto:gcp,gcp,ok
trente-neuf,number,0.0,neutral,low,thirty-nine,auto:gcp,gcp,ok
trente-quatre,number,0.0,neutral,low,thirty-four,auto:gcp,gcp,ok
trente-sept,number,0.0,neutral,low,thirty-seven,auto:gcp,gcp,ok
trente-six,number,0.0,neutral,low,thirty-six,auto:gcp,gcp,ok
trente-trois,number,0.0,neutral,low,thirty-three,auto:gcp,gcp,ok
trente-un,number,0.0,neutral,low,thirty-one,auto:gcp,gcp,ok
trente-wight,number,0.0,neutral,low,thirty-wight,auto:gcp,gcp,ok
tresse,other,2.0,neutral,low,braided,auto:gcp,gcp,ok
trez,number,0.0,neutral,low,trez,auto:gcp,gcp,ok
trois,number,0.0,neutral,low,three,auto:gcp,gcp,ok
trois mille,expr,0.0,neutral,low,three thousand,auto:gcp,gcp,ok
troisième,other,0.0,neutral,low,third,auto:gcp,gcp,ok
trompette,other,2.0,positive,low,trumpet,auto:gcp,gcp,ok
trouer,verb,2.0,positive,low,to pierce,auto:gcp,gcp,ok
troupeau,other,0.0,neutral,low,herd,auto:gcp,gcp,ok
trouver,verb,2.0,positive,low,find,auto:gcp,gcp,ok
trésor,other,0.0,positive,low,treasure,auto:gcp,gcp,ok
tshichose,other,1.0,positive,low,tshichose,auto:gcp,gcp,ok
tshijila,other,2.0,positive,low,tshijila,auto:gcp,gcp,ok
tu,other,0.0,neutral,low,you,auto:gcp,gcp,ok
tu as,expr,0.0,neutral,low,you have,auto:gcp,gcp,ok
tuetu,other,0.0,neutral,low,kill you,auto:gcp,gcp,ok
tuile,other,0.0,neutral,low,tile,auto:gcp,gcp,ok
tuteur,other,2.0,positive,low,tutor,auto:gcp,gcp,ok
témoin,other,2.0,positive,low,witness,auto:gcp,gcp,ok
tôles,other,2.0,positive,low,sheets,auto:gcp,gcp,ok
un,number,0.0,neutral,low,A,auto:gcp,gcp,ok
unie,other,0.0,neutral,low,united,auto:gcp,gcp,ok
union,other,1.0,positive,low,union,auto:gcp,gcp,ok
unique,other,0.0,positive,low,unique,auto:gcp,gcp,ok
univers,other,2.0,positive,low,universe,auto:gcp,gcp,ok
urine,other,1.0,positive,low,urine,auto:gcp,gcp,ok
usage,other,0.0,neutral,low,use,auto:gcp,gcp,ok
utiliser,verb,2.0,positive,low,to use,auto:gcp,gcp,ok
vaccin,other,1.0,positive,low,vaccine,auto:gcp,gcp,ok
vagues,other,-1.0,negative,low,waves,auto:gcp,gcp,ok
vainqueur,other,0.0,neutral,low,winner,auto:gcp,gcp,ok
vaisseau,other,0.0,neutral,low,vessel,auto:gcp,gcp,ok
valeur,other,2.0,positive,low,value,auto:gcp,gcp,ok
valide,other,-2.0,negative,low,valid,auto:gcp,gcp,ok
van,other,0.0,neutral,low,van,auto:gcp,gcp,ok
vapeur,other,0.0,neutral,low,steam,auto:gcp,gcp,ok
variation,other,-1.0,positive,low,variation,auto:gcp,gcp,ok
varié,other,-2.0,negative,low,varied,auto:gcp,gcp,ok
veau,other,0.0,neutral,low,calf,auto:gcp,gcp,ok
vehicule,other,1.0,positive,low,vehicle,auto:gcp,gcp,ok
veillire,other,1.0,positive,low,to grow old,auto:gcp,gcp,ok
veine,other,2.0,positive,low,vein,auto:gcp,gcp,ok
velo,other,1.0,positive,low,bike,auto:gcp,gcp,ok
vendeur,other,0.0,neutral,low,seller,auto:gcp,gcp,ok
vendre,verb,-1.0,negative,low,sell,auto:gcp,gcp,ok
venir,verb,2.0,positive,low,come,auto:gcp,gcp,ok
vent,other,-2.0,positive,low,wind,auto:gcp,gcp,ok
ventre,other,1.0,positive,low,belly,auto:gcp,gcp,ok
verite,other,2.0,positive,low,truth,auto:gcp,gcp,ok
verite,verb,1.0,positive,low,truth,auto:gcp,gcp,ok
verre,other,1.0,positive,low,glass,auto:gcp,gcp,ok
vert,other,-1.0,negative,low,Green,auto:gcp,gcp,ok
veste,other,1.0,positive,low,jacket,auto:gcp,gcp,ok
vestibule,other,0.0,neutral,low,vestibule,auto:gcp,gcp,ok
vetement,other,0.0,neutral,low,garment,auto:gcp,gcp,ok
vetements,other,-1.0,negative,low,clothes,auto:gcp,gcp,ok
vibrer,other,2.0,positive,low,vibrate,auto:gcp,gcp,ok
vide,other,2.0,negative,low,empty,auto:gcp,gcp,ok
viens,other,1.0,positive,low,come on,auto:gcp,gcp,ok
vierge,other,0.0,neutral,low,virgin,auto:gcp,gcp,ok
vieux,other,0.0,neutral,low,old,auto:gcp,gcp,ok
vigne,verb,1.0,positive,low,vine,auto:gcp,gcp,ok
vigneron,other,2.0,positive,low,winemaker,auto:gcp,gcp,ok
vil,other,-1.0,negative,low,vile,auto:gcp,gcp,ok
village,other,2.0,positive,low,village,auto:gcp,gcp,ok
vin,other,0.0,neutral,low,wine,auto:gcp,gcp,ok
vingt,number,0.0,neutral,low,twenty,auto:gcp,gcp,ok
vingt mille,expr,0.0,neutral,low,twenty thousand,auto:gcp,gcp,ok
vingt-cinq,number,0.0,neutral,low,twenty-five,auto:gcp,gcp,ok
vingt-deux,number,0.0,neutral,low,twenty-two,auto:gcp,gcp,ok
vingt-neuf,number,0.0,neutral,low,twenty-nine,auto:gcp,gcp,ok
vingt-quatre,number,0.0,neutral,low,twenty-four,auto:gcp,gcp,ok
vingt-sept,number,0.0,neutral,low,twenty-seven,auto:gcp,gcp,ok
vingt-six,number,0.0,neutral,low,twenty-six,auto:gcp,gcp,ok
vingt-trois,number,0.0,neutral,low,twenty-three,auto:gcp,gcp,ok
vingt-trois mille,expr,0.0,neutral,low,twenty-three thousand,auto:gcp,gcp,ok
vingt-un,number,0.0,neutral,low,twenty-one,auto:gcp,gcp,ok
vingt-wight,number,0.0,neutral,low,twenty-wight,auto:gcp,gcp,ok
visible,other,2.0,positive,low,visible,auto:gcp,gcp,ok
vision,other,1.0,positive,low,vision,auto:gcp,gcp,ok
vivant,other,0.0,positive,low,alive,auto:gcp,gcp,ok
vivre,verb,-1.0,negative,low,live,auto:gcp,gcp,ok
vocation,other,1.0,positive,low,vocation,auto:gcp,gcp,ok
voile,other,0.0,neutral,low,veil,auto:gcp,gcp,ok
voir,verb,1.0,positive,low,see,auto:gcp,gcp,ok
voisin,other,0.0,neutral,low,neighbor,auto:gcp,gcp,ok
voisinage,other,0.0,neutral,low,neighborhood,auto:gcp,gcp,ok
voiture,other,1.0,positive,low,car,auto:gcp,gcp,ok
voix,other,2.0,positive,low,voice,auto:gcp,gcp,ok
voix,verb,2.0,positive,low,voice,auto:gcp,gcp,ok
volume,other,2.0,positive,low,volume,auto:gcp,gcp,ok
volupté,other,2.0,positive,low,voluptuousness,auto:gcp,gcp,ok
vous,other,0.0,neutral,low,YOU,auto:gcp,gcp,ok
vous avez,expr,0.0,neutral,low,you have,auto:gcp,gcp,ok
voyager,verb,2.0,positive,low,to travel,auto:gcp,gcp,ok
voyan,other,2.0,positive,low,clairvoyant,auto:gcp,gcp,ok
vélo,other,2.0,positive,low,bike,auto:gcp,gcp,ok
vêtement,other,-2.0,negative,low,garment,auto:gcp,gcp,ok
vêtements,other,2.0,positive,low,clothes,auto:gcp,gcp,ok
wight,number,0.0,neutral,low,wight,auto:gcp,gcp,ok
xylophone,other,2.0,positive,low,xylophone,auto:gcp,gcp,ok
zorobabel,other,0.0,neutral,low,Zerubbabel,auto:gcp,gcp,ok
zélateur,other,-2.0,negative,low,zealot,auto:gcp,gcp,ok
zélé,other,0.0,neutral,low,zealous,auto:gcp,gcp,ok
à jamais,expr,1.0,positive,low,forever,auto:gcp,gcp,ok
âge,other,0.0,neutral,low,age,auto:gcp,gcp,ok
âme,other,2.0,positive,low,soul,auto:gcp,gcp,ok
ânesse,other,0.0,neutral,low,donkey,auto:gcp,gcp,ok
ça et là,expr,0.0,neutral,low,here and there,auto:gcp,gcp,ok
écarlate,other,0.0,neutral,low,scarlet,auto:gcp,gcp,ok
échec,other,2.0,positive,low,failure,auto:gcp,gcp,ok
éclair,other,0.0,neutral,low,flash,auto:gcp,gcp,ok
éclatant,other,-1.0,negative,low,brilliant,auto:gcp,gcp,ok
écomote,other,2.0,positive,low,eco-motor,auto:gcp,gcp,ok
écomotiste,other,2.0,positive,low,economist,auto:gcp,gcp,ok
écouteurs,other,2.0,positive,low,headphones,auto:gcp,gcp,ok
écrier,other,-2.0,negative,low,to write,auto:gcp,gcp,ok
écrire,verb,2.0,positive,low,to write,auto:gcp,gcp,ok
éloigné,other,0.0,neutral,low,distant,auto:gcp,gcp,ok
émeraude,other,2.0,positive,low,emerald,auto:gcp,gcp,ok
émerger,verb,2.0,positive,low,emerge,auto:gcp,gcp,ok
ému,other,0.0,neutral,low,moved,auto:gcp,gcp,ok
ému,verb,2.0,positive,low,moved,auto:gcp,gcp,ok
énumérer,verb,2.0,positive,low,list,auto:gcp,gcp,ok
épargner,verb,0.0,neutral,low,save,auto:gcp,gcp,ok
épaule,other,2.0,positive,low,shoulder,auto:gcp,gcp,ok
éponge,other,0.0,neutral,low,sponge,auto:gcp,gcp,ok
équitable,other,0.0,neutral,low,fair,auto:gcp,gcp,ok
éteindre,verb,2.0,positive,low,turn off,auto:gcp,gcp,ok
