CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status,english,notes,source,qa_status_translate
Misangu inayi,Quadruple,quadruple,0.0,0.0,Neutre,neutral,Mot,other,ok,quadruple,auto:gcp,gcp,ok
Misangu lukama,Centuple,centuple,6.0,6.0,Positif,positive,Mot,other,ok,hundredfold,auto:gcp,gcp,ok
Misangu ne misangu,Souvent,souvent,5.0,5.0,Positif,positive,Mot,other,ok,often,auto:gcp,gcp,ok
Misangu ya bungi,Fréquent,fréquent,6.0,6.0,Positif,positive,Mot,other,ok,frequent,auto:gcp,gcp,ok
Misangu yonso,Cesse,cesse,7.0,7.0,Positif,positive,Mot,other,ok,stops,auto:gcp,gcp,ok
Misesu,Rue,rue,0.0,0.0,Neutre,neutral,Mot,other,ok,Street,auto:gcp,gcp,ok
Mishiku,Lèvre,lèvre,4.0,4.0,Positif,positive,Mot,other,ok,lip,auto:gcp,gcp,ok
Mishindu mivulangane,Diversité,diversité,6.0,6.0,Positif,positive,Mot,other,ok,diversity,auto:gcp,gcp,ok
Mishindu ne mishindu,Divers,divers,5.0,5.0,Positif,positive,Mot,other,ok,miscellaneous,auto:gcp,gcp,ok
"Misumba, mbombo",Myriade,myriade,7.0,7.0,Positif,positive,Mot,other,ok,myriad,auto:gcp,gcp,ok
Mitambe bungi,Surabondamment,surabondamment,8.0,8.0,Positif,positive,Mot,other,ok,superabundantly,auto:gcp,gcp,ok
Mitendekenu,Intercession,intercession,9.0,9.0,Positif,positive,Mot,other,ok,intercession,auto:gcp,gcp,ok
Mitshipu,Imprécations ,imprécations,-8.0,-8.0,Negatif,negative,Mot,other,ok,imprecations,auto:gcp,gcp,ok
Momumue,Pareil,pareil,4.0,4.0,Positif,positive,Mot,other,ok,The same,auto:gcp,gcp,ok
Monji munene,Cep,cep,0.0,0.0,Neutre,neutral,Mot,other,ok,vine,auto:gcp,gcp,ok
Moyo,Salutation,salutation,8.0,8.0,Positif,positive,Mot,other,ok,greeting,auto:gcp,gcp,ok
Mpala,Visage,visage,4.0,4.0,Positif,positive,Mot,other,ok,face,auto:gcp,gcp,ok
Mpala wa buatu,Proue,proue,0.0,0.0,Neutre,neutral,Mot,other,ok,bow,auto:gcp,gcp,ok
Mpalata,Drachme,drachme,0.0,0.0,Neutre,neutral,Mot,other,ok,drachma,auto:gcp,gcp,ok
Mpanganu,Assorti ,assorti,-5.0,-5.0,Negatif,negative,Mot,other,ok,assorted,auto:gcp,gcp,ok
Mpata,"Dissension
",dissension,-4.0,-4.0,Negatif,negative,Mot,other,ok,dissension,auto:gcp,gcp,ok
Mpata; kutantamena,Contredit,contredit,-6.0,-6.0,Negatif,negative,Verbe,verb,ok,contradicted,auto:gcp,gcp,ok
Mpaya,Sac,sac,0.0,0.0,Neutre,neutral,Mot,other,ok,bag,auto:gcp,gcp,ok
Mpidieu,Incessamment,incessamment,7.0,7.0,Positif,positive,Mot,other,ok,shortly,auto:gcp,gcp,ok
Mpingu,Idole,idole,-8.0,-8.0,Negatif,negative,Mot,other,ok,idol,auto:gcp,gcp,ok
Mpokolo wa mayi,Réservoir d'eau,réservoir d'eau,4.0,4.0,Positif,positive,Mot,other,ok,nan,,,
Mpongo,Vallée,vallée,5.0,5.0,Positif,positive,Mot,other,ok,valley,auto:gcp,gcp,ok
Mpudi matshiu,Sourd,sourd,-6.0,-6.0,Negatif,negative,Mot,other,ok,deaf,auto:gcp,gcp,ok
Mpukapuka,Aventure,aventure,6.0,6.0,Positif,positive,Mot,other,ok,adventure,auto:gcp,gcp,ok
Mpulushi,Sergent,sergent,0.0,0.0,Neutre,neutral,Mot,other,ok,sergeant,auto:gcp,gcp,ok
Mpunda,Ânesse,ânesse,0.0,0.0,Neutre,neutral,Mot,other,ok,donkey,auto:gcp,gcp,ok
"Mpunda (bua
mpunda)",Somme,somme,0.0,0.0,Neutre,neutral,Mot,other,ok,sum,auto:gcp,gcp,ok
Mpungi,Trompette,trompette,6.0,6.0,Positif,positive,Mot,other,ok,trumpet,auto:gcp,gcp,ok
Mpungu,Péage,péage,0.0,0.0,Neutre,neutral,Mot,other,ok,TOLL,auto:gcp,gcp,ok
Mputa,Plaindre,plaindre,-7.0,-7.0,Negatif,negative,Verbe,verb,ok,complain,auto:gcp,gcp,ok
Mputa wa lubangu,Gangrène,gangrène,-8.0,-8.0,Negatif,negative,Mot,other,ok,gangrene,auto:gcp,gcp,ok
"Mputa, mikumu",Blessure,blessure,-6.0,-6.0,Negatif,negative,Mot,other,ok,injury,auto:gcp,gcp,ok
Mputa,Ulcère,ulcère,-7.0,-7.0,Negatif,negative,Mot,other,ok,ulcer,auto:gcp,gcp,ok
Mu bulelela,Certainement,certainement,8.0,8.0,Positif,positive,Mot,other,ok,certainly,auto:gcp,gcp,ok
Mu difuanagana,Conformité de,conformité de,8.0,8.0,Positif,positive,Mot,other,ok,nan,,,
Mu dinyunguluka,Ronde ,ronde,5.0,5.0,Positif,positive,Mot,other,ok,round,auto:gcp,gcp,ok
Mu kuenza (nunku),Entrefaites ,entrefaites,4.0,4.0,Positif,positive,Mot,other,ok,in the meantime,auto:gcp,gcp,ok
Mu mayi,Large,large,6.0,6.0,Positif,positive,Mot,other,ok,wide,auto:gcp,gcp,ok
Mu mushindu onso,Manière,manière,5.0,5.0,Positif,positive,Mot,other,ok,manner,auto:gcp,gcp,ok
Mu musokoko,Secrètement,secrètement,7.0,7.0,Positif,positive,Mot,other,ok,secretly,auto:gcp,gcp,ok
Mu nkatshi,Milieu,milieu,4.0,4.0,Positif,positive,Mot,other,ok,medium,auto:gcp,gcp,ok
Mu Nyuma,Spirituellement,spirituellement,9.0,9.0,Positif,positive,Mot,other,ok,spiritually,auto:gcp,gcp,ok
Mu nzubu,Toit,toit,4.0,4.0,Positif,positive,Mot,other,ok,roof,auto:gcp,gcp,ok
"Mu tshikondo, mu tshilejelu, bu",Titre,titre,6.0,6.0,Positif,positive,Mot,other,ok,title,auto:gcp,gcp,ok
Mu tshikoso,Brièvement,brièvement,7.0,7.0,Positif,positive,Mot,other,ok,briefly,auto:gcp,gcp,ok
Mu tshilele,Traditionnellement,traditionnellement,8.0,8.0,Positif,positive,Mot,other,ok,traditionally,auto:gcp,gcp,ok
Muaba,Région,région,5.0,5.0,Positif,positive,Mot,other,ok,region,auto:gcp,gcp,ok
Muaba mupengame,Écart,écart,-4.0,-4.0,Negatif,negative,Mot,other,ok,gap,auto:gcp,gcp,ok
Muaba mutumbuke,Estrade,estrade,4.0,4.0,Positif,positive,Mot,other,ok,platform,auto:gcp,gcp,ok
Muaba wa bafue,Hadès,hadès,-9.0,-9.0,Negatif,negative,Mot,other,ok,Hades,auto:gcp,gcp,ok
Muaba wa kuala,Logement,logement,5.0,5.0,Positif,positive,Mot,other,ok,accommodation,auto:gcp,gcp,ok
Muaba wa mabue,Pavé,pavé,0.0,0.0,Neutre,neutral,Mot,other,ok,cobblestone,auto:gcp,gcp,ok
Muaba wetu (ditunga),Patrie,patrie,8.0,8.0,Positif,positive,Mot,other,ok,country,auto:gcp,gcp,ok
Muabanyanganyi,Participant,participant,6.0,6.0,Positif,positive,Mot,other,ok,participant,auto:gcp,gcp,ok
Muadi,Pleur,pleur,-6.0,-6.0,Negatif,negative,Mot,other,ok,cry,auto:gcp,gcp,ok
Muakane,Juste,juste,9.0,9.0,Positif,positive,Mot,other,ok,just,auto:gcp,gcp,ok
Muakuidi,Sacrificateur,sacrificateur,7.0,7.0,Positif,positive,Mot,other,ok,priest,auto:gcp,gcp,ok
Muakuidi munene,Souverain sacrificateur,souverain sacrificateur,9.0,9.0,Positif,positive,Mot,other,ok,nan,,,
Muakulu,Langage,langage,6.0,6.0,Positif,positive,Mot,other,ok,language,auto:gcp,gcp,ok
Muakulu (mukese),Dialecte,dialecte,5.0,5.0,Positif,positive,Mot,other,ok,dialect,auto:gcp,gcp,ok
Muambi,Prédicateur,prédicateur,8.0,8.0,Positif,positive,Mot,other,ok,preacher,auto:gcp,gcp,ok
Muambuluishangany,Associé,associé,7.0,7.0,Positif,positive,Mot,other,ok,partner,auto:gcp,gcp,ok
Muan'abo mukashi,Sœur,sœur,8.0,8.0,Positif,positive,Mot,other,ok,sister,auto:gcp,gcp,ok
Muana,"Enfant,
Petit","enfant,
petit",7.0,7.0,Positif,positive,Mot,other,ok,"child, small",auto:gcp,gcp,ok
Muana bute,Premier-né,premier-né,8.0,8.0,Positif,positive,Mot,other,ok,firstborn,auto:gcp,gcp,ok
Muana mukaji,Fille,fille,7.0,7.0,Positif,positive,Mot,other,ok,girl,auto:gcp,gcp,ok
Muana mulume,Fils,fils,8.0,8.0,Positif,positive,Mot,other,ok,son,auto:gcp,gcp,ok
Muana wa dibutuka,Fils de perdition,fils de perdition,-8.0,-8.0,Negatif,negative,Mot,other,ok,nan,,,
Muana wa masandi,Bâtard,bâtard,-7.0,-7.0,Negatif,negative,Mot,other,ok,bastard,auto:gcp,gcp,ok
Muana wa mu ngena,Fils de la géhenne,fils de la géhenne,-9.0,-9.0,Negatif,negative,Mot,other,ok,nan,,,
Muana wa mukoko,Agneau,agneau,9.0,9.0,Positif,positive,Mot,other,ok,lamb,auto:gcp,gcp,ok
Muana wa munya,Fils de la lumière,fils de la lumière,9.0,9.0,Positif,positive,Mot,other,ok,nan,,,
Muana wa ngombe mukaji,Génisse,génisse,0.0,0.0,Neutre,neutral,Mot,other,ok,heifer,auto:gcp,gcp,ok
Muana wa Ngombe,Veau,veau,0.0,0.0,Neutre,neutral,Mot,other,ok,calf,auto:gcp,gcp,ok
Muana wa nshiye,Orphelin,orphelin,-6.0,-6.0,Negatif,negative,Mot,other,ok,orphan,auto:gcp,gcp,ok
Muanda mukulu,Huit,huit,0.0,0.0,Neutre,neutral,Nombre,number,ok,eight,auto:gcp,gcp,ok
Muanda mutekete,Sept,sept,0.0,0.0,Neutre,neutral,Nombre,number,ok,seven,auto:gcp,gcp,ok
Muanetu,Frère,frère,8.0,8.0,Positif,positive,Mot,other,ok,brother,auto:gcp,gcp,ok
Muangatshi pamue,Coparticipant,coparticipant,7.0,7.0,Positif,positive,Mot,other,ok,co-participant,auto:gcp,gcp,ok
Muanjelo,Ange,ange,9.0,9.0,Positif,positive,Mot,other,ok,angel,auto:gcp,gcp,ok
"Muanjelo mutambe
bakuabu",Archange,archange,9.0,9.0,Positif,positive,Mot,other,ok,archangel,auto:gcp,gcp,ok
Muanzankongolo,Arc en ciel,arc en ciel,9.0,9.0,Positif,positive,Mot,other,ok,nan,,,
Muasambi,Consolateur,consolateur,8.0,8.0,Positif,positive,Mot,other,ok,comforter,auto:gcp,gcp,ok
Mubaki,Époux,époux,7.0,7.0,Positif,positive,Mot,other,ok,husband,auto:gcp,gcp,ok
Mubandi,Accusateur,accusateur,-7.0,-7.0,Negatif,negative,Mot,other,ok,accuser,auto:gcp,gcp,ok
Mubandi wa pa kabalu,Cavalier,cavalier,4.0,4.0,Positif,positive,Mot,other,ok,rider,auto:gcp,gcp,ok
Mubanga,Ivoire,ivoire,6.0,6.0,Positif,positive,Mot,other,ok,ivory,auto:gcp,gcp,ok
Mubangi wa malu mapia-mapia,Inventeur,inventeur,7.0,7.0,Positif,positive,Mot,other,ok,inventor,auto:gcp,gcp,ok
Mubangila,Fiancé,fiancé,8.0,8.0,Positif,positive,Mot,other,ok,fiance,auto:gcp,gcp,ok
Mubangu,Frange,frange,0.0,0.0,Neutre,neutral,Mot,other,ok,fringe,auto:gcp,gcp,ok
Mubanji,Riche,riche,8.0,8.0,Positif,positive,Mot,other,ok,rich,auto:gcp,gcp,ok
Mubengibue,Illicite,illicite,-8.0,-8.0,Negatif,negative,Mot,other,ok,illicit,auto:gcp,gcp,ok
Mubi (muaku),Méchant,méchant,-7.0,-7.0,Negatif,negative,Mot,other,ok,wicked,auto:gcp,gcp,ok
Mubi (Mufidi muleji),Méchant,méchant,-6.0,-6.0,Negatif,negative,Mot,other,ok,wicked,auto:gcp,gcp,ok
Mubidi,Corps,corps,0.0,0.0,Neutre,neutral,Mot,other,ok,body,auto:gcp,gcp,ok
Mubidi udi umueneka,Extérieur,extérieur,0.0,0.0,Neutre,neutral,Mot,other,ok,outside,auto:gcp,gcp,ok
Mubikila,Convié,convié,7.0,7.0,Positif,positive,Mot,other,ok,invited,auto:gcp,gcp,ok
"Mubisha, Muvuijibue pa mutu pa mulu",Élevé,élevé,8.0,8.0,Positif,positive,Mot,other,ok,pupil,auto:gcp,gcp,ok
Mubumbakane,Étroit,étroit,-4.0,-4.0,Negatif,negative,Mot,other,ok,narrow,auto:gcp,gcp,ok
Mubundabunda,Meurtrissure,meurtrissure,-7.0,-7.0,Negatif,negative,Mot,other,ok,bruise,auto:gcp,gcp,ok
Mubungame,Triste,triste,-6.0,-6.0,Negatif,negative,Mot,other,ok,sad,auto:gcp,gcp,ok
Mudianjidi,Précurseur,précurseur,8.0,8.0,Positif,positive,Mot,other,ok,precursor,auto:gcp,gcp,ok
Mudiba,Grenier,grenier,5.0,5.0,Positif,positive,Mot,other,ok,attic,auto:gcp,gcp,ok
Mudiimu mukole,Faix,faix,-5.0,-5.0,Negatif,negative,Mot,other,ok,burden,auto:gcp,gcp,ok
Mudimu,Administration,administration,7.0,7.0,Positif,positive,Mot,other,ok,administration,auto:gcp,gcp,ok
Mudimu mukole,Labeur,labeur,5.0,5.0,Positif,positive,Mot,other,ok,labor,auto:gcp,gcp,ok
Mudimu wa bianza,Métier,métier,6.0,6.0,Positif,positive,Mot,other,ok,job,auto:gcp,gcp,ok
Mudimuke,Prudent,prudent,8.0,8.0,Positif,positive,Mot,other,ok,careful,auto:gcp,gcp,ok
Mudingi,Imposteur,imposteur,-8.0,-8.0,Negatif,negative,Mot,other,ok,impostor,auto:gcp,gcp,ok
Mudishikamine,Libre,libre,9.0,9.0,Positif,positive,Mot,other,ok,free,auto:gcp,gcp,ok
Mudishikamine (udi),Affranchi,affranchi,8.0,8.0,Positif,positive,Mot,other,ok,freed,auto:gcp,gcp,ok
Mudisui,Orgueilleux,orgueilleux,-7.0,-7.0,Negatif,negative,Mot,other,ok,proud,auto:gcp,gcp,ok
Muele,Faucille,faucille,0.0,0.0,Neutre,neutral,Mot,other,ok,sickle,auto:gcp,gcp,ok
Muele (wa nvita),Épée,épée,5.0,5.0,Positif,positive,Mot,other,ok,sword,auto:gcp,gcp,ok
Muena (tshisamba),Appartenir,appartenir,6.0,6.0,Positif,positive,Verbe,verb,ok,belong,auto:gcp,gcp,ok
Muena ba demon,Démoniaque,démoniaque,-9.0,-9.0,Negatif,negative,Mot,other,ok,demonic,auto:gcp,gcp,ok
Muena biakulakula,Discoureur,discoureur,-4.0,-4.0,Negatif,negative,Mot,other,ok,orator,auto:gcp,gcp,ok
Muena buatu,Matelot,matelot,4.0,4.0,Positif,positive,Mot,other,ok,sailor,auto:gcp,gcp,ok
Muena bupidia,Désobéissant,désobéissant,-7.0,-7.0,Negatif,negative,Mot,other,ok,disobedient,auto:gcp,gcp,ok
Muena dibanza,Débiteur,débiteur,-5.0,-5.0,Negatif,negative,Mot,other,ok,debtor,auto:gcp,gcp,ok
Muena dikenga,Misérable,misérable,-7.0,-7.0,Negatif,negative,Mot,other,ok,miserable,auto:gcp,gcp,ok
Muena dipetu,Contempteur,contempteur,-6.0,-6.0,Negatif,negative,Mot,other,ok,contemptuous,auto:gcp,gcp,ok
Muena dishima,Menteur,menteur,-7.0,-7.0,Negatif,negative,Mot,other,ok,liar,auto:gcp,gcp,ok
Muena ebelu,Hébreu,hébreu,4.0,4.0,Positif,positive,Mot,other,ok,Hebrew,auto:gcp,gcp,ok
Muena kaneke,Paralytique,paralytique,-6.0,-6.0,Negatif,negative,Mot,other,ok,paralytic,auto:gcp,gcp,ok
Muena kilisto,Chrétien,chrétien,8.0,8.0,Positif,positive,Mot,other,ok,Christian,auto:gcp,gcp,ok
Muena kuabu,Parenté,parenté,6.0,6.0,Positif,positive,Mot,other,ok,relationship,auto:gcp,gcp,ok
Muena Lewi,Lévite,lévite,5.0,5.0,Positif,positive,Mot,other,ok,Levite,auto:gcp,gcp,ok
Muena lonji,Cruel,cruel,-8.0,-8.0,Negatif,negative,Mot,other,ok,cruel,auto:gcp,gcp,ok
Muena lubombo,Hypocrite,hypocrite,-7.0,-7.0,Negatif,negative,Mot,other,ok,hypocritical,auto:gcp,gcp,ok
Muena lukanu,Prisonnier,prisonnier,-6.0,-6.0,Negatif,negative,Mot,other,ok,prisoner,auto:gcp,gcp,ok
Muena lukunukunu,Zélote,zélote,5.0,5.0,Positif,positive,Mot,other,ok,zealot,auto:gcp,gcp,ok
Muena lungenyi,Sage,sage,9.0,9.0,Positif,positive,Mot,other,ok,wise,auto:gcp,gcp,ok
Muena masandi,Fornicateur,fornicateur,-8.0,-8.0,Negatif,negative,Mot,other,ok,fornicator,auto:gcp,gcp,ok
Muena matandu,Disputeur,disputeur,-6.0,-6.0,Negatif,negative,Mot,other,ok,argumentative,auto:gcp,gcp,ok
Muena mudi,Intempérance,intempérance,-7.0,-7.0,Negatif,negative,Mot,other,ok,intemperance,auto:gcp,gcp,ok
Muena mudimu,Domestique,domestique,7.0,7.0,Positif,positive,Mot,other,ok,domestic,auto:gcp,gcp,ok
Muena mudimu wa mu muaba aba,Jardinier,jardinier,5.0,5.0,Positif,positive,Mot,other,ok,gardener,auto:gcp,gcp,ok
Muena mudio,Mangeur,mangeur,3.0,3.0,Neutre,neutral,Mot,other,ok,eater,auto:gcp,gcp,ok
Muena mupongo,Magicien,magicien,4.0,4.0,Positif,positive,Mot,other,ok,magician,auto:gcp,gcp,ok
Muena mutshima mupuekele,Débonnaire,débonnaire,7.0,7.0,Positif,positive,Mot,other,ok,good-natured,auto:gcp,gcp,ok
"Muena mutshima wa luse (bua
kukuatshisha)",Libéral,libéral,8.0,8.0,Positif,positive,Mot,other,ok,liberal,auto:gcp,gcp,ok
Muena nabu,Compagnon,compagnon,7.0,7.0,Positif,positive,Mot,other,ok,companion,auto:gcp,gcp,ok
Muena Nsudi,Lépreux,lépreux,-6.0,-6.0,Negatif,negative,Mot,other,ok,leper,auto:gcp,gcp,ok
Muena pa muaba,Habitant,habitant,5.0,5.0,Positif,positive,Mot,other,ok,inhabitant,auto:gcp,gcp,ok
Muena Stoiko,Stoïcien,stoïcien,6.0,6.0,Positif,positive,Mot,other,ok,Stoic,auto:gcp,gcp,ok
Muena tshinyangu,Abominable,abominable,-8.0,-8.0,Negatif,negative,Mot,other,ok,abominable,auto:gcp,gcp,ok
"Muena
tshipuamuoyo",Oublieux,oublieux,-5.0,-5.0,Negatif,negative,Mot,other,ok,forgetful,auto:gcp,gcp,ok
Muena tshiseke,Lunatique,lunatique,-6.0,-6.0,Negatif,negative,Mot,other,ok,moody,auto:gcp,gcp,ok
Muena yenda,Pite,pite,-4.0,-4.0,Negatif,negative,Mot,other,ok,pite,auto:gcp,gcp,ok
Muendi wa masandi mukaji.,Prostituée,prostituée,-8.0,-8.0,Negatif,negative,Mot,other,ok,prostitute,auto:gcp,gcp,ok
Muengu (kupidia ne muengu),Dégoût,dégoût,-7.0,-7.0,Negatif,negative,Mot,other,ok,disgust,auto:gcp,gcp,ok
Muenji,Faiseur,faiseur,6.0,6.0,Positif,positive,Mot,other,ok,maker,auto:gcp,gcp,ok
Muenji wa bibi,Pécheur,pécheur,-8.0,-8.0,Negatif,negative,Mot,other,ok,fisherman,auto:gcp,gcp,ok
Muenji wa bilengele,Bienfaiteur,bienfaiteur,9.0,9.0,Positif,positive,Mot,other,ok,benefactor,auto:gcp,gcp,ok
Muenji wa malu mabi,Malfaiteur,malfaiteur,-8.0,-8.0,Negatif,negative,Mot,other,ok,criminal,auto:gcp,gcp,ok
Muenji wa mikenji,Législateur,législateur,8.0,8.0,Positif,positive,Mot,other,ok,legislator,auto:gcp,gcp,ok
Muenyi,Forain,forain,4.0,4.0,Positif,positive,Mot,other,ok,fairground,auto:gcp,gcp,ok
"Muenyi, muena nzubu",Hôte,hôte,6.0,6.0,Positif,positive,Mot,other,ok,host,auto:gcp,gcp,ok
Muenzeji,Auteur,auteur,7.0,7.0,Positif,positive,Mot,other,ok,author,auto:gcp,gcp,ok
Mufalese,Philosophe,philosophe,8.0,8.0,Positif,positive,Mot,other,ok,philosopher,auto:gcp,gcp,ok
Mufike,Ténébreux,ténébreux,-6.0,-6.0,Negatif,negative,Mot,other,ok,dark,auto:gcp,gcp,ok
Mufitu,Obscurité,obscurité,-8.0,-8.0,Negatif,negative,Mot,other,ok,darkness,auto:gcp,gcp,ok
Mufofo (muaku),Aveugle,aveugle,-6.0,-6.0,Negatif,negative,Mot,other,ok,blind,auto:gcp,gcp,ok
Mufuanangane,Semblable,semblable,5.0,5.0,Positif,positive,Mot,other,ok,similar,auto:gcp,gcp,ok
Mufuba,Os,os,0.0,0.0,Neutre,neutral,Mot,other,ok,bone,auto:gcp,gcp,ok
Mufudi,Ride,ride,-4.0,-4.0,Negatif,negative,Mot,other,ok,wrinkled,auto:gcp,gcp,ok
Mufue,Mort,mort,-5.0,-5.0,Negatif,negative,Mot,other,ok,dead,auto:gcp,gcp,ok
"Mufuidianganyi wa
luse",Compatissant,compatissant,8.0,8.0,Positif,positive,Mot,other,ok,compassionate,auto:gcp,gcp,ok
Mufuki,Créateur,créateur,9.0,9.0,Positif,positive,Mot,other,ok,Creator,auto:gcp,gcp,ok
Mufumbi wa dima,Potier,potier,6.0,6.0,Positif,positive,Mot,other,ok,potter,auto:gcp,gcp,ok
Mufundi,Scribe,scribe,7.0,7.0,Positif,positive,Mot,other,ok,scribe,auto:gcp,gcp,ok
Mufundu,Écriteau,écriteau,5.0,5.0,Positif,positive,Mot,other,ok,sign,auto:gcp,gcp,ok
Mufutshi,Rémunérateur,rémunérateur,8.0,8.0,Positif,positive,Mot,other,ok,remunerative,auto:gcp,gcp,ok
Muibaki,Architecte,architecte,7.0,7.0,Positif,positive,Mot,other,ok,architect,auto:gcp,gcp,ok
Muibi,Voleur,voleur,-8.0,-8.0,Negatif,negative,Mot,other,ok,thief,auto:gcp,gcp,ok
Muibidi,Second,second,5.0,5.0,Positif,positive,Mot,other,ok,second,auto:gcp,gcp,ok
Muidikiji,Imitateur,imitateur,6.0,6.0,Positif,positive,Mot,other,ok,imitator,auto:gcp,gcp,ok
Muikale,Situé,situé,4.0,4.0,Positif,positive,Mot,other,ok,located,auto:gcp,gcp,ok
Muimbi wa misambu,Musicien,musicien,7.0,7.0,Positif,positive,Mot,other,ok,musician,auto:gcp,gcp,ok
Muimitshisha,Enceinte ,enceinte,0.0,0.0,Neutre,neutral,Mot,other,ok,pregnant,auto:gcp,gcp,ok
Muimpe (oleve),Franc,franc,1.0,1.0,Positif,positive,Mot,other,ok,franc,auto:gcp,gcp,ok
Muinda,Lampe,lampe,2.0,2.0,Positif,positive,Mot,other,ok,lamp,auto:gcp,gcp,ok
Muinshi mua makasa,Plante ,plante,-2.0,-2.0,Negatif,negative,Mot,other,ok,plant,auto:gcp,gcp,ok
"Muinshi mua,
bukokeshi",Obligation,obligation,-3.0,-3.0,Negatif,negative,Mot,other,ok,obligation,auto:gcp,gcp,ok
Muisatu,Troisième,troisième,0.0,0.0,Neutre,neutral,Mot,other,ok,third,auto:gcp,gcp,ok
Mujadiki,Oculaire,oculaire,0.0,0.0,Neutre,neutral,Mot,other,ok,ocular,auto:gcp,gcp,ok
Muji,Racine,racine,0.0,0.0,Neutre,neutral,Mot,other,ok,root,auto:gcp,gcp,ok
Mujikiji,Consommateur,consommateur,0.0,0.0,Neutre,neutral,Mot,other,ok,consumer,auto:gcp,gcp,ok
Mujinguludi,Interprète,interprète,2.0,2.0,Positif,positive,Mot,other,ok,interpreter,auto:gcp,gcp,ok
Mukaba,Ceinture,ceinture,0.0,0.0,Neutre,neutral,Mot,other,ok,belt,auto:gcp,gcp,ok
Mukaji,Épouse,épouse,5.0,5.0,Positif,positive,Mot,other,ok,marry,auto:gcp,gcp,ok
Mukaji (Nginabanza),Dame,dame,4.0,4.0,Positif,positive,Mot,other,ok,lady,auto:gcp,gcp,ok
Mukaji wa mu lufuila,Veuve,veuve,-4.0,-4.0,Negatif,negative,Mot,other,ok,widow,auto:gcp,gcp,ok
Mukalu,Confins,confins,1.0,1.0,Positif,positive,Mot,other,ok,borders,auto:gcp,gcp,ok
Mukana,Bouche,bouche,0.0,0.0,Neutre,neutral,Mot,other,ok,mouth,auto:gcp,gcp,ok
Mukanda,Livre,livre,3.0,3.0,Positif,positive,Mot,other,ok,book,auto:gcp,gcp,ok
Mukanda (mayi),Encre,encre,0.0,0.0,Neutre,neutral,Mot,other,ok,ink,auto:gcp,gcp,ok
Mukanda muvung,Rouleau,rouleau,0.0,0.0,Neutre,neutral,Mot,other,ok,roll,auto:gcp,gcp,ok
Mukanda wa bumanyishi,Lettre de recommandation,lettre de recommandation,6.0,6.0,Positif,positive,Mot,other,ok,nan,,,
Mukawu,Jalousie,jalousie,-6.0,-6.0,Negatif,negative,Mot,other,ok,jealousy,auto:gcp,gcp,ok
Mukebi,Meneur,meneur,2.0,2.0,Positif,positive,Mot,other,ok,leader,auto:gcp,gcp,ok
Mukelenge,Seigneur,seigneur,3.0,3.0,Positif,positive,Mot,other,ok,lord,auto:gcp,gcp,ok
"Mukelenge (muana
wa)",Prince,prince,4.0,4.0,Positif,positive,Mot,other,ok,prince,auto:gcp,gcp,ok
Mukelenge alue biandi,Maranatha,maranatha,5.0,5.0,Positif,positive,Mot,other,ok,maranatha,auto:gcp,gcp,ok
Mukelenge mukashi,Reine,reine,4.0,4.0,Positif,positive,Mot,other,ok,queen,auto:gcp,gcp,ok
Mukelenge munene,Roi,roi,4.0,4.0,Positif,positive,Mot,other,ok,king,auto:gcp,gcp,ok
Mukengeshi,"Bourreau,
Persécution","bourreau,
persécution",-8.0,-8.0,Negatif,negative,Mot,other,ok,"executioner,
persecution",auto:gcp,gcp,ok
Mukengeshibue,Opprimé,opprimé,-7.0,-7.0,Negatif,negative,Mot,other,ok,oppressed,auto:gcp,gcp,ok
Mukenji,Commandement,commandement,2.0,2.0,Positif,positive,Mot,other,ok,command,auto:gcp,gcp,ok
Mukenji,Messager,messager,3.0,3.0,Positif,positive,Mot,other,ok,messenger,auto:gcp,gcp,ok
Mukenji muela,Ordre,ordre,1.0,1.0,Positif,positive,Mot,other,ok,order,auto:gcp,gcp,ok
Mukese,Mineur,mineur,1.0,1.0,Positif,positive,Mot,other,ok,minor,auto:gcp,gcp,ok
Mukete,Dard,dard,-4.0,-4.0,Negatif,negative,Mot,other,ok,dart,auto:gcp,gcp,ok
Mukinyibue,Haïssable,haïssable,-9.0,-9.0,Negatif,negative,Mot,other,ok,hateful,auto:gcp,gcp,ok
Mukishi,Fantôme,fantôme,-5.0,-5.0,Negatif,negative,Mot,other,ok,ghost,auto:gcp,gcp,ok
Mukokeshi,Dominateur,dominateur,-3.0,-3.0,Negatif,negative,Mot,other,ok,dominator,auto:gcp,gcp,ok
Mukoko mukaji,Brebis,brebis,2.0,2.0,Positif,positive,Mot,other,ok,sheep,auto:gcp,gcp,ok
Mukole,Puissant,puissant,6.0,6.0,Positif,positive,Mot,other,ok,powerful,auto:gcp,gcp,ok
Mukole (dina),Fortement,fortement,0.0,0.0,Neutre,neutral,Mot,other,ok,strongly,auto:gcp,gcp,ok
Mukonyi wa biseba,Corroyeur,corroyeur,-2.0,-2.0,Negatif,negative,Mot,other,ok,tanner,auto:gcp,gcp,ok
Mukoso,Médisance,médisance,1.0,1.0,Negatif,negative,Mot,other,ok,gossip,auto:gcp,gcp,ok
Muku mukaji,Belle-mère,belle-mère,0.0,0.0,Positif,positive,Mot,other,ok,mother-in-law,auto:gcp,gcp,ok
