CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status
Mukelenge munene,Roi,roi,4.0,4.0,Positif,positive,Mot,other,ok
Mukengeshi,"Bourreau,
Persécution","bourreau,
persécution",-8.0,-8.0,Negatif,negative,Mot,other,ok
Mukengeshibue,Opprimé,opprimé,-7.0,-7.0,Negatif,negative,Mot,other,ok
Mukenji,Commandement,commandement,2.0,2.0,Positif,positive,Mot,other,ok
Mukenji,Messager,messager,3.0,3.0,Positif,positive,Mot,other,ok
Mukenji muela,Ordre,ordre,1.0,1.0,Positif,positive,Mot,other,ok
Mukese,Mineur,mineur,1.0,1.0,Positif,positive,Mot,other,ok
Mukete,Dard,dard,-4.0,-4.0,Negatif,negative,Mot,other,ok
Mukinyibue,Haïssable,haïssable,-9.0,-9.0,Negatif,negative,Mot,other,ok
Mukishi,Fantôme,fantôme,-5.0,-5.0,Negatif,negative,Mot,other,ok
Mukokeshi,Dominateur,dominateur,-3.0,-3.0,Negatif,negative,Mot,other,ok
Mukoko mukaji,Brebis,brebis,2.0,2.0,Positif,positive,Mot,other,ok
Mukole,Puissant,puissant,6.0,6.0,Positif,positive,Mot,other,ok
Mukole (dina),Fortement,fortement,0.0,0.0,Neutre,neutral,Mot,other,ok
Mukonyi wa biseba,Corroyeur,corroyeur,-2.0,-2.0,Negatif,negative,Mot,other,ok
Mukoso,Médisance,médisance,1.0,1.0,Negatif,negative,Mot,other,ok
Muku mukaji,Belle-mère,belle-mère,0.0,0.0,Positif,positive,Mot,other,ok
Mukuabu,Autrui,autrui,0.0,0.0,Neutre,neutral,Mot,other,ok
Mukuatshibue (ne menji amue),Animé,animé,3.0,3.0,Positif,positive,Mot,other,ok
Mukuatshibue (ne dinanga),Animé,animé,,,,,Mot,other,needs_spotcheck
"Mukuatshiki wa
maluvu",Ivrogne,ivrogne,-6.0,-6.0,Negatif,negative,Mot,other,ok
Mukuatshishanganyi wa mudimu,Collaborateur,collaborateur,3.0,3.0,Positif,positive,Mot,other,ok
Mukuatshishi,Tuteur,tuteur,2.0,2.0,Positif,positive,Mot,other,ok
Mukudi,Orateur,orateur,3.0,3.0,Positif,positive,Mot,other,ok
Mukuebe,Prochain,prochain,2.0,2.0,Positif,positive,Mot,other,ok
Mukukuidi,Adorateur,adorateur,3.0,3.0,Positif,positive,Mot,other,ok
Mukulu (muaku),Ancien ,ancien,2.0,2.0,Positif,positive,Mot,other,ok
Mukumbane,Parfait,parfait,5.0,5.0,Positif,positive,Mot,other,ok
"Mukumianganyi, mushipianganyi",Batteur,batteur,1.0,1.0,Positif,positive,Mot,other,ok
Mukumike,Abattu,abattu,-6.0,-6.0,Negatif,negative,Mot,other,ok
Mukumu,Soufflet,soufflet,-4.0,-4.0,Negatif,negative,Mot,other,ok
Mukuna,Colline,colline,2.0,2.0,Positif,positive,Mot,other,ok
Mukuna mukese,Coteau,coteau,,,,,Mot,other,needs_spotcheck
Mukungulu,Tonnerre,tonnerre,1.0,1.0,Positif,positive,Mot,other,ok
Mukunze kunzu,Écarlate,écarlate,0.0,0.0,Neutre,neutral,Mot,other,ok
Mûla,Myrrhe,myrrhe,3.0,3.0,Positif,positive,Mot,other,ok
"Mulalmi wa nzubu
wa lukanu",Geôlier,geôlier,-5.0,-5.0,Negatif,negative,Mot,other,ok
Mulambu,Impôt,impôt,1.0,1.0,Positif,positive,Mot,other,ok
"Mulambu wa kuosha
pa kapia",Holocauste,holocauste,-8.0,-8.0,Negatif,negative,Mot,other,ok
Mulami,Berger,berger,4.0,4.0,Positif,positive,Mot,other,ok
Mulami wa bintu,ÉcoMote,écomote,2.0,2.0,Positif,positive,Mot,other,ok
Mulami wa bintu bia mukelenge,Chambellan,chambellan,1.0,1.0,Neutre,neutral,Mot,other,ok
Mulami wa budimi bua nvinyo,Vigneron,vigneron,2.0,2.0,Positif,positive,Mot,other,ok
"Mulami wa kutshibi, nsentedi (mulume anyi mukaji)",Portier,portier,0.0,0.0,Neutre,neutral,Mot,other,ok
"Mulami wa
tshibutshilu",Intendant,intendant,1.0,1.0,Positif,positive,Mot,other,ok
Mulami wa tshilala benyi,Hôtelier,hôtelier,0.0,0.0,Neutre,neutral,Mot,other,ok
Mulamibue (kuikala),Gardé ,gardé,1.0,1.0,Positif,positive,Mot,other,ok
Mulawu,Malédiction,malédiction,-9.0,-9.0,Negatif,negative,Mot,other,ok
Mulayi,Promesse,promesse,5.0,5.0,Positif,positive,Mot,other,ok
Muledi,Parent,parent,3.0,3.0,Positif,positive,Mot,other,ok
Mulema,Perclus,perclus,-5.0,-5.0,Negatif,negative,Mot,other,ok
Mulembakane,Inutile,inutile,-6.0,-6.0,Negatif,negative,Mot,other,ok
Mulengele,Beau,beau,5.0,5.0,Positif,positive,Mot,other,ok
Mulengeshi,Instructeur,instructeur,4.0,4.0,Positif,positive,Mot,other,ok
Mulobi,Pêcheur,pêcheur,0.0,0.0,Positif,positive,Mot,other,ok
Mulombi,Mendiant,mendiant,-4.0,-4.0,Negatif,negative,Mot,other,ok
Mulombodi,Conducteur,conducteur,2.0,2.0,Positif,positive,Mot,other,ok
Mulondo,Cruche,cruche,,,Neutre,neutral,Mot,other,ok
Mulondo (ya biseba),Outre,outre,0.0,0.0,Neutre,neutral,Mot,other,ok
"Mulondo wa
alabasta",Albâtre,albâtre,3.0,3.0,Neutre,neutral,Mot,other,ok
"Mulondo, mushete",Vase,vase,4.0,4.0,Neutre,neutral,Mot,other,ok
Mulongo,Classe,classe,2.0,2.0,Positif,positive,Mot,other,ok
Mulongo,Rang,rang,2.0,2.0,Positif,positive,Mot,other,ok
Mulopo,Ambassadeur,ambassadeur,3.0,3.0,Positif,positive,Mot,other,ok
"Mulopo, Ngovena",Gouverneur,gouverneur,2.0,2.0,Positif,positive,Mot,other,ok
Mulotshi wa bilota,Rêveur,rêveur,1.0,1.0,Positif,positive,Mot,other,ok
Muluate,Habillé,habillé,2.0,2.0,Positif,positive,Mot,other,ok
Mulubu,Rapport,rapport,0.0,0.0,Neutre,neutral,Mot,other,ok
Muluishi,Opposant,opposant,-2.0,-2.0,Negatif,negative,Mot,other,ok
Mulumbuludi,Magistrat,magistrat,,,,,Mot,other,needs_spotcheck
Mulumbuluishi,Préteur,préteur,2.0,2.0,Positif,positive,Mot,other,ok
Mulume,Mari,mari,3.0,3.0,Positif,positive,Mot,other,ok
Mulume wa ngombe,Taureau,taureau,0.0,0.0,Neutre,neutral,Mot,other,ok
Mulunda,Ami,ami,4.0,4.0,Positif,positive,Mot,other,ok
Mulunda wa mubaki wa mukashi,Fils de la chambre nuptiale,fils de la chambre nuptiale,4.0,4.0,Positif,positive,Mot,other,ok
Mulunda wa pa muoyo,Intime,intime,3.0,3.0,Positif,positive,Mot,other,ok
Mumanyishi,Témoin,témoin,2.0,2.0,Positif,positive,Mot,other,ok
Mumiaminyi,Semeur,semeur,2.0,2.0,Positif,positive,Mot,other,ok
Muminu,Gosier,gosier,0.0,0.0,Neutre,neutral,Mot,other,ok
Muna mukole,Chaud,chaud,2.0,2.0,Positif,positive,Mot,other,ok
Munanga,Bien-aimé,bien-aimé,5.0,5.0,Positif,positive,Mot,other,ok
Munangibue,Affectionné,affectionné,4.0,4.0,Positif,positive,Mot,other,ok
Munda,Intérieur,intérieur,1.0,1.0,Neutre,neutral,Mot,other,ok
Munda mashi,Dysenterie,dysenterie,-6.0,-6.0,Negatif,negative,Mot,other,ok
"Munda, mu difu",Ventre,ventre,0.0,0.0,Neutre,neutral,Mot,other,ok
Mundankulu,Minuit,minuit,0.0,0.0,Neutre,neutral,Mot,other,ok
Mundidimbi,Ombre,ombre,-1.0,-1.0,Positif,positive,Mot,other,ok
Munene,Principal,principal,4.0,4.0,Positif,positive,Mot,other,ok
"Munene wa masalayi
abena lomo",,nan,-3.0,-3.0,Negatif,negative,Mot,other,ok
Munowi,Moissonneur,moissonneur,2.0,2.0,Positif,positive,Mot,other,ok
Muntu,Gens,gens,0.0,0.0,Neutre,neutral,Mot,other,ok
Muntu Muakane,Juste,juste,5.0,5.0,Positif,positive,Mot,other,ok
Muntu mubi,,nan,-8.0,-8.0,Negatif,negative,Mot,other,ok
Muntu mubi,Profane,profane,-8.0,-8.0,Negatif,negative,Mot,other,ok
Muntu mubi (muaku),Injuste ,injuste,-7.0,-7.0,Negatif,negative,Mot,other,ok
Muntu mubi (mufidi muleji ngikadilu),Injuste ,injuste,-7.0,-7.0,Negatif,negative,Mot,other,ok
Muntu mukole,Homme fait,homme fait,2.0,2.0,Positif,positive,Mot,other,ok
Muntu munene,Noble,noble,4.0,4.0,Positif,positive,Mot,other,ok
Muntu ne mukuabu,Mutuel,mutuel,3.0,3.0,Positif,positive,Mot,other,ok
Muntu ne muntu,Individuellement,individuellement,0.0,0.0,Neutre,neutral,Mot,other,ok
"Muntu udi mupudikile, ne
mupange dikima",Femmelette,femmelette,-5.0,-5.0,Negatif,negative,Mot,other,ok
Muntu utshiena kamama (mulume anyi mukaji),Virginité,virginité,3.0,3.0,Positif,positive,Mot,other,ok
Muntu wa munda,Homme intérieur,homme intérieur,2.0,2.0,Positif,positive,Mot,other,ok
Muntu wa Nzambi,Homme de Dieu,homme de dieu,5.0,5.0,Positif,positive,Mot,other,ok
Munu,Doigt,doigt,0.0,0.0,Neutre,neutral,Mot,other,ok
Munu (wa maluvu),Buveur,buveur,-4.0,-4.0,Negatif,negative,Mot,other,ok
Munvui,Auditeur,auditeur,2.0,2.0,Positif,positive,Mot,other,ok
Munyenganganyi,Sacrilège,sacrilège,-8.0,-8.0,Negatif,negative,Mot,other,ok
Munyengi,Ravisseur,ravisseur,-7.0,-7.0,Negatif,negative,Mot,other,ok
Munyenyi,"Brigand, Larron","brigand, larron",-8.0,-8.0,Negatif,negative,Mot,other,ok
"Munyingalaja
(kuikala)",Indigné,indigné,-3.0,-3.0,Negatif,negative,Mot,other,ok
Munyingalala,Peiné,peiné,-4.0,-4.0,Negatif,negative,Mot,other,ok
Munyinyi munene wa mu mayi,Cétacé,cétacé,0.0,0.0,Neutre,neutral,Mot,other,ok
"Munyinyi wa mu mayi, Mushipa",Poisson,poisson,0.0,0.0,Neutre,neutral,Mot,other,ok
Muomumue,Égal,égal,3.0,3.0,Positif,positive,Mot,other,ok
Muondapi; nganga buka,Médecin,médecin,4.0,4.0,Positif,positive,Mot,other,ok
Muonji (lukanu),Câble,câble,0.0,0.0,Neutre,neutral,Mot,other,ok
Muosa,Poil,poil,0.0,0.0,Neutre,neutral,Mot,other,ok
Muoyo,Vie,vie,5.0,5.0,Positif,positive,Mot,other,ok
Muoyo (tshidi ne),Vif,vif,3.0,3.0,Positif,positive,Mot,other,ok
Muoyo (udi ne muoyo),Vivant,vivant,4.0,4.0,Positif,positive,Mot,other,ok
Muoyo wa tshiendelele,Vie éternelle,vie éternelle,6.0,6.0,Positif,positive,Mot,other,ok
Mupambuishi,Séducteur,séducteur,-6.0,-6.0,Negatif,negative,Mot,other,ok
Mupambuke,Errant,errant,-3.0,-3.0,Negatif,negative,Mot,other,ok
Mupangi,Ignorant,ignorant,-5.0,-5.0,Negatif,negative,Mot,other,ok
Mupanyi,Vendeur,vendeur,0.0,0.0,Neutre,neutral,Mot,other,ok
Mupele,Nécessiteuse,nécessiteuse,-4.0,-4.0,Negatif,negative,Mot,other,ok
Mupendianganyi,Blasphémateur Outrageux,blasphémateur outrageux,-8.0,-8.0,Negatif,negative,Mot,other,ok
Mupenya,Éclair,éclair,0.0,0.0,Neutre,neutral,Mot,other,ok
Mupepele,Aisé,aisé,3.0,3.0,Positif,positive,Mot,other,ok
Mupia-mupia,nouvelle,nouvelle,2.0,2.0,Positif,positive,Mot,other,ok
Mupiamupia mu Bualu bua Nzambi (mukudimune mutshima),Converti,converti,4.0,4.0,Positif,positive,Mot,other,ok
Mupianyi,Héritier,héritier,5.0,5.0,Positif,positive,Mot,other,ok
Mupika,Esclave,esclave,-6.0,-6.0,Negatif,negative,Mot,other,ok
Mupika mukaji,Servante,servante,0.0,0.0,Neutre,neutral,Mot,other,ok
"Mupika, muena mudimu",,nan,2.0,2.0,Positif,positive,Mot,other,ok
Mupile,Coupable,coupable,-7.0,-7.0,Negatif,negative,Mot,other,ok
Mupinganyi,Successeur,successeur,3.0,3.0,Positif,positive,Mot,other,ok
Mupote,Fou,fou,-6.0,-6.0,Negatif,negative,Mot,other,ok
Muprofete,Prophète,prophète,5.0,5.0,Positif,positive,Mot,other,ok
Muprofete mukaji,Prophétesse,prophétesse,5.0,5.0,Positif,positive,Mot,other,ok
Mupstolo,Apôtre,apôtre,5.0,5.0,Positif,positive,Mot,other,ok
Mupuekele,Moindre,moindre,-3.0,-3.0,Negatif,negative,Mot,other,ok
Mupumbishibue,Absent,absent,-2.0,-2.0,Negatif,negative,Mot,other,ok
Mupuya,Odeur,odeur,0.0,0.0,Neutre,neutral,Mot,other,ok
Mupuya wa Nzambi,Inspiré de Dieu,inspiré de dieu,6.0,6.0,Positif,positive,Mot,other,ok
Musadoke,Sadducéen,sadducéen,0.0,0.0,Neutre,neutral,Mot,other,ok
Musambu,Cantique,cantique,4.0,4.0,Positif,positive,Mot,other,ok
Musame,Malade,malade,-6.0,-6.0,Negatif,negative,Mot,other,ok
Musame wa kaneke,Paralysé,paralysé,-7.0,-7.0,Negatif,negative,Mot,other,ok
Musamu,Oreiller,oreiller,0.0,0.0,Neutre,neutral,Mot,other,ok
Musangishi wa milambu,Publicain,publicain,-2.0,-2.0,Positif,positive,Mot,other,ok
"Musangu, Misangu",Foi,foi,0.0,0.0,Neutre,neutral,Mot,other,ok
Musanke (kuikala),Satisfait,satisfait,3.0,3.0,Positif,positive,Mot,other,ok
"Musanke, mupole",Content,content,4.0,4.0,Positif,positive,Mot,other,ok
"Musankididi wa
benyi",,nan,4.0,4.0,Positif,positive,Mot,other,ok
Museki,Moqueur,moqueur,-5.0,-5.0,Negatif,negative,Mot,other,ok
Musenji,Barbare,barbare,-6.0,-6.0,Negatif,negative,Mot,other,ok
Mushamusha,Moinea,moinea,2.0,2.0,Positif,positive,Mot,other,ok
Mushete,Boisseau,boisseau,0.0,0.0,Neutre,neutral,Mot,other,ok
Mushiku,Ouverture,ouverture,2.0,2.0,Positif,positive,Mot,other,ok
Mushikuwa mbelu,Porte,porte,1.0,1.0,Neutre,neutral,Mot,other,ok
Mushimi,Menteur,menteur,-7.0,-7.0,Negatif,negative,Mot,other,ok
Mushimianganyi,Trompeur,trompeur,-7.0,-7.0,Negatif,negative,Mot,other,ok
Mushindu,Façon,façon,0.0,0.0,Neutre,neutral,Mot,other,ok
Mushindu (nyama…),Espèce,espèce,0.0,0.0,Neutre,neutral,Mot,other,ok
Mushindu eu,Sorte,sorte,0.0,0.0,Neutre,neutral,Mot,other,ok
Mushindu mubi,Injustement,injustement,-6.0,-6.0,Negatif,negative,Mot,other,ok
"Mushindu udi kawuyi
wa Nzambi",Impiement,impiement,-7.0,-7.0,Negatif,negative,Mot,other,ok
Mushindu wa kuikala,Manière d'être,manière d'être,0.0,0.0,Neutre,neutral,Mot,other,ok
Mushinga,Valeur,valeur,2.0,2.0,Positif,positive,Mot,other,ok
"Mushinga, tshuwidi, disangisha",Somme,somme,0.0,0.0,Neutre,neutral,Mot,other,ok
Mushintakaji,Changeur,changeur,0.0,0.0,Neutre,neutral,Mot,other,ok
Mushipi,Destructeur,destructeur,-8.0,-8.0,Negatif,negative,Mot,other,ok
Mushipi wa bipungidi,Implacable,implacable,-7.0,-7.0,Negatif,negative,Mot,other,ok
Mushipi wa mikenji,Transgresseur,transgresseur,-8.0,-8.0,Negatif,negative,Mot,other,ok
Mushipianganyi,Meurtrier,meurtrier,-9.0,-9.0,Negatif,negative,Mot,other,ok
Mushipu,Automne,automne,0.0,0.0,Neutre,neutral,Mot,other,ok
Musoko,Cité,cité,0.0,0.0,Neutre,neutral,Mot,other,ok
Musoko mukese,Village,village,2.0,2.0,Positif,positive,Mot,other,ok
Musokoko,Secret,secret,-1.0,-1.0,Positif,positive,Mot,other,ok
Musokome (muaba),Secret,secret,-1.0,-1.0,Positif,positive,Mot,other,ok
Musombeshanganyi,Créancier,créancier,0.0,0.0,Neutre,neutral,Mot,other,ok
Musombuedi,Vengeur,vengeur,-6.0,-6.0,Negatif,negative,Mot,other,ok
Musonga,Faîte,faîte,2.0,2.0,Positif,positive,Mot,other,ok
Musonguedianganyi,Délateur,délateur,-8.0,-8.0,Negatif,negative,Mot,other,ok
Musuka,Âme,âme,5.0,5.0,Positif,positive,Mot,other,ok
Musukulampampa,Éponge,éponge,0.0,0.0,Neutre,neutral,Mot,other,ok
Musulu,Fleuve,fleuve,2.0,2.0,Positif,positive,Mot,other,ok
Musumba,Multitude,multitude,0.0,0.0,Neutre,neutral,Mot,other,ok
Musungidi,auveur,auveur,6.0,6.0,Positif,positive,Mot,other,ok
Mutabale (kuikala),Vigilant,vigilant,5.0,5.0,Positif,positive,Mot,other,ok
Mutalela,Humidité,humidité,0.0,0.0,Neutre,neutral,Mot,other,ok
Mutambe (mushintuludi),Fort,fort,0.0,0.0,Neutre,neutral,Mot,other,ok
Mutanda,Pâte,pâte,0.0,0.0,Neutre,neutral,Mot,other,ok
Mutangadiki,Évangéliste,évangéliste,5.0,5.0,Positif,positive,Mot,other,ok
Mutangidi,Surveillant,surveillant,2.0,2.0,Positif,positive,Mot,other,ok
Mutatakane,Inconstant,inconstant,-4.0,-4.0,Negatif,negative,Mot,other,ok
Mutekete,Faible,faible,-5.0,-5.0,Negatif,negative,Mot,other,ok
Mutekete (muntu),Impotent,impotent,-6.0,-6.0,Negatif,negative,Mot,other,ok
Mutelu (katshiyi),Couture,couture,-2.0,-2.0,Negatif,negative,Mot,other,ok
Mutempeshi wa mbuku,Exorciste,exorciste,3.0,3.0,Positif,positive,Mot,other,ok
"Mutendeledi wa
mpingu",Idolâtre,idolâtre,-8.0,-8.0,Negatif,negative,Mot,other,ok
Mutentekedi,Agent secret,agent secret,-3.0,-3.0,Positif,positive,Mot,other,ok
Muteyi,Tentateur,tentateur,-7.0,-7.0,Negatif,negative,Mot,other,ok
Mutoke,,nan,2.0,2.0,Positif,positive,Mot,other,ok
Mutontolodi,Murmurateur,murmurateur,-6.0,-6.0,Negatif,negative,Mot,other,ok
Mutoto,Étoile,étoile,3.0,3.0,Positif,positive,Mot,other,ok
Mutoto wa nkesha,Étoile du matin,étoile du matin,4.0,4.0,Positif,positive,Mot,other,ok
Mutoyi,Mélodie,mélodie,3.0,3.0,Positif,positive,Mot,other,ok
Mutshi,Plante végétale,plante végétale,2.0,2.0,Positif,positive,Mot,other,ok
Mutshi munene,Poutre,poutre,0.0,0.0,Neutre,neutral,Mot,other,ok
"Mutshi
mutshiamakane",Bois,bois,0.0,0.0,Neutre,neutral,Mot,other,ok
Mutshi mutshiamakane,Croix,croix,5.0,5.0,Positif,positive,Mot,other,ok
Mutshi wa Nfigi,Figuier,figuier,2.0,2.0,Positif,positive,Mot,other,ok
Mutshi wa tshikokedi,Joug,joug,-3.0,-3.0,Negatif,negative,Mot,other,ok
Mutshi wa tshikunyibua,Tige,tige,0.0,0.0,Neutre,neutral,Mot,other,ok
Mutshima,Cœur,cœur,5.0,5.0,Positif,positive,Mot,other,ok
Mutshima munene,Serrement,serrement,-2.0,-2.0,Negatif,negative,Mot,other,ok
"Mutshima, kondo ka mutshima",Conscience,conscience,4.0,4.0,Positif,positive,Mot,other,ok
Dibungama,Regret,regret,-5.0,-5.0,Negatif,negative,Mot,other,ok
Dibungi,Nuage,nuage,0.0,0.0,Neutre,neutral,Mot,other,ok
Dibungibungi,Vapeur,vapeur,0.0,0.0,Neutre,neutral,Mot,other,ok
Dibutuka,Destruction,destruction,-8.0,-8.0,Negatif,negative,Mot,other,ok
Didia dia disanka,Festin,festin,4.0,4.0,Positif,positive,Mot,other,ok
Didianjila,Avance,avance,2.0,2.0,Positif,positive,Mot,other,ok
"Didianjila kukosa
bualu mu mutshima",Préférence,préférence,3.0,3.0,Positif,positive,Mot,other,ok
Didianjila kumanya,Préconnaissance,préconnaissance,2.0,2.0,Positif,positive,Mot,other,ok
Didibingisha,Excuse,excuse,0.0,0.0,Neutre,neutral,Mot,other,ok
Dididishi,Fenêtre,fenêtre,0.0,0.0,Neutre,neutral,Mot,other,ok
Didikanda,Tempérance,tempérance,4.0,4.0,Positif,positive,Mot,other,ok
"Didimuisha, dilongesha, kalasa",Discipline,discipline,3.0,3.0,Positif,positive,Mot,other,ok
Didinga,Fraude,fraude,-7.0,-7.0,Negatif,negative,Mot,other,ok
Didisankisha,Satisfaction,satisfaction,4.0,4.0,Positif,positive,Mot,other,ok
Didisua; diambu,Orgueil,orgueil,-6.0,-6.0,Negatif,negative,Mot,other,ok
Didiunda,Croissance,croissance,5.0,5.0,Positif,positive,Mot,other,ok
Didiundisha,Avancemen,avancemen,5.0,5.0,Positif,positive,Mot,other,ok
Dieba,Épine,épine,-4.0,-4.0,Negatif,negative,Mot,other,ok
Diedibua dia manyi,Onction,onction,5.0,5.0,Positif,positive,Mot,other,ok
Dienza,Opérant,opérant,3.0,3.0,Positif,positive,Mot,other,ok
Dienzeja dia dipambuka,Énergie d'erreur,énergie d'erreur,-6.0,-6.0,Negatif,negative,Mot,other,ok
Dienzejibua ku bukole,Contrainte,contrainte,-3.0,-3.0,Negatif,negative,Mot,other,ok
Difika dia munda,Courroux,courroux,-7.0,-7.0,Negatif,negative,Mot,other,ok
Difikisha munda,Irritation,irritation,0.0,0.0,Negatif,negative,Mot,other,ok
Difu,Estomac,estomac,0.0,0.0,Neutre,neutral,Mot,other,ok
Difuma,Lance,lance,-2.0,-2.0,Negatif,negative,Mot,other,ok
Difutu,Dépens,dépens,3.0,3.0,Positif,positive,Mot,other,ok
Difutu,Salaire,salaire,3.0,3.0,Positif,positive,Mot,other,ok
Dijadika,Convictio,convictio,4.0,4.0,Positif,positive,Mot,other,ok
Dijadikibua,Expérience,expérience,3.0,3.0,Positif,positive,Mot,other,ok
Dijalame,Légal,légal,2.0,2.0,Positif,positive,Mot,other,ok
Dijanguluka,Retardement,retardement,-2.0,-2.0,Negatif,negative,Mot,other,ok
Dijiba,La,la,0.0,0.0,Neutre,neutral,Mot,other,ok
Dijikula,Profession,profession,2.0,2.0,Positif,positive,Mot,other,ok
Dijimbu,Obscurément,obscurément,-2.0,-2.0,Negatif,negative,Mot,other,ok
Dijimija,Pervers,pervers,-8.0,-8.0,Negatif,negative,Mot,other,ok
"Dijimija, kulekelela (bubi)",Rémission,rémission,4.0,4.0,Positif,positive,Mot,other,ok
Dijimina,Disparaître,disparaître,-1.0,-1.0,Positif,positive,Mot,other,ok
Dijimina dikole,Dommage,dommage,-4.0,-4.0,Negatif,negative,Mot,other,ok
Dijinga,Besoin,besoin,1.0,1.0,Positif,positive,Mot,other,ok
Dijingulula,Discernemen,discernemen,4.0,4.0,Positif,positive,Mot,other,ok
Dijula,Relèvement,relèvement,4.0,4.0,Positif,positive,Mot,other,ok
Dikalu,Char,char,0.0,0.0,Neutre,neutral,Mot,other,ok
Dikamakama,Fourberie,fourberie,-7.0,-7.0,Negatif,negative,Mot,other,ok
Dikankamaja,Rafraîchissement,rafraîchissement,3.0,3.0,Positif,positive,Mot,other,ok
Dikanyina,Menace,menace,-6.0,-6.0,Negatif,negative,Mot,other,ok
Dikasa,Piège,piège,-3.0,-3.0,Positif,positive,Mot,other,ok
Dikatshi,Rayon,rayon,2.0,2.0,Positif,positive,Mot,other,ok
Dikelemesha,Égalité,égalité,4.0,4.0,Positif,positive,Mot,other,ok
Dikema,Étonnement,étonnement,-2.0,-2.0,Positif,positive,Mot,other,ok
Dikenga,Misère,misère,-8.0,-8.0,Negatif,negative,Mot,other,ok
Dikenga,Tribulation,tribulation,-7.0,-7.0,Negatif,negative,Mot,other,ok
Dikenga (dikole),Détresse,détresse,-7.0,-7.0,Negatif,negative,Mot,other,ok
Dikenga dia bintu,Privation,privation,-6.0,-6.0,Negatif,negative,Mot,other,ok
Dikengeshibua,Oppression,oppression,-8.0,-8.0,Negatif,negative,Mot,other,ok
Dikenke,Éclat,éclat,3.0,3.0,Positif,positive,Mot,other,ok
Dikima,Assuranc,assuranc,4.0,4.0,Positif,positive,Mot,other,ok
Dikisha,Repos,repos,3.0,3.0,Positif,positive,Mot,other,ok
Dikolesha,Exhortation,exhortation,2.0,2.0,Positif,positive,Mot,other,ok
Dikonka,Question,question,0.0,0.0,Neutre,neutral,Mot,other,ok
Dikuatshisha,Profit,profit,4.0,4.0,Positif,positive,Mot,other,ok
Dikuatshishangana,Fournissement,fournissement,3.0,3.0,Positif,positive,Mot,other,ok
Dikudimuka,Variation,variation,-1.0,-1.0,Positif,positive,Mot,other,ok
Dikudimuna,Changement,changement,1.0,1.0,Positif,positive,Mot,other,ok
Dikudimuna dia mutshima,Repentance,repentance,4.0,4.0,Positif,positive,Mot,other,ok
"Dikuma dia mutshima bipeta mu
njila mibi",Avide d'un gain honteux,avide d'un gain honteux,-7.0,-7.0,Negatif,negative,Mot,other,ok
Dikuma dia mutshima ku biuma,Avarice,avarice,-6.0,-6.0,Negatif,negative,Mot,other,ok
Dikumbana,Accomplissement ,accomplissement,5.0,5.0,Positif,positive,Mot,other,ok
Dikumi,Dix,dix,0.0,0.0,Neutre,neutral,Mot,other,ok
Dikumi ne binayi,Quatorze,quatorze,0.0,0.0,Neutre,neutral,Mot,other,ok
Dikumi ne ibidi,Douze,douze,0.0,0.0,Neutre,neutral,Mot,other,ok
Dikumi ne itanu,Quinze,quinze,0.0,0.0,Neutre,neutral,Mot,other,ok
Dikumi ne muanda mukulu,Dix-huit,dix-huit,0.0,0.0,Neutre,neutral,Mot,other,ok
Dikumi ne umue,Onzième,onzième,0.0,0.0,Neutre,neutral,Nombre,number,ok
Dikunji,Colonne,colonne,0.0,0.0,Neutre,neutral,Mot,other,ok
Dikunyibua,Implanté,implanté,2.0,2.0,Positif,positive,Mot,other,ok
Dikunza,Roux,roux,0.0,0.0,Neutre,neutral,Mot,other,ok
Dikuta,Monnaie,monnaie,0.0,0.0,Neutre,neutral,Mot,other,ok
Dikuta dikese,Sou,sou,0.0,0.0,Neutre,neutral,Mot,other,ok
Diledibua kua tshiakabidi,Régénération,régénération,5.0,5.0,Positif,positive,Mot,other,ok
Dileja dia mampa,Propositions des pains,propositions des pains,2.0,2.0,Positif,positive,Mot,other,ok
Dileja tshilema,Reproche,reproche,-4.0,-4.0,Negatif,negative,Mot,other,ok
"Dilelela, tshidi tshia kueyemenyibua",Certain,certain,2.0,2.0,Positif,positive,Mot,other,ok
Dilengeja,Purification,purification,4.0,4.0,Positif,positive,Mot,other,ok
Dilengejibua,Perfection,perfection,5.0,5.0,Positif,positive,Mot,other,ok
Dilengesha,Parure,parure,3.0,3.0,Positif,positive,Mot,other,ok
Dileta,Lettre,lettre,1.0,1.0,Neutre,neutral,Mot,other,ok
Diloba,Pêche,pêche,0.0,0.0,Neutre,neutral,Mot,other,ok
Dilobo,Port,port,0.0,0.0,Neutre,neutral,Mot,other,ok
Dilolo,Soir,soir,0.0,0.0,Neutre,neutral,Mot,other,ok
Dilomba,Demande,demande,0.0,0.0,Neutre,neutral,Mot,other,ok
"Dilondolola dia
ndelanganyi",Généalogie,généalogie,2.0,2.0,Positif,positive,Mot,other,ok
Dilonga,Bassin,bassin,0.0,0.0,Neutre,neutral,Mot,other,ok
Dilonga (dialabale),Plat,plat,0.0,0.0,Neutre,neutral,Mot,other,ok
Dilongesha,Enseignement,enseignement,4.0,4.0,Positif,positive,Mot,other,ok
Dilongolola,Redressement,redressement,3.0,3.0,Positif,positive,Mot,other,ok
Dilua,Arrivée,arrivée,2.0,2.0,Positif,positive,Mot,other,ok
