CILUBA,French,Score,Sentiment,Nature,
Tshiakulakula,Conte,5,Positif,Mot,
Tshiamu tshia mitaku,Airain,0,Neutre,Mot,
Tshiamua,Fer,0,Neutre,Mot,
Tshianana,Nullement,-6,Negatif,Mot,
Tshianyishanyisha,Flatterie,-7,Negatif,Mot,
Tshianza,Main,4,Positif,Mot,
Tshibanda,Descente,0,Neutre,Mot,
Tshibandilu,Degré,4,Positif,Mot,
Tshibangidilu,Fondation,6,Positif,Mot,
Tshibangu,Bâton,0,Neutre,Mot,
Tshibelu,Cuisse,0,Neutre,Mot,
Tshibi,Mauvais,-8,Negatif,Mot,
Tshibipe,Impur,-6,Negatif,Mot,
Tshibishi,Vert,0,Neutre,Mot,
Tshibobe,Maturité,7,Positif,Mot,
Tshibombu,Bourse,4,Positif,Mot,
Tshibueledi,Accès,6,Positif,Mot,
Tshibuikilu (tshia mushete wa tshipungidi),Propitiatoire,8,Positif,Mot,
"Tshibuikilu tshia pa
tshiadi",Cuirasse,5,Positif,Mot,
Tshibulula,Ouvert,6,Positif,Mot,
Tshibumba,Muraille,0,Neutre,Mot,
Tshibungubungu,Côte,0,Neutre,Mot,
Talala,Paisiblement,8,Positif,Mot,
Tatu,Père,9,Positif,Mot,
Thuya,Thuya,0,Neutre,Mot,
Topaze,Topaze,7,Positif,Mot,
Tsha kabidi,Nouveau,6,Positif,Mot,
Tshabungi be,Abondamment,8,Positif,Mot,
Tshakane (tshidi),ce qui est,9,Positif,Mot,
Tsheya,Caution,7,Positif,Mot,
Tshia bademon,Diabolique,-8,Negatif,Mot,
Tshia bukelenge,Royal,9,Positif,Mot,
Tshia buowa,Terrible,-7,Negatif,Mot,
Tshia butumbi,Splendidement,8,Positif,Mot,
"Tshia dikumi, Kufila tshitupa atshi",îmer,6,Positif,Mot,
Tshia dimomena,Rouillé,-6,Negatif,Mot,
Tshia kale (muleji),Ancien ,4,Positif,Mot,
Tshia kudia,Aliment,6,Positif,Mot,
Tshia kufunda,Tablette,0,Neutre,Mot,
Tshia kuitaba,Acceptable,8,Positif,Mot,
Tshia kunua,Breuvage,5,Positif,Mot,
Tshia mu diulu,Céleste,9,Positif,Mot,
Tshia mu tshisuku,Sauvage,-4,Negatif,Mot,
Tshia mubidi,Corporellement,0,Neutre,Mot,
Tshia muinshi (mua buloba),Infernal,-8,Negatif,Mot,
Tshia nvita,Dépouille,-6,Negatif,Mot,
Tshia Nyuma,Spirituel,9,Positif,Mot,
Tshia Nzambi,Divin,9,Positif,Mot,
Tshibungubungu,Rivage,4,Positif,Mot,
"Tshibutshidi; tshintu
tshia mushinga mukole",Trésor,8,Positif,Mot,
Tshibutshilu,Cellier,0,Neutre,Mot,
Tshidi kapia,Bouillant,-3,Negatif,Mot,
"Tshidi katshiyi mua
kujingulula",Insondable,8,Positif,Mot,
Tshidi katshiyi Tshijiminaa,Impérissable,9,Positif,Mot,
"Tshidi katshiyi
tshijinguluka; bundu",Confus,-6,Negatif,Mot,
Tshidi katshiyi tshinyanguka,Incorruptible,9,Positif,Mot,
Tshidi katshiyi tshipetangana ne tshikuabu,Contraire,-5,Negatif,Mot,
"Tshidi ne bukole,",Valide,8,Positif,Mot,
Tshidi ne bulelela,Sincérité,9,Positif,Mot,
Tshidi ne ngikadilu wa bukole,Endurcissement,-7,Negatif,Mot,
Tshidi pepi,Proche,6,Positif,Mot,
Tshidi tsha bundu,Infâme,-8,Negatif,Mot,
Tshidi tshia bonso,Public,4,Positif,Mot,
Tshidi tshia kuakaja,Traitable,7,Positif,Mot,
Tshidi tshia tshijila,Magnifique,9,Positif,Mot,
Tshidi tshia tshilele,Naturel,8,Positif,Mot,
Tshidi tshiengelela,Lumineux,9,Positif,Mot,
Tshidi tshikenka,Éclatant,8,Positif,Mot,
Tshidi tshikongyangale,Tortu,-6,Negatif,Mot,
Tshidi tshikulukulu,Vieux,0,Neutre,Mot,
Tshidi tshimpe be,Excellent,9,Positif,Mot,
Tshidi tshimueneka,Visible,7,Positif,Mot,
"Tshidi tshishala
tshiendelele",Permettre,6,Positif,Mot,
Tshidi tshitabujibua,Supportable,5,Positif,Verbe,
Tshidi tshitupu,Vide,-4,Negatif,Mot,
Tshidi tshiyanguka,Corruptible,-8,Negatif,Mot,
Tshidibuluenyi,Aneth,0,Neutre,Mot,
Tshidikijilu tshia lubilu,Course,4,Positif,Mot,
Tshidilu (tshia nyama),Crèche,0,Neutre,Mot,
Tshidimba,Gouvernail,5,Positif,Mot,
Nzubu wa kunvua bilumbu,Audience,6,Positif,Mot,
Nzubu wa lukanu,Prison,-8,Negatif,Mot,
Nzubu wa masalayi,Forteresse,7,Positif,Mot,
"Nzubu wa tshilala
benyi",Hôtellerie,4,Positif,Mot,
Nangananga,Nécessairement,6,Positif,Mot,
Ndeji,Nourrice,5,Positif,Mot,
Ndekelu,Terme,0,Neutre,Mot,
Ndelanganyi,Génération,6,Positif,Mot,
Ndenalio,Denier,0,Neutre,Mot,
Ndobo,Hameçon,0,Neutre,Mot,
Ndondo,Profondeur,-7,Negatif,Mot,
Ne bubanji,Richement,8,Positif,Mot,
Ne bukole,Puissamment,9,Positif,Mot,
Ne bundu,Motinieusement,-8,Negatif,Mot,
Ne bupuekele,Simplicité,8,Positif,Mot,
Ne dikima,Hardiment,7,Positif,Mot,
Ne disanka,Volontiers,8,Positif,Mot,
Ne disua,Spontanément,9,Positif,Mot,
Ne lukasa,Promptement,8,Positif,Mot,
"Ne mutshima
mutoke",Libéralement,9,Positif,Mot,
Ne mutshima umue,Unanimement,9,Positif,Mot,
Ne Nzala,Jeun,-6,Negatif,Mot,
Ne tshiji,Misérablement,-8,Negatif,Mot,
Ne tshijila,Purement,9,Positif,Mot,
Neje,Neige,6,Positif,Mot,
Nfigi,Figue,5,Positif,Mot,
Nfudilu,Bout,0,Neutre,Mot,
Nfulakatelio,Pièce,4,Positif,Mot,
Nfumu,Chef,7,Positif,Mot,
Ngabu,Bouclier,6,Positif,Mot,
Ngasa,Grâce,9,Positif,Mot,
"Ngasa, disanka,",Gré,7,Positif,Mot,
Ngelelu wa Menji,Raisonnement,8,Positif,Mot,
Ngena,Géhenne,-9,Negatif,Mot,
Ngenda mushinga,Marchand,4,Positif,Mot,
Ngikadilu,Qualité,0,Neutre,Mot,
Ngolo,Or,8,Positif,Mot,
Ngombe,Bœuf,0,Neutre,Mot,
Ngondo,Mois,6,Positif,Mot,
Ngulube,Pourceau,-6,Negatif,Mot,
Ngulube mukaji,Truie,-5,Negatif,Mot,
Nhikidilu,Fin,7,Positif,Mot,
Njanu,Murmure,-6,Negatif,Mot,
"Njetu, mulemenda",Boiteux,-7,Negatif,Mot,
Njila,Voie,6,Positif,Mot,
Njila wa kupatukila,Issue,5,Positif,Mot,
Njila; kuya ne,Route,4,Positif,Mot,
Njiû,Périlleux,-7,Negatif,Mot,
Nkama ibidi,Deux cents,0,Neutre,Nombre,
Nkama inayi,Quatre cents,0,Neutre,Nombre,
Malu a kukema,Merveill,9,Positif,Mot,
Malu adi kaayi a Nzambi,Impiété,-8,Negatif,Mot,
Maluvu,Cervoise,0,Neutre,Mot,
Maluvu (a nvinyo),Vin,0,Neutre,Mot,
Mamata,Grumeau,-4,Negatif,Mot,
Maminu,Produit,5,Positif,Mot,
Mamona,Richess,-7,Negatif,Mot,
Mampanu,Tuile,0,Neutre,Mot,
Mamu,Mère,9,Positif,Mot,
Mana,Manne,8,Positif,Mot,
Manananshi,Parfum,7,Positif,Mot,
Mananshi a Nado,Nard,6,Positif,Mot,
Mansanga,Coin,0,Neutre,Mot,
Manseba,,4,Positif,Mot,
Manyi,Huile,5,Positif,Mot,
Mapuapua,Aile,6,Positif,Mot,
Marbre,Marbre,7,Positif,Mot,
Masandi,Débauche,-8,Negatif,Mot,
Masangu,Carrefour,0,Neutre,Mot,
Mashi,Sang,-6,Negatif,Mot,
Mashika,Froid,-4,Negatif,Mot,
Mashinde,Pâture,5,Positif,Mot,
Matambe,Infiniment plus,8,Positif,Mot,
Matandu,Querelle,-7,Negatif,Mot,
Mateketa, Infirmité,-6,Negatif,Mot,
"Matshika, luseke",Territoire,4,Positif,Mot,
Matshuwa,,0,Neutre,Mot,
Matuku (masomba),Séjour,5,Positif,Mot,
Matuku alualua,Avenir,8,Positif,Mot,
Matumba anayi a bule bua muomumue,Carré,0,Neutre,Mot,
Mavuala,Vague,4,Positif,Mot,
Mayi,Eau,6,Positif,Mot,
Mayi adi ne muenji,Torrent,4,Positif,Mot,
"Mayi manene a
talata",Mer de verre,7,Positif,Mot,
Mayisha a kumudilu,Rudiment,0,Neutre,Mot,
"Mayisha a kumudilu,
bintu bidi bimueneka bia pa buloba",Élément,5,Positif,Mot,
Mbila,Cri,-5,Negatif,Mot,
Mbombo itanu,Cinquante mille,0,Neutre,Nombre,
"Mbombo ne
mbombo",Millier,0,Neutre,Nombre,
Mbuji,Chèvre,3,Neutre,Mot,
Mbuji (mbumbu),Bouc,0,Neutre,Mot,
Mene mene,Absolument,8,Positif,Mot,
Menji, Intention,6,Positif,Mot,
Menji (a),Intellectuel,9,Positif,Mot,
Menji (dipangadija),Conseil,8,Positif,Mot,
Menji a Nzambi,Pieux,9,Positif,Mot,
"Mesa, mensa",Table,6,Positif,Mot,
Meshi (a biuma bia pa buloba),Souci,-6,Negatif,Mot,
Meyi a diyisha,Discours,7,Positif,Mot,
Meyi a mikenji,Exigence,5,Positif,Mot,
Meyi a Nzambi,Oracle,8,Positif,Mot,
Meyi a Tshiprofete,Prophétie,9,Positif,Mot,
Mianda,Récit,6,Positif,Mot,
Mibi (nyuma),Malin,-7,Negatif,Mot,
Mibuabua,Renard,-6,Negatif,Mot,
Midima,Obscur,-5,Negatif,Mot,
Miepu,Épi,5,Positif,Mot,
Mifundu,Inscription,6,Positif,Mot,
Mikalu,Borne,4,Positif,Mot,
Mikemu,Soupir,-5,Negatif,Mot,
Mikenji,Loi,7,Positif,Mot,
Mikete,Artifice,-6,Negatif,Mot,
Mikumu,Coup,-4,Negatif,Mot,
"Mimpe, buimpe, tshimpe…",Bon,8,Positif,Mot,
Minda,Luminaire,7,Positif,Mot,
Mineku,Plaisanterie,5,Positif,Mot,
Mionshi,Courroie,0,Neutre,Mot,
Miosa,Laine,4,Positif,Mot,
Mioyo kulu,Suspen,-3,Negatif,Mot,
Mipote,Perpétuité,8,Positif,Mot,
Misambu,Psaume,9,Positif,Mot,
Misangu inayi,Quadruple,0,Neutre,Mot,
Misangu lukama,Centuple,6,Positif,Mot,
Misangu ne misangu,Souvent,5,Positif,Mot,
Misangu ya bungi,Fréquent,6,Positif,Mot,
Misangu yonso,Cesse,7,Positif,Mot,
Misesu,Rue,0,Neutre,Mot,
Mishiku,Lèvre,4,Positif,Mot,
Mishindu mivulangane,Diversité,6,Positif,Mot,
Mishindu ne mishindu,Divers,5,Positif,Mot,
"Misumba, mbombo",Myriade,7,Positif,Mot,
Mitambe bungi,Surabondamment,8,Positif,Mot,
Mitendekenu,Intercession,9,Positif,Mot,
Mitshipu,Imprécations ,-8,Negatif,Mot,
Momumue,Pareil,4,Positif,Mot,
Monji munene,Cep,0,Neutre,Mot,
Moyo,Salutation,8,Positif,Mot,
Mpala,Visage,4,Positif,Mot,
Mpala wa buatu,Proue,0,Neutre,Mot,
Mpalata,Drachme,0,Neutre,Mot,
Mpanganu,Assorti ,-5,Negatif,Mot,
Mpata,"Dissension
",-4,Negatif,Mot,
Mpata; kutantamena,Contredit,-6,Negatif,Verbe,
Mpaya,Sac,0,Neutre,Mot,
Mpidieu,Incessamment,7,Positif,Mot,
Mpingu,Idole,-8,Negatif,Mot,
Mpokolo wa mayi,Réservoir d'eau,4,Positif,Mot,
Mpongo,Vallée,5,Positif,Mot,
Mpudi matshiu,Sourd,-6,Negatif,Mot,
Mpukapuka,Aventure,6,Positif,Mot,
Mpulushi,Sergent,0,Neutre,Mot,
Mpunda,Ânesse,0,Neutre,Mot,
"Mpunda (bua
mpunda)",Somme,0,Neutre,Mot,
Mpungi,Trompette,6,Positif,Mot,
Mpungu,Péage,0,Neutre,Mot,
Mputa,Plaindre,-7,Negatif,Verbe,
Mputa wa lubangu,Gangrène,-8,Negatif,Mot,
"Mputa, mikumu",Blessure,-6,Negatif,Mot,
Mputa,Ulcère,-7,Negatif,Mot,
Mu bulelela,Certainement,8,Positif,Mot,
Mu difuanagana,Conformité de,8,Positif,Mot,
Mu dinyunguluka,Ronde ,5,Positif,Mot,
Mu kuenza (nunku),Entrefaites ,4,Positif,Mot,
Mu mayi,Large,6,Positif,Mot,
Mu mushindu onso,Manière,5,Positif,Mot,
Mu musokoko,Secrètement,7,Positif,Mot,
Mu nkatshi,Milieu,4,Positif,Mot,
Mu Nyuma,Spirituellement,9,Positif,Mot,
Mu nzubu,Toit,4,Positif,Mot,
"Mu tshikondo, mu tshilejelu, bu",Titre,6,Positif,Mot,
Mu tshikoso,Brièvement,7,Positif,Mot,
Mu tshilele,Traditionnellement,8,Positif,Mot,
Muaba,Région,5,Positif,Mot,
Muaba mupengame,Écart,-4,Negatif,Mot,
Muaba mutumbuke,Estrade,4,Positif,Mot,
Muaba wa bafue,Hadès,-9,Negatif,Mot,
Muaba wa kuala,Logement,5,Positif,Mot,
Muaba wa mabue,Pavé,0,Neutre,Mot,
Muaba wetu (ditunga),Patrie,8,Positif,Mot,
Muabanyanganyi,Participant,6,Positif,Mot,
Muadi,Pleur,-6,Negatif,Mot,
Muakane,Juste,9,Positif,Mot,
Muakuidi,Sacrificateur,7,Positif,Mot,
Muakuidi munene,Souverain sacrificateur,9,Positif,Mot,
Muakulu,Langage,6,Positif,Mot,
Muakulu (mukese),Dialecte,5,Positif,Mot,
Muambi,Prédicateur,8,Positif,Mot,
Muambuluishangany,Associé,7,Positif,Mot,
Muan'abo mukashi,Sœur,8,Positif,Mot,
Muana,"Enfant,
Petit",7,Positif,Mot,
Muana bute,Premier-né,8,Positif,Mot,
Muana mukaji,Fille,7,Positif,Mot,
Muana mulume,Fils,8,Positif,Mot,
Muana wa dibutuka,Fils de perdition,-8,Negatif,Mot,
Muana wa masandi,Bâtard,-7,Negatif,Mot,
Muana wa mu ngena,Fils de la géhenne,-9,Negatif,Mot,
Muana wa mukoko,Agneau,9,Positif,Mot,
Muana wa munya,Fils de la lumière,9,Positif,Mot,
Muana wa ngombe mukaji,Génisse,0,Neutre,Mot,
Muana wa Ngombe,Veau,0,Neutre,Mot,
Muana wa nshiye,Orphelin,-6,Negatif,Mot,
Muanda mukulu,Huit,0,Neutre,Nombre,
Muanda mutekete,Sept,0,Neutre,Nombre,
Muanetu,Frère,8,Positif,Mot,
Muangatshi pamue,Coparticipant,7,Positif,Mot,
Muanjelo,Ange,9,Positif,Mot,
"Muanjelo mutambe
bakuabu",Archange,9,Positif,Mot,
Muanzankongolo,Arc en ciel,9,Positif,Mot,
Muasambi,Consolateur,8,Positif,Mot,
Mubaki,Époux,7,Positif,Mot,
Mubandi,Accusateur,-7,Negatif,Mot,
Mubandi wa pa kabalu,Cavalier,4,Positif,Mot,
Mubanga,Ivoire,6,Positif,Mot,
Mubangi wa malu mapia-mapia,Inventeur,7,Positif,Mot,
Mubangila,Fiancé,8,Positif,Mot,
Mubangu,Frange,0,Neutre,Mot,
Mubanji,Riche,8,Positif,Mot,
Mubengibue,Illicite,-8,Negatif,Mot,
Mubi (muaku),Méchant,-7,Negatif,Mot,
Mubi (Mufidi muleji),Méchant,-6,Negatif,Mot,
Mubidi,Corps,0,Neutre,Mot,
Mubidi udi umueneka,Extérieur,0,Neutre,Mot,
Mubikila,Convié,7,Positif,Mot,
"Mubisha, Muvuijibue pa mutu pa mulu",Élevé,8,Positif,Mot,
Mubumbakane,Étroit,-4,Negatif,Mot,
Mubundabunda,Meurtrissure,-7,Negatif,Mot,
Mubungame,Triste,-6,Negatif,Mot,
Mudianjidi,Précurseur,8,Positif,Mot,
Mudiba,Grenier,5,Positif,Mot,
Mudiimu mukole,Faix,-5,Negatif,Mot,
Mudimu,Administration,7,Positif,Mot,
Mudimu mukole,Labeur,5,Positif,Mot,
Mudimu wa bianza,Métier,6,Positif,Mot,
Mudimuke,Prudent,8,Positif,Mot,
Mudingi,Imposteur,-8,Negatif,Mot,
Mudishikamine,Libre,9,Positif,Mot,
Mudishikamine (udi),Affranchi,8,Positif,Mot,
Mudisui,Orgueilleux,-7,Negatif,Mot,
Muele,Faucille,0,Neutre,Mot,
Muele (wa nvita),Épée,5,Positif,Mot,
Muena (tshisamba),Appartenir,6,Positif,Verbe,
Muena ba demon,Démoniaque,-9,Negatif,Mot,
Muena biakulakula,Discoureur,-4,Negatif,Mot,
Muena buatu,Matelot,4,Positif,Mot,
Muena bupidia,Désobéissant,-7,Negatif,Mot,
Muena dibanza,Débiteur,-5,Negatif,Mot,
Muena dikenga,Misérable,-7,Negatif,Mot,
Muena dipetu,Contempteur,-6,Negatif,Mot,
Muena dishima,Menteur,-7,Negatif,Mot,
Muena ebelu,Hébreu,4,Positif,Mot,
Muena kaneke,Paralytique,-6,Negatif,Mot,
Muena kilisto,Chrétien,8,Positif,Mot,
Muena kuabu,Parenté,6,Positif,Mot,
Muena Lewi,Lévite,5,Positif,Mot,
Muena lonji,Cruel,-8,Negatif,Mot,
Muena lubombo,Hypocrite,-7,Negatif,Mot,
Muena lukanu,Prisonnier,-6,Negatif,Mot,
Muena lukunukunu,Zélote,5,Positif,Mot,
Muena lungenyi,Sage,9,Positif,Mot,
Muena masandi,Fornicateur,-8,Negatif,Mot,
Muena matandu,Disputeur,-6,Negatif,Mot,
Muena mudi,Intempérance,-7,Negatif,Mot,
Muena mudimu,Domestique,7,Positif,Mot,
Muena mudimu wa mu muaba aba,Jardinier,5,Positif,Mot,
Muena mudio,Mangeur,3,Neutre,Mot,
Muena mupongo,Magicien,4,Positif,Mot,
Muena mutshima mupuekele,Débonnaire,7,Positif,Mot,
"Muena mutshima wa luse (bua
kukuatshisha)",Libéral,8,Positif,Mot,
Muena nabu,Compagnon,7,Positif,Mot,
Muena Nsudi,Lépreux,-6,Negatif,Mot,
Muena pa muaba,Habitant,5,Positif,Mot,
Muena Stoiko,Stoïcien,6,Positif,Mot,
Muena tshinyangu,Abominable,-8,Negatif,Mot,
"Muena
tshipuamuoyo",Oublieux,-5,Negatif,Mot,
Muena tshiseke,Lunatique,-6,Negatif,Mot,
Muena yenda,Pite,-4,Negatif,Mot,
Muendi wa masandi mukaji.,Prostituée,-8,Negatif,Mot,
Muengu (kupidia ne muengu),Dégoût,-7,Negatif,Mot,
Muenji,Faiseur,6,Positif,Mot,
Muenji wa bibi,Pécheur,-8,Negatif,Mot,
Muenji wa bilengele,Bienfaiteur,9,Positif,Mot,
Muenji wa malu mabi,Malfaiteur,-8,Negatif,Mot,
Muenji wa mikenji,Législateur,8,Positif,Mot,
Muenyi,Forain,4,Positif,Mot,
"Muenyi, muena nzubu",Hôte,6,Positif,Mot,
Muenzeji,Auteur,7,Positif,Mot,
Mufalese,Philosophe,8,Positif,Mot,
Mufike,Ténébreux,-6,Negatif,Mot,
Mufitu,Obscurité,-8,Negatif,Mot,
Mufofo (muaku),Aveugle,-6,Negatif,Mot,
Mufuanangane,Semblable,5,Positif,Mot,
Mufuba,Os,0,Neutre,Mot,
Mufudi,Ride,-4,Negatif,Mot,
Mufue,Mort,-5,Negatif,Mot,
"Mufuidianganyi wa
luse",Compatissant,8,Positif,Mot,
Mufuki,Créateur,9,Positif,Mot,
Mufumbi wa dima,Potier,6,Positif,Mot,
Mufundi,Scribe,7,Positif,Mot,
Mufundu,Écriteau,5,Positif,Mot,
Mufutshi,Rémunérateur,8,Positif,Mot,
Muibaki,Architecte,7,Positif,Mot,
Muibi,Voleur,-8,Negatif,Mot,
Muibidi,Second,5,Positif,Mot,
Muidikiji,Imitateur,6,Positif,Mot,
Muikale,Situé,4,Positif,Mot,
Muimbi wa misambu,Musicien,7,Positif,Mot,
Muimitshisha,Enceinte ,0,Neutre,Mot,
Muimpe (oleve),Franc,1,Positif,Mot,
Muinda,Lampe,2,Positif,Mot,
Muinshi mua makasa,Plante ,-2,Negatif,Mot,
"Muinshi mua,
bukokeshi",Obligation,-3,Negatif,Mot,
Muisatu,Troisième,0,Neutre,Mot,
Mujadiki,Oculaire,0,Neutre,Mot,
Muji,Racine,0,Neutre,Mot,
Mujikiji,Consommateur,0,Neutre,Mot,
Mujinguludi,Interprète,2,Positif,Mot,
Mukaba,Ceinture,0,Neutre,Mot,
Mukaji,Épouse,5,Positif,Mot,
Mukaji (Nginabanza),Dame,4,Positif,Mot,
Mukaji wa mu lufuila,Veuve,-4,Negatif,Mot,
Mukalu,Confins,1,Positif,Mot,
Mukana,Bouche,0,Neutre,Mot,
Mukanda,Livre,3,Positif,Mot,
Mukanda (mayi),Encre,0,Neutre,Mot,
Mukanda muvung,Rouleau,0,Neutre,Mot,
Mukanda wa bumanyishi,Lettre de recommandation,6,Positif,Mot,
Mukawu,Jalousie,-6,Negatif,Mot,
Mukebi,Meneur,2,Positif,Mot,
Mukelenge,Seigneur,3,Positif,Mot,
"Mukelenge (muana
wa)",Prince,4,Positif,Mot,
Mukelenge alue biandi,Maranatha,5,Positif,Mot,
Mukelenge mukashi,Reine,4,Positif,Mot,
Mukelenge munene,Roi,4,Positif,Mot,
Mukengeshi,"Bourreau,
Persécution",-8,Negatif,Mot,
Mukengeshibue,Opprimé,-7,Negatif,Mot,
Mukenji,Commandement,2,Positif,Mot,
Mukenji,Messager,3,Positif,Mot,
Mukenji muela,Ordre,1,Positif,Mot,
Mukese,Mineur,1,Positif,Mot,
Mukete,Dard,-4,Negatif,Mot,
Mukinyibue,Haïssable,-9,Negatif,Mot,
Mukishi,Fantôme,-5,Negatif,Mot,
Mukokeshi,Dominateur,-3,Negatif,Mot,
Mukoko mukaji,Brebis,2,Positif,Mot,
Mukole,Puissant,6,Positif,Mot,
Mukole (dina),Fortement,0,Neutre,Mot,
Mukonyi wa biseba,Corroyeur,-2,Negatif,Mot,
Mukoso,Médisance,1,Negatif,Mot,
Muku mukaji,Belle-mère,0,Positif,Mot,
Mukuabu,Autrui,0,Neutre,Mot,
Mukuatshibue (ne menji amue),Animé,3,Positif,Mot,
Mukuatshibue (ne dinanga),Animé,,,Mot,
"Mukuatshiki wa
maluvu",Ivrogne,-6,Negatif,Mot,
Mukuatshishanganyi wa mudimu,Collaborateur,3,Positif,Mot,
Mukuatshishi,Tuteur,2,Positif,Mot,
Mukudi,Orateur,3,Positif,Mot,
Mukuebe,Prochain,2,Positif,Mot,
Mukukuidi,Adorateur,3,Positif,Mot,
Mukulu (muaku),Ancien ,2,Positif,Mot,
Mukumbane,Parfait,5,Positif,Mot,
"Mukumianganyi, mushipianganyi",Batteur,1,Positif,Mot,
Mukumike,Abattu,-6,Negatif,Mot,
Mukumu,Soufflet,-4,Negatif,Mot,
Mukuna,Colline,2,Positif,Mot,
Mukuna mukese,Coteau,,,Mot,
Mukungulu,Tonnerre,1,Positif,Mot,
Mukunze kunzu,Écarlate,0,Neutre,Mot,
Mûla,Myrrhe,3,Positif,Mot,
"Mulalmi wa nzubu
wa lukanu",Geôlier,-5,Negatif,Mot,
Mulambu,Impôt,1,Positif,Mot,
"Mulambu wa kuosha
pa kapia",Holocauste,-8,Negatif,Mot,
Mulami,Berger,4,Positif,Mot,
Mulami wa bintu,ÉcoMote,2,Positif,Mot,
Mulami wa bintu bia mukelenge,Chambellan,1,Neutre,Mot,
Mulami wa budimi bua nvinyo,Vigneron,2,Positif,Mot,
"Mulami wa kutshibi, nsentedi (mulume anyi mukaji)",Portier,0,Neutre,Mot,
"Mulami wa
tshibutshilu",Intendant,1,Positif,Mot,
Mulami wa tshilala benyi,Hôtelier,0,Neutre,Mot,
Mulamibue (kuikala),Gardé ,1,Positif,Mot,
Mulawu,Malédiction,-9,Negatif,Mot,
Mulayi,Promesse,5,Positif,Mot,
Muledi,Parent,3,Positif,Mot,
Mulema,Perclus,-5,Negatif,Mot,
Mulembakane,Inutile,-6,Negatif,Mot,
Mulengele,Beau,5,Positif,Mot,
Mulengeshi,Instructeur,4,Positif,Mot,
Mulobi,Pêcheur,0,Positif,Mot,
Mulombi,Mendiant,-4,Negatif,Mot,
Mulombodi,Conducteur,2,Positif,Mot,
Mulondo,Cruche,,Neutre,Mot,
Mulondo (ya biseba),Outre,0,Neutre,Mot,
"Mulondo wa
alabasta",Albâtre,3,Neutre,Mot,
"Mulondo, mushete",Vase,4,Neutre,Mot,
Mulongo,Classe,2,Positif,Mot,
Mulongo,Rang,2,Positif,Mot,
Mulopo,Ambassadeur,3,Positif,Mot,
"Mulopo, Ngovena",Gouverneur,2,Positif,Mot,
Mulotshi wa bilota,Rêveur,1,Positif,Mot,
Muluate,Habillé,2,Positif,Mot,
Mulubu,Rapport,0,Neutre,Mot,
Muluishi,Opposant,-2,Negatif,Mot,
Mulumbuludi,Magistrat,,,Mot,
Mulumbuluishi,Préteur,2,Positif,Mot,
Mulume,Mari,3,Positif,Mot,
Mulume wa ngombe,Taureau,0,Neutre,Mot,
Mulunda,Ami,4,Positif,Mot,
Mulunda wa mubaki wa mukashi,Fils de la chambre nuptiale,4,Positif,Mot,
Mulunda wa pa muoyo,Intime,3,Positif,Mot,
Mumanyishi,Témoin,2,Positif,Mot,
Mumiaminyi,Semeur,2,Positif,Mot,
Muminu,Gosier,0,Neutre,Mot,
Muna mukole,Chaud,2,Positif,Mot,
Munanga,Bien-aimé,5,Positif,Mot,
Munangibue,Affectionné,4,Positif,Mot,
Munda,Intérieur,1,Neutre,Mot,
Munda mashi,Dysenterie,-6,Negatif,Mot,
"Munda, mu difu",Ventre,0,Neutre,Mot,
Mundankulu,Minuit,0,Neutre,Mot,
Mundidimbi,Ombre,-1,Positif,Mot,
Munene,Principal,4,Positif,Mot,
"Munene wa masalayi
abena lomo",,-3,Negatif,Mot,
Munowi,Moissonneur,2,Positif,Mot,
Muntu,Gens,0,Neutre,Mot,
Muntu Muakane,Juste,5,Positif,Mot,
Muntu mubi,,-8,Negatif,Mot,
Muntu mubi,Profane,-8,Negatif,Mot,
Muntu mubi (muaku),Injuste ,-7,Negatif,Mot,
Muntu mubi (mufidi muleji ngikadilu),Injuste ,-7,Negatif,Mot,
Muntu mukole,Homme fait,2,Positif,Mot,
Muntu munene,Noble,4,Positif,Mot,
Muntu ne mukuabu,Mutuel,3,Positif,Mot,
Muntu ne muntu,Individuellement,0,Neutre,Mot,
"Muntu udi mupudikile, ne
mupange dikima",Femmelette,-5,Negatif,Mot,
Muntu utshiena kamama (mulume anyi mukaji),Virginité,3,Positif,Mot,
Muntu wa munda,Homme intérieur,2,Positif,Mot,
Muntu wa Nzambi,Homme de Dieu,5,Positif,Mot,
Munu,Doigt,0,Neutre,Mot,
Munu (wa maluvu),Buveur,-4,Negatif,Mot,
Munvui,Auditeur,2,Positif,Mot,
Munyenganganyi,Sacrilège,-8,Negatif,Mot,
Munyengi,Ravisseur,-7,Negatif,Mot,
Munyenyi,"Brigand, Larron",-8,Negatif,Mot,
"Munyingalaja
(kuikala)",Indigné,-3,Negatif,Mot,
Munyingalala,Peiné,-4,Negatif,Mot,
Munyinyi munene wa mu mayi,Cétacé,0,Neutre,Mot,
"Munyinyi wa mu mayi, Mushipa",Poisson,0,Neutre,Mot,
Muomumue,Égal,3,Positif,Mot,
Muondapi; nganga buka,Médecin,4,Positif,Mot,
Muonji (lukanu),Câble,0,Neutre,Mot,
Muosa,Poil,0,Neutre,Mot,
Muoyo,Vie,5,Positif,Mot,
Muoyo (tshidi ne),Vif,3,Positif,Mot,
Muoyo (udi ne muoyo),Vivant,4,Positif,Mot,
Muoyo wa tshiendelele,Vie éternelle,6,Positif,Mot,
Mupambuishi,Séducteur,-6,Negatif,Mot,
